,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
7088,822.0,526.0,747.0,2.0,568.0,1910.0,2780.0,71.0,41.0,36.0,243.0
7089,845.0,518.0,745.0,2.0,559.0,1805.0,2781.0,69.0,41.0,35.0,174.0
7090,843.0,513.0,727.0,2.0,565.0,1773.0,2781.0,67.0,43.0,36.0,124.0
7091,849.0,501.0,712.0,2.0,531.0,1822.0,2781.0,65.0,43.0,36.0,128.0
7092,841.0,500.0,709.0,2.0,529.0,1687.0,2780.0,65.0,40.0,35.0,113.0
7093,857.0,528.0,709.0,2.0,527.0,1711.0,2781.0,65.0,43.0,35.0,114.0
7094,858.0,526.0,740.0,2.0,530.0,1736.0,2781.0,65.0,43.0,36.0,130.0
7095,851.0,522.0,761.0,2.0,528.0,1760.0,2781.0,66.0,43.0,36.0,189.0
7096,844.0,507.0,774.0,2.0,538.0,1873.0,2781.0,68.0,43.0,35.0,242.0
7097,850.0,490.0,824.0,2.0,522.0,1900.0,2781.0,68.0,43.0,36.0,222.0
7098,832.0,470.0,862.0,2.0,499.0,1697.0,2781.0,69.0,43.0,36.0,263.0
7099,826.0,477.0,772.0,2.0,478.0,1178.0,2782.0,71.0,43.0,36.0,276.0
7100,796.0,472.0,661.0,2.0,470.0,803.0,2782.0,71.0,43.0,29.0,280.0
7101,788.0,454.0,614.0,2.0,468.0,655.0,2781.0,71.0,43.0,29.0,303.0
7102,786.0,419.0,592.0,2.0,434.0,538.0,2782.0,71.0,43.0,29.0,315.0
7103,792.0,414.0,585.0,2.0,432.0,506.0,2782.0,71.0,43.0,23.0,295.0
7104,781.0,394.0,587.0,2.0,413.0,476.0,2781.0,71.0,43.0,12.0,292.0
7105,781.0,404.0,588.0,2.0,410.0,445.0,2781.0,71.0,42.0,10.0,309.0
7106,777.0,401.0,545.0,2.0,415.0,513.0,2782.0,71.0,42.0,10.0,318.0
7107,777.0,400.0,524.0,2.0,424.0,619.0,2782.0,71.0,42.0,16.0,344.0
7108,779.0,501.0,612.0,2.0,442.0,872.0,2782.0,71.0,42.0,23.0,346.0
7109,780.0,515.0,690.0,2.0,486.0,1265.0,2781.0,71.0,42.0,28.0,305.0
7110,825.0,514.0,779.0,2.0,522.0,1621.0,2782.0,71.0,40.0,32.0,266.0
7111,855.0,516.0,809.0,28.0,545.0,1862.0,2784.0,70.0,40.0,34.0,233.0
7112,873.0,530.0,808.0,28.0,546.0,1831.0,2783.0,70.0,40.0,34.0,178.0
7113,868.0,519.0,818.0,2.0,518.0,1854.0,2782.0,71.0,43.0,34.0,148.0
7114,871.0,505.0,812.0,5.0,505.0,1865.0,2781.0,66.0,43.0,36.0,130.0
7115,863.0,507.0,816.0,11.0,507.0,1799.0,2783.0,68.0,43.0,34.0,116.0
7116,867.0,515.0,819.0,1.0,512.0,1710.0,2783.0,65.0,43.0,34.0,109.0
7117,870.0,519.0,800.0,1.0,517.0,1669.0,2784.0,66.0,37.0,34.0,109.0
7118,865.0,518.0,782.0,1.0,514.0,1613.0,2784.0,68.0,35.0,35.0,140.0
7119,861.0,510.0,790.0,1.0,523.0,1698.0,2784.0,68.0,35.0,36.0,186.0
7120,863.0,522.0,803.0,1.0,543.0,1897.0,2784.0,71.0,35.0,34.0,237.0
7121,862.0,543.0,827.0,1.0,551.0,1922.0,2783.0,71.0,35.0,35.0,270.0
7122,836.0,528.0,820.0,1.0,559.0,1761.0,2783.0,71.0,35.0,36.0,289.0
7123,814.0,498.0,751.0,1.0,541.0,1234.0,2783.0,71.0,35.0,35.0,292.0
7124,797.0,493.0,687.0,1.0,515.0,985.0,2783.0,71.0,35.0,36.0,286.0
7125,797.0,496.0,673.0,1.0,489.0,889.0,2783.0,71.0,35.0,26.0,323.0
7126,791.0,500.0,665.0,1.0,463.0,723.0,2782.0,74.0,35.0,18.0,367.0
7127,795.0,518.0,675.0,1.0,456.0,641.0,2783.0,74.0,35.0,10.0,362.0
7128,792.0,520.0,674.0,1.0,457.0,557.0,2783.0,74.0,35.0,9.0,363.0
7129,800.0,540.0,676.0,1.0,457.0,574.0,2782.0,74.0,35.0,9.0,358.0
7130,794.0,551.0,677.0,1.0,456.0,630.0,2783.0,74.0,35.0,9.0,363.0
7131,792.0,535.0,679.0,1.0,460.0,726.0,2783.0,74.0,36.0,9.0,387.0
7132,789.0,546.0,733.0,1.0,499.0,934.0,2783.0,74.0,38.0,8.0,403.0
7133,808.0,606.0,791.0,1.0,537.0,1273.0,2782.0,74.0,39.0,7.0,418.0
7134,832.0,625.0,824.0,1.0,567.0,1741.0,2784.0,74.0,41.0,7.0,407.0
7135,851.0,621.0,838.0,13.0,571.0,1831.0,2783.0,74.0,41.0,7.0,378.0
7136,855.0,620.0,833.0,1.0,562.0,1882.0,2782.0,74.0,41.0,7.0,365.0
7137,852.0,576.0,824.0,1.0,565.0,1683.0,2782.0,71.0,41.0,7.0,330.0
7138,846.0,540.0,803.0,1.0,562.0,1777.0,2783.0,71.0,43.0,15.0,300.0
7139,851.0,543.0,798.0,1.0,555.0,1753.0,2782.0,69.0,43.0,16.0,301.0
7140,860.0,548.0,799.0,1.0,574.0,1799.0,2782.0,68.0,43.0,16.0,283.0
7141,859.0,543.0,789.0,1.0,570.0,1775.0,2781.0,68.0,43.0,16.0,268.0
7142,860.0,546.0,755.0,1.0,581.0,1723.0,2781.0,70.0,43.0,16.0,296.0
7143,865.0,518.0,758.0,1.0,571.0,1829.0,2782.0,71.0,43.0,16.0,312.0
7144,870.0,502.0,801.0,1.0,586.0,2120.0,2782.0,71.0,43.0,16.0,323.0
7145,871.0,549.0,833.0,1.0,590.0,2067.0,2781.0,71.0,43.0,16.0,295.0
7146,878.0,569.0,840.0,1.0,585.0,1991.0,2782.0,73.0,41.0,16.0,283.0
7147,854.0,586.0,814.0,1.0,566.0,1461.0,2781.0,74.0,41.0,16.0,250.0
7148,828.0,535.0,752.0,1.0,541.0,1338.0,2782.0,74.0,41.0,16.0,247.0
7149,812.0,510.0,729.0,1.0,540.0,1250.0,2782.0,74.0,41.0,16.0,258.0
7150,816.0,518.0,715.0,1.0,546.0,1143.0,2782.0,74.0,41.0,16.0,253.0
7151,811.0,518.0,711.0,1.0,559.0,901.0,2781.0,74.0,41.0,16.0,254.0
7152,817.0,514.0,718.0,1.0,575.0,789.0,2781.0,74.0,41.0,16.0,261.0
7153,813.0,536.0,727.0,1.0,585.0,776.0,2782.0,74.0,41.0,16.0,256.0
7154,813.0,534.0,728.0,1.0,586.0,797.0,2782.0,74.0,41.0,16.0,294.0
7155,841.0,513.0,721.0,1.0,591.0,890.0,2781.0,74.0,41.0,16.0,283.0
7156,854.0,531.0,802.0,1.0,607.0,1281.0,2783.0,74.0,41.0,16.0,304.0
7157,870.0,570.0,916.0,1.0,617.0,1787.0,2782.0,74.0,41.0,16.0,322.0
7158,867.0,567.0,945.0,78.0,625.0,2023.0,2782.0,74.0,41.0,16.0,365.0
7159,852.0,574.0,947.0,94.0,637.0,2083.0,2781.0,74.0,41.0,16.0,353.0
7160,875.0,567.0,948.0,1.0,638.0,2019.0,2781.0,74.0,41.0,16.0,298.0
7161,885.0,566.0,948.0,31.0,634.0,1927.0,2782.0,74.0,41.0,16.0,214.0
7162,876.0,555.0,956.0,156.0,637.0,2075.0,2781.0,72.0,41.0,16.0,130.0
7163,874.0,557.0,976.0,163.0,631.0,2020.0,2782.0,71.0,41.0,16.0,87.0
7164,861.0,561.0,969.0,166.0,618.0,1933.0,2782.0,71.0,42.0,16.0,94.0
7165,870.0,560.0,953.0,169.0,622.0,1906.0,2780.0,71.0,42.0,16.0,101.0
7166,851.0,536.0,976.0,169.0,630.0,1926.0,2718.0,71.0,42.0,16.0,146.0
7167,847.0,524.0,1011.0,150.0,626.0,1931.0,2781.0,73.0,42.0,16.0,217.0
7168,852.0,528.0,1016.0,6.0,636.0,1969.0,2782.0,74.0,42.0,16.0,295.0
7169,864.0,534.0,1012.0,1.0,640.0,1886.0,2782.0,74.0,41.0,16.0,324.0
7170,872.0,535.0,1011.0,1.0,643.0,1695.0,2782.0,74.0,40.0,16.0,347.0
7171,868.0,528.0,965.0,1.0,628.0,1347.0,2783.0,74.0,40.0,16.0,391.0
7172,835.0,530.0,882.0,1.0,594.0,1304.0,2782.0,74.0,40.0,16.0,412.0
7173,838.0,528.0,849.0,1.0,559.0,1035.0,2781.0,74.0,40.0,16.0,373.0
7174,825.0,514.0,846.0,1.0,542.0,850.0,2781.0,74.0,40.0,16.0,351.0
7175,829.0,514.0,843.0,1.0,544.0,727.0,2781.0,75.0,40.0,16.0,347.0
7176,822.0,513.0,844.0,1.0,546.0,659.0,2782.0,77.0,40.0,16.0,344.0
7177,832.0,511.0,844.0,1.0,548.0,655.0,2782.0,77.0,40.0,16.0,423.0
7178,829.0,506.0,844.0,1.0,550.0,685.0,2783.0,77.0,40.0,16.0,452.0
7179,834.0,504.0,850.0,1.0,550.0,699.0,2783.0,79.0,40.0,16.0,476.0
7180,803.0,512.0,850.0,1.0,549.0,707.0,2783.0,80.0,40.0,16.0,436.0
7181,798.0,516.0,860.0,1.0,565.0,850.0,2783.0,80.0,40.0,16.0,466.0
7182,806.0,517.0,859.0,1.0,578.0,958.0,2783.0,80.0,40.0,16.0,518.0
7183,817.0,531.0,860.0,1.0,592.0,1024.0,2783.0,80.0,40.0,16.0,540.0
7184,820.0,548.0,857.0,1.0,607.0,1139.0,2783.0,77.0,40.0,16.0,577.0
7185,816.0,554.0,859.0,1.0,593.0,1203.0,2783.0,77.0,40.0,16.0,570.0
7186,817.0,539.0,863.0,1.0,585.0,1362.0,2783.0,74.0,39.0,16.0,510.0
7187,813.0,534.0,871.0,1.0,582.0,1392.0,2783.0,74.0,40.0,16.0,481.0
7188,814.0,539.0,877.0,1.0,587.0,1357.0,2783.0,74.0,41.0,16.0,514.0
7189,813.0,554.0,880.0,1.0,585.0,1318.0,2783.0,74.0,42.0,16.0,558.0
7190,823.0,556.0,887.0,1.0,587.0,1263.0,2783.0,74.0,42.0,16.0,608.0
7191,824.0,566.0,895.0,1.0,597.0,1260.0,2782.0,74.0,42.0,16.0,699.0
7192,820.0,592.0,896.0,1.0,624.0,1419.0,2783.0,74.0,42.0,16.0,772.0
7193,826.0,573.0,896.0,1.0,630.0,1399.0,2783.0,74.0,42.0,16.0,764.0
7194,830.0,576.0,894.0,1.0,617.0,1332.0,2782.0,74.0,42.0,16.0,760.0
7195,825.0,565.0,897.0,1.0,618.0,1279.0,2783.0,74.0,42.0,16.0,761.0
7196,819.0,558.0,886.0,1.0,625.0,1164.0,2782.0,76.0,42.0,16.0,753.0
7197,820.0,560.0,873.0,1.0,615.0,1047.0,2782.0,77.0,40.0,16.0,789.0
7198,819.0,561.0,875.0,1.0,584.0,863.0,2782.0,80.0,36.0,16.0,862.0
7199,812.0,573.0,874.0,1.0,563.0,784.0,2783.0,83.0,36.0,16.0,895.0
7200,812.0,567.0,874.0,1.0,558.0,709.0,2783.0,86.0,39.0,16.0,887.0
7201,809.0,547.0,872.0,1.0,524.0,629.0,2784.0,90.0,40.0,16.0,867.0
7202,814.0,548.0,875.0,1.0,527.0,677.0,2784.0,94.0,40.0,16.0,905.0
7203,817.0,584.0,879.0,1.0,560.0,677.0,2784.0,97.0,40.0,16.0,889.0
7204,830.0,584.0,877.0,1.0,563.0,678.0,2784.0,98.0,40.0,16.0,792.0
7205,833.0,591.0,877.0,1.0,579.0,712.0,2784.0,99.0,40.0,16.0,728.0
7206,828.0,665.0,842.0,1.0,594.0,834.0,2783.0,100.0,42.0,16.0,657.0
7207,826.0,674.0,833.0,1.0,607.0,1064.0,2784.0,82.0,42.0,16.0,660.0
7208,829.0,675.0,841.0,1.0,599.0,1144.0,2784.0,74.0,42.0,16.0,606.0
7209,821.0,670.0,842.0,1.0,619.0,1251.0,2784.0,71.0,42.0,16.0,436.0
7210,825.0,667.0,840.0,1.0,606.0,1429.0,2784.0,68.0,42.0,16.0,255.0
7211,816.0,674.0,845.0,1.0,597.0,1478.0,2784.0,66.0,42.0,16.0,181.0
7212,823.0,674.0,845.0,1.0,583.0,1536.0,2784.0,69.0,42.0,16.0,141.0
7213,830.0,676.0,849.0,1.0,586.0,1303.0,2784.0,70.0,42.0,16.0,132.0
7214,839.0,689.0,856.0,1.0,582.0,1319.0,2783.0,74.0,42.0,16.0,145.0
7215,850.0,688.0,862.0,1.0,587.0,1224.0,2784.0,80.0,42.0,16.0,212.0
7216,858.0,685.0,858.0,1.0,603.0,1292.0,2784.0,91.0,42.0,16.0,255.0
7217,857.0,719.0,864.0,1.0,608.0,1504.0,2785.0,100.0,42.0,16.0,266.0
7218,873.0,713.0,865.0,1.0,599.0,1566.0,2783.0,107.0,42.0,16.0,254.0
7219,875.0,723.0,860.0,1.0,591.0,1340.0,2784.0,113.0,42.0,16.0,239.0
7220,872.0,709.0,861.0,1.0,580.0,1190.0,2783.0,118.0,42.0,16.0,226.0
7221,875.0,695.0,862.0,1.0,580.0,1122.0,2783.0,122.0,42.0,16.0,192.0
7222,883.0,700.0,874.0,1.0,577.0,938.0,2783.0,126.0,42.0,16.0,181.0
7223,873.0,672.0,870.0,1.0,590.0,933.0,2783.0,127.0,42.0,16.0,187.0
7224,864.0,678.0,870.0,1.0,582.0,796.0,2783.0,127.0,42.0,16.0,201.0
7225,858.0,680.0,866.0,1.0,582.0,753.0,2783.0,127.0,42.0,16.0,245.0
7226,858.0,680.0,871.0,1.0,583.0,730.0,2783.0,127.0,42.0,16.0,296.0
7227,858.0,677.0,872.0,1.0,582.0,794.0,2784.0,129.0,42.0,16.0,363.0
7228,852.0,679.0,873.0,1.0,588.0,1056.0,2784.0,129.0,42.0,16.0,392.0
7229,860.0,691.0,891.0,1.0,620.0,1510.0,2785.0,127.0,42.0,16.0,414.0
7230,887.0,716.0,961.0,1.0,648.0,1942.0,2785.0,126.0,40.0,16.0,417.0
7231,908.0,685.0,1009.0,1.0,648.0,1973.0,2786.0,123.0,40.0,16.0,462.0
7232,906.0,693.0,1008.0,1.0,643.0,2094.0,2790.0,97.0,39.0,16.0,496.0
7233,909.0,708.0,1012.0,1.0,633.0,2096.0,2787.0,93.0,35.0,16.0,473.0
7234,903.0,704.0,1013.0,1.0,622.0,2140.0,2785.0,87.0,35.0,16.0,430.0
7235,902.0,709.0,1004.0,1.0,620.0,2073.0,2785.0,78.0,34.0,16.0,380.0
7236,908.0,725.0,992.0,1.0,613.0,1941.0,2785.0,77.0,34.0,16.0,384.0
7237,901.0,730.0,976.0,1.0,600.0,1884.0,2786.0,78.0,34.0,16.0,401.0
7238,902.0,737.0,954.0,217.0,601.0,2087.0,2787.0,83.0,34.0,16.0,426.0
7239,895.0,736.0,953.0,68.0,628.0,2303.0,2787.0,89.0,36.0,16.0,464.0
7240,890.0,740.0,985.0,137.0,628.0,2235.0,2787.0,92.0,36.0,16.0,539.0
7241,892.0,765.0,994.0,9.0,632.0,2136.0,2786.0,96.0,36.0,16.0,601.0
7242,895.0,746.0,1000.0,1.0,651.0,1879.0,2787.0,102.0,36.0,16.0,637.0
7243,895.0,719.0,984.0,1.0,653.0,1730.0,2787.0,109.0,36.0,16.0,649.0
7244,871.0,708.0,912.0,1.0,618.0,1388.0,2787.0,110.0,36.0,16.0,676.0
7245,861.0,720.0,879.0,1.0,588.0,1144.0,2787.0,110.0,36.0,16.0,719.0
7246,862.0,729.0,873.0,1.0,584.0,878.0,2787.0,112.0,36.0,16.0,748.0
7247,872.0,721.0,870.0,1.0,586.0,734.0,2787.0,114.0,36.0,16.0,781.0
7248,856.0,649.0,865.0,1.0,589.0,608.0,2787.0,114.0,36.0,16.0,790.0
7249,846.0,641.0,865.0,1.0,582.0,541.0,2788.0,113.0,36.0,16.0,796.0
7250,845.0,641.0,864.0,1.0,583.0,522.0,2788.0,110.0,36.0,16.0,827.0
7251,844.0,663.0,865.0,1.0,587.0,585.0,2788.0,102.0,36.0,16.0,895.0
7252,851.0,724.0,871.0,1.0,590.0,851.0,2788.0,98.0,36.0,16.0,884.0
7253,851.0,839.0,885.0,1.0,597.0,1213.0,2789.0,97.0,36.0,16.0,848.0
7254,865.0,921.0,920.0,1.0,630.0,1611.0,2789.0,95.0,37.0,16.0,855.0
7255,876.0,956.0,919.0,1.0,646.0,1876.0,2787.0,95.0,38.0,16.0,900.0
7256,863.0,925.0,920.0,13.0,632.0,1833.0,2788.0,93.0,38.0,16.0,944.0
7257,866.0,922.0,915.0,14.0,625.0,1831.0,2789.0,88.0,38.0,16.0,975.0
7258,872.0,915.0,903.0,1.0,609.0,1727.0,2787.0,81.0,40.0,16.0,1025.0
7259,852.0,909.0,892.0,1.0,604.0,1665.0,2788.0,79.0,38.0,16.0,1096.0
7260,848.0,865.0,747.0,1.0,600.0,1599.0,2787.0,76.0,40.0,16.0,1255.0
7261,872.0,843.0,748.0,1.0,632.0,1559.0,2787.0,76.0,40.0,16.0,1369.0
7262,862.0,860.0,745.0,1.0,639.0,1501.0,2787.0,76.0,40.0,16.0,1486.0
7263,864.0,866.0,751.0,1.0,637.0,1470.0,2788.0,76.0,40.0,16.0,1569.0
7264,875.0,905.0,814.0,1.0,648.0,1651.0,2722.0,76.0,40.0,16.0,1597.0
7265,854.0,875.0,852.0,1.0,627.0,1616.0,2789.0,75.0,40.0,16.0,1618.0
7266,855.0,825.0,855.0,1.0,599.0,1607.0,2789.0,73.0,40.0,16.0,1625.0
7267,849.0,778.0,842.0,1.0,570.0,1632.0,2789.0,73.0,38.0,16.0,1580.0
7268,861.0,767.0,783.0,1.0,552.0,1350.0,2790.0,73.0,38.0,16.0,1536.0
7269,833.0,746.0,670.0,1.0,548.0,1238.0,2790.0,73.0,38.0,16.0,1358.0
7270,832.0,742.0,638.0,1.0,538.0,952.0,2789.0,73.0,38.0,16.0,1126.0
7271,833.0,704.0,571.0,1.0,519.0,863.0,2789.0,73.0,38.0,16.0,1028.0
7272,823.0,617.0,541.0,1.0,485.0,753.0,2789.0,73.0,38.0,16.0,1013.0
7273,836.0,615.0,588.0,1.0,474.0,654.0,2790.0,73.0,38.0,16.0,991.0
7274,832.0,603.0,642.0,1.0,444.0,657.0,2790.0,73.0,38.0,16.0,1005.0
7275,833.0,614.0,631.0,1.0,446.0,707.0,2791.0,73.0,36.0,16.0,1058.0
7276,835.0,628.0,632.0,1.0,458.0,793.0,2791.0,72.0,36.0,16.0,1096.0
7277,833.0,626.0,651.0,1.0,489.0,1132.0,2792.0,70.0,36.0,16.0,1187.0
7278,861.0,615.0,707.0,1.0,534.0,1561.0,2791.0,70.0,36.0,16.0,1258.0
7279,884.0,692.0,762.0,3.0,558.0,1863.0,2791.0,70.0,32.0,16.0,1247.0
7280,914.0,709.0,776.0,12.0,555.0,1936.0,2789.0,70.0,33.0,16.0,1199.0
7281,919.0,624.0,766.0,1.0,562.0,1980.0,2791.0,70.0,33.0,16.0,1155.0
7282,909.0,592.0,765.0,1.0,559.0,1917.0,2791.0,69.0,35.0,16.0,1134.0
7283,877.0,569.0,779.0,1.0,551.0,1890.0,2791.0,67.0,35.0,32.0,1165.0
7284,887.0,580.0,759.0,1.0,555.0,1822.0,2791.0,67.0,35.0,36.0,1160.0
7285,888.0,599.0,761.0,1.0,549.0,1826.0,2790.0,67.0,35.0,36.0,1176.0
7286,877.0,578.0,758.0,1.0,552.0,1749.0,2790.0,67.0,40.0,36.0,1225.0
7287,880.0,603.0,759.0,1.0,552.0,1783.0,2791.0,66.0,42.0,36.0,1295.0
7288,881.0,616.0,756.0,1.0,556.0,1983.0,2791.0,64.0,42.0,36.0,1330.0
7289,870.0,555.0,757.0,1.0,546.0,1859.0,2790.0,64.0,42.0,36.0,1359.0
7290,844.0,555.0,746.0,1.0,512.0,1831.0,2790.0,64.0,40.0,35.0,1370.0
7291,817.0,580.0,680.0,1.0,519.0,1490.0,2789.0,64.0,40.0,35.0,1435.0
7292,796.0,616.0,587.0,1.0,511.0,1309.0,2789.0,64.0,40.0,35.0,1473.0
7293,783.0,616.0,516.0,1.0,492.0,1271.0,2789.0,64.0,40.0,35.0,1481.0
7294,775.0,623.0,504.0,1.0,477.0,1184.0,2789.0,64.0,40.0,35.0,1488.0
7295,782.0,613.0,500.0,1.0,467.0,891.0,2789.0,62.0,40.0,35.0,1509.0
7296,783.0,615.0,495.0,1.0,429.0,700.0,2789.0,61.0,39.0,35.0,1536.0
7297,771.0,599.0,495.0,1.0,419.0,627.0,2790.0,61.0,40.0,35.0,1526.0
7298,758.0,601.0,496.0,1.0,430.0,600.0,2790.0,61.0,40.0,35.0,1513.0
7299,733.0,606.0,496.0,1.0,435.0,531.0,2789.0,61.0,40.0,35.0,1515.0
7300,722.0,600.0,488.0,1.0,442.0,515.0,2790.0,61.0,41.0,35.0,1484.0
7301,693.0,615.0,523.0,1.0,477.0,625.0,2789.0,61.0,41.0,35.0,1450.0
7302,654.0,624.0,569.0,1.0,517.0,833.0,2789.0,61.0,41.0,35.0,1410.0
7303,645.0,627.0,571.0,1.0,519.0,924.0,2788.0,62.0,41.0,35.0,1321.0
7304,650.0,642.0,570.0,1.0,506.0,1033.0,2790.0,81.0,41.0,35.0,1224.0
7305,658.0,667.0,554.0,27.0,519.0,1042.0,2790.0,114.0,41.0,34.0,1090.0
7306,685.0,657.0,558.0,1.0,527.0,1083.0,2790.0,116.0,41.0,35.0,933.0
7307,696.0,697.0,545.0,1.0,536.0,1195.0,2789.0,125.0,41.0,36.0,780.0
7308,716.0,673.0,562.0,1.0,533.0,1425.0,2789.0,106.0,41.0,35.0,762.0
7309,736.0,607.0,605.0,1.0,538.0,1734.0,2789.0,64.0,41.0,35.0,780.0
7310,749.0,611.0,610.0,1.0,544.0,1712.0,2790.0,60.0,41.0,35.0,769.0
7311,742.0,605.0,650.0,1.0,542.0,1689.0,2789.0,62.0,39.0,35.0,815.0
7312,765.0,613.0,696.0,1.0,539.0,1754.0,2789.0,62.0,41.0,35.0,814.0
7313,771.0,607.0,693.0,1.0,538.0,1692.0,2788.0,64.0,41.0,35.0,750.0
7314,776.0,595.0,677.0,1.0,556.0,1586.0,2788.0,65.0,41.0,35.0,681.0
7315,764.0,585.0,646.0,1.0,567.0,1333.0,2789.0,67.0,41.0,35.0,578.0
7316,741.0,581.0,613.0,1.0,576.0,1217.0,2788.0,68.0,41.0,26.0,480.0
7317,711.0,570.0,594.0,1.0,580.0,1239.0,2788.0,69.0,41.0,25.0,382.0
7318,714.0,536.0,593.0,1.0,580.0,1085.0,2788.0,71.0,41.0,25.0,297.0
7319,712.0,540.0,600.0,1.0,558.0,848.0,2789.0,71.0,41.0,23.0,275.0
7320,713.0,542.0,614.0,1.0,538.0,648.0,2789.0,71.0,41.0,8.0,284.0
7321,712.0,537.0,617.0,1.0,519.0,580.0,2789.0,71.0,41.0,8.0,290.0
7322,705.0,535.0,618.0,1.0,508.0,550.0,2789.0,71.0,41.0,8.0,306.0
7323,710.0,530.0,616.0,1.0,502.0,555.0,2789.0,71.0,41.0,10.0,326.0
7324,706.0,529.0,614.0,1.0,511.0,634.0,2789.0,71.0,41.0,21.0,446.0
7325,701.0,541.0,614.0,1.0,536.0,946.0,2789.0,71.0,41.0,31.0,491.0
7326,732.0,548.0,653.0,1.0,571.0,1581.0,2789.0,71.0,41.0,34.0,549.0
7327,767.0,530.0,699.0,146.0,571.0,1845.0,2790.0,69.0,41.0,34.0,620.0
7328,773.0,526.0,709.0,159.0,568.0,1912.0,2789.0,68.0,42.0,36.0,632.0
7329,741.0,542.0,668.0,165.0,554.0,1584.0,2787.0,68.0,43.0,35.0,652.0
7330,697.0,551.0,653.0,167.0,552.0,1486.0,2788.0,68.0,43.0,36.0,715.0
7331,679.0,533.0,650.0,168.0,557.0,1340.0,2789.0,68.0,43.0,36.0,766.0
7332,694.0,541.0,636.0,168.0,561.0,1249.0,2789.0,68.0,43.0,36.0,777.0
7333,708.0,561.0,634.0,170.0,570.0,1273.0,2790.0,66.0,43.0,36.0,830.0
7334,724.0,543.0,634.0,76.0,571.0,1309.0,2790.0,65.0,43.0,36.0,989.0
7335,744.0,542.0,667.0,1.0,580.0,1477.0,2789.0,65.0,43.0,36.0,1128.0
7336,773.0,542.0,680.0,1.0,593.0,1548.0,2789.0,65.0,43.0,36.0,1146.0
7337,783.0,537.0,709.0,1.0,580.0,1607.0,2790.0,65.0,43.0,35.0,1168.0
7338,755.0,534.0,713.0,1.0,562.0,1360.0,2788.0,65.0,43.0,34.0,1224.0
7339,732.0,562.0,662.0,1.0,558.0,1078.0,2789.0,65.0,43.0,36.0,1245.0
7340,730.0,564.0,619.0,1.0,552.0,997.0,2787.0,62.0,43.0,36.0,1232.0
7341,723.0,558.0,629.0,1.0,550.0,1055.0,2788.0,62.0,43.0,36.0,1238.0
7342,727.0,547.0,625.0,1.0,544.0,940.0,2788.0,62.0,43.0,36.0,1249.0
7343,722.0,533.0,616.0,1.0,521.0,777.0,2789.0,62.0,43.0,35.0,1206.0
7344,731.0,531.0,615.0,1.0,485.0,757.0,2788.0,62.0,43.0,34.0,1118.0
7345,730.0,529.0,609.0,1.0,469.0,686.0,2789.0,62.0,43.0,34.0,1080.0
7346,730.0,531.0,602.0,1.0,471.0,641.0,2788.0,62.0,43.0,36.0,1058.0
7347,732.0,532.0,597.0,1.0,469.0,652.0,2789.0,62.0,43.0,34.0,1044.0
7348,728.0,527.0,585.0,1.0,483.0,720.0,2789.0,62.0,43.0,36.0,1096.0
7349,726.0,524.0,586.0,1.0,506.0,749.0,2788.0,62.0,43.0,36.0,1118.0
7350,727.0,527.0,556.0,1.0,519.0,774.0,2788.0,62.0,43.0,35.0,1011.0
7351,734.0,541.0,541.0,1.0,526.0,836.0,2789.0,62.0,43.0,35.0,877.0
7352,736.0,544.0,546.0,1.0,532.0,904.0,2791.0,62.0,43.0,36.0,927.0
7353,736.0,536.0,548.0,1.0,533.0,970.0,2790.0,62.0,43.0,35.0,950.0
7354,732.0,533.0,536.0,1.0,537.0,1106.0,2789.0,62.0,43.0,35.0,859.0
7355,739.0,534.0,530.0,1.0,543.0,1069.0,2788.0,62.0,43.0,35.0,819.0
7356,745.0,525.0,527.0,1.0,545.0,1058.0,2789.0,62.0,43.0,36.0,807.0
7357,760.0,524.0,524.0,1.0,549.0,1116.0,2788.0,62.0,43.0,35.0,825.0
7358,801.0,531.0,518.0,1.0,555.0,1151.0,2788.0,62.0,43.0,34.0,835.0
7359,819.0,535.0,538.0,1.0,562.0,1102.0,2788.0,62.0,43.0,36.0,925.0
7360,818.0,542.0,565.0,1.0,565.0,1213.0,2789.0,64.0,43.0,36.0,896.0
7361,819.0,520.0,569.0,1.0,569.0,1198.0,2788.0,65.0,43.0,35.0,870.0
7362,823.0,518.0,572.0,1.0,572.0,1132.0,2789.0,65.0,43.0,34.0,832.0
7363,820.0,527.0,578.0,1.0,585.0,902.0,2788.0,67.0,43.0,36.0,773.0
7364,825.0,479.0,584.0,1.0,581.0,879.0,2788.0,68.0,43.0,36.0,820.0
7365,818.0,498.0,582.0,1.0,558.0,835.0,2788.0,68.0,43.0,36.0,745.0
7366,816.0,508.0,576.0,1.0,540.0,865.0,2788.0,68.0,43.0,36.0,652.0
7367,814.0,518.0,572.0,1.0,539.0,672.0,2788.0,68.0,43.0,29.0,630.0
7368,817.0,523.0,570.0,1.0,567.0,608.0,2788.0,68.0,43.0,26.0,585.0
