,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
7277,27.0,2733.0,189.0,60.0,0.0,40.0,9.0,2079.0,0.0,4.0,56.0
7278,26.0,2709.0,185.0,58.0,0.0,55.0,233.0,2082.0,56.0,4.0,38.0
7279,26.0,2654.0,181.0,58.0,0.0,114.0,179.0,2082.0,265.0,4.0,31.0
7280,26.0,2517.0,183.0,58.0,0.0,123.0,143.0,2082.0,446.0,0.0,11.0
7281,26.0,2474.0,183.0,58.0,0.0,85.0,20.0,2083.0,561.0,5.0,6.0
7282,25.0,2471.0,176.0,60.0,0.0,66.0,15.0,2081.0,625.0,5.0,10.0
7283,25.0,2526.0,177.0,59.0,0.0,60.0,14.0,2080.0,634.0,4.0,26.0
7284,26.0,2633.0,176.0,59.0,0.0,59.0,14.0,2081.0,583.0,4.0,36.0
7285,25.0,2732.0,175.0,60.0,0.0,61.0,14.0,2080.0,464.0,4.0,27.0
7286,24.0,2775.0,176.0,60.0,0.0,58.0,15.0,2079.0,282.0,4.0,28.0
7287,24.0,2786.0,182.0,60.0,0.0,60.0,161.0,2079.0,67.0,4.0,32.0
7288,24.0,2737.0,185.0,60.0,82.0,67.0,361.0,2081.0,0.0,4.0,57.0
7289,25.0,2738.0,185.0,60.0,233.0,67.0,582.0,2080.0,0.0,4.0,75.0
7290,24.0,2726.0,187.0,61.0,251.0,69.0,599.0,2078.0,0.0,4.0,58.0
7291,24.0,2738.0,188.0,61.0,151.0,55.0,543.0,2080.0,0.0,4.0,44.0
7292,24.0,2703.0,187.0,62.0,0.0,47.0,541.0,2084.0,0.0,4.0,43.0
7293,24.0,2408.0,187.0,62.0,0.0,42.0,284.0,2082.0,0.0,4.0,34.0
7294,23.0,2399.0,186.0,62.0,0.0,42.0,104.0,2080.0,0.0,4.0,36.0
7295,19.0,2372.0,184.0,64.0,0.0,44.0,19.0,2081.0,0.0,4.0,70.0
7296,19.0,2366.0,184.0,65.0,0.0,44.0,9.0,2084.0,0.0,5.0,106.0
7297,19.0,2436.0,185.0,66.0,0.0,42.0,9.0,2081.0,0.0,4.0,101.0
7298,18.0,2453.0,187.0,61.0,0.0,42.0,9.0,2081.0,0.0,4.0,110.0
7299,18.0,2565.0,188.0,61.0,0.0,43.0,9.0,2081.0,0.0,4.0,57.0
7300,19.0,2686.0,184.0,63.0,0.0,43.0,8.0,2083.0,0.0,4.0,35.0
7301,19.0,2653.0,188.0,62.0,0.0,42.0,52.0,2080.0,0.0,4.0,17.0
7302,19.0,2635.0,186.0,62.0,0.0,53.0,112.0,2080.0,42.0,4.0,21.0
7303,19.0,2641.0,188.0,62.0,0.0,86.0,297.0,2079.0,142.0,4.0,32.0
7304,18.0,2620.0,184.0,62.0,0.0,96.0,328.0,2080.0,238.0,5.0,23.0
7305,18.0,2566.0,183.0,62.0,0.0,98.0,188.0,2078.0,330.0,5.0,25.0
7306,18.0,2605.0,183.0,65.0,0.0,75.0,162.0,2078.0,408.0,5.0,21.0
7307,18.0,2622.0,189.0,65.0,0.0,64.0,144.0,2079.0,453.0,4.0,30.0
7308,19.0,2722.0,198.0,63.0,0.0,78.0,144.0,2080.0,413.0,5.0,26.0
7309,19.0,2837.0,200.0,63.0,0.0,76.0,124.0,2079.0,314.0,4.0,32.0
7310,19.0,2786.0,201.0,62.0,0.0,75.0,104.0,2080.0,165.0,4.0,37.0
7311,19.0,2890.0,209.0,62.0,0.0,67.0,204.0,2080.0,29.0,4.0,46.0
7312,18.0,2873.0,209.0,62.0,79.0,78.0,514.0,2079.0,0.0,4.0,54.0
7313,18.0,2916.0,207.0,62.0,194.0,80.0,674.0,2079.0,0.0,4.0,43.0
7314,19.0,2968.0,211.0,61.0,167.0,71.0,669.0,2080.0,0.0,4.0,38.0
7315,19.0,2968.0,213.0,61.0,101.0,62.0,464.0,2081.0,0.0,4.0,31.0
7316,19.0,2871.0,214.0,61.0,0.0,56.0,334.0,2080.0,0.0,4.0,30.0
7317,19.0,2509.0,212.0,61.0,0.0,51.0,196.0,2080.0,0.0,4.0,37.0
7318,18.0,2444.0,208.0,61.0,0.0,48.0,51.0,2079.0,0.0,4.0,31.0
7319,19.0,2509.0,210.0,64.0,0.0,47.0,9.0,2080.0,0.0,4.0,31.0
7320,19.0,2444.0,211.0,63.0,0.0,46.0,9.0,2079.0,0.0,4.0,48.0
7321,19.0,2365.0,211.0,64.0,0.0,46.0,9.0,2080.0,0.0,4.0,49.0
7322,19.0,2350.0,210.0,64.0,0.0,46.0,9.0,2081.0,0.0,4.0,24.0
7323,18.0,2415.0,211.0,65.0,0.0,47.0,9.0,2082.0,0.0,4.0,25.0
7324,18.0,2436.0,216.0,65.0,0.0,49.0,8.0,2081.0,0.0,0.0,21.0
7325,19.0,2644.0,219.0,65.0,0.0,50.0,9.0,2080.0,0.0,0.0,16.0
7326,18.0,2819.0,202.0,65.0,0.0,63.0,57.0,2079.0,18.0,4.0,17.0
7327,18.0,3012.0,178.0,69.0,0.0,115.0,109.0,2078.0,84.0,4.0,21.0
7328,18.0,2982.0,176.0,69.0,0.0,114.0,140.0,2081.0,175.0,4.0,21.0
7329,18.0,2868.0,174.0,69.0,0.0,103.0,144.0,2080.0,305.0,4.0,13.0
7330,18.0,2834.0,171.0,69.0,0.0,82.0,130.0,2078.0,396.0,4.0,9.0
7331,18.0,2807.0,180.0,68.0,0.0,66.0,126.0,2079.0,408.0,4.0,9.0
7332,19.0,2819.0,194.0,68.0,0.0,64.0,23.0,2079.0,405.0,5.0,10.0
7333,18.0,2836.0,207.0,68.0,0.0,63.0,12.0,2079.0,302.0,5.0,13.0
7334,17.0,2950.0,205.0,68.0,0.0,75.0,11.0,2078.0,159.0,5.0,18.0
7335,17.0,2930.0,207.0,68.0,0.0,76.0,126.0,2080.0,36.0,5.0,38.0
7336,19.0,3046.0,212.0,68.0,76.0,73.0,343.0,2077.0,0.0,4.0,38.0
7337,19.0,3107.0,211.0,69.0,167.0,75.0,487.0,2077.0,0.0,4.0,50.0
7338,19.0,3044.0,216.0,69.0,186.0,74.0,514.0,2078.0,0.0,4.0,47.0
7339,19.0,3003.0,215.0,69.0,161.0,61.0,351.0,2080.0,0.0,4.0,34.0
7340,18.0,2999.0,215.0,65.0,1.0,50.0,321.0,2079.0,0.0,4.0,24.0
7341,18.0,2990.0,216.0,65.0,0.0,43.0,181.0,2079.0,0.0,4.0,21.0
7342,19.0,2832.0,211.0,63.0,0.0,40.0,57.0,2078.0,0.0,4.0,16.0
7343,19.0,2646.0,212.0,65.0,0.0,40.0,42.0,2078.0,0.0,4.0,16.0
7344,20.0,2431.0,213.0,60.0,0.0,40.0,9.0,2080.0,0.0,4.0,37.0
7345,20.0,2433.0,215.0,60.0,0.0,39.0,9.0,2079.0,0.0,4.0,21.0
7346,20.0,2551.0,213.0,59.0,0.0,39.0,9.0,2080.0,0.0,4.0,10.0
7347,20.0,2516.0,215.0,60.0,0.0,40.0,9.0,2080.0,0.0,4.0,14.0
7348,18.0,2451.0,220.0,58.0,0.0,39.0,9.0,2081.0,0.0,4.0,18.0
7349,19.0,2530.0,221.0,58.0,0.0,40.0,19.0,2081.0,0.0,4.0,13.0
7350,20.0,2732.0,221.0,58.0,0.0,44.0,19.0,2080.0,13.0,4.0,12.0
7351,20.0,3023.0,221.0,58.0,0.0,83.0,62.0,2079.0,62.0,4.0,15.0
7352,20.0,3041.0,221.0,58.0,0.0,93.0,63.0,2079.0,123.0,4.0,43.0
7353,20.0,2987.0,218.0,57.0,0.0,83.0,19.0,2078.0,184.0,4.0,52.0
7354,20.0,2926.0,207.0,57.0,0.0,55.0,11.0,2080.0,291.0,4.0,39.0
7355,20.0,2719.0,205.0,57.0,0.0,43.0,9.0,2078.0,387.0,4.0,40.0
7356,20.0,2658.0,207.0,58.0,0.0,46.0,9.0,2078.0,403.0,4.0,32.0
7357,20.0,2658.0,205.0,58.0,0.0,45.0,9.0,2079.0,356.0,4.0,26.0
7358,20.0,2743.0,207.0,58.0,0.0,45.0,9.0,2080.0,195.0,4.0,34.0
7359,20.0,2916.0,207.0,58.0,0.0,47.0,9.0,2079.0,36.0,4.0,43.0
7360,20.0,3029.0,210.0,58.0,10.0,53.0,368.0,2081.0,0.0,5.0,55.0
7361,20.0,3079.0,209.0,59.0,135.0,78.0,518.0,2081.0,0.0,5.0,48.0
7362,20.0,3037.0,212.0,57.0,107.0,92.0,462.0,2081.0,0.0,5.0,51.0
7363,20.0,3033.0,211.0,58.0,0.0,93.0,390.0,2081.0,0.0,4.0,50.0
7364,20.0,3038.0,213.0,58.0,0.0,62.0,202.0,2080.0,0.0,4.0,45.0
7365,20.0,3043.0,213.0,58.0,0.0,56.0,88.0,2080.0,0.0,4.0,34.0
7366,19.0,2939.0,213.0,59.0,0.0,39.0,11.0,2080.0,0.0,4.0,29.0
7367,19.0,2685.0,217.0,60.0,0.0,38.0,9.0,2080.0,0.0,4.0,30.0
7368,19.0,2461.0,218.0,59.0,0.0,38.0,9.0,2081.0,0.0,4.0,40.0
7369,19.0,2419.0,216.0,58.0,0.0,39.0,9.0,2080.0,0.0,4.0,54.0
7370,19.0,2447.0,216.0,58.0,0.0,40.0,9.0,2081.0,0.0,4.0,67.0
7371,18.0,2472.0,219.0,58.0,0.0,44.0,9.0,2081.0,0.0,4.0,103.0
7372,19.0,2460.0,218.0,59.0,0.0,43.0,8.0,2081.0,0.0,4.0,115.0
7373,19.0,2216.0,221.0,58.0,0.0,49.0,9.0,2080.0,0.0,5.0,126.0
7374,19.0,2358.0,221.0,58.0,0.0,51.0,9.0,2080.0,44.0,5.0,122.0
7375,18.0,2854.0,220.0,57.0,0.0,54.0,63.0,2081.0,211.0,5.0,90.0
7376,18.0,2912.0,220.0,58.0,0.0,82.0,68.0,2082.0,384.0,4.0,75.0
7377,17.0,2938.0,213.0,58.0,0.0,50.0,42.0,2082.0,511.0,4.0,62.0
7378,18.0,2789.0,203.0,56.0,0.0,43.0,27.0,2081.0,583.0,4.0,53.0
7379,19.0,2877.0,202.0,57.0,0.0,42.0,9.0,2082.0,618.0,4.0,39.0
7380,18.0,2832.0,205.0,57.0,0.0,41.0,9.0,2082.0,585.0,4.0,30.0
7381,19.0,2678.0,202.0,57.0,0.0,38.0,9.0,2080.0,467.0,4.0,31.0
7382,20.0,2761.0,203.0,58.0,0.0,37.0,9.0,2081.0,283.0,4.0,38.0
7383,20.0,2936.0,205.0,58.0,0.0,37.0,85.0,2080.0,55.0,4.0,47.0
7384,20.0,3021.0,206.0,58.0,53.0,47.0,588.0,2082.0,0.0,4.0,58.0
7385,20.0,3069.0,208.0,58.0,205.0,82.0,743.0,2081.0,0.0,4.0,50.0
7386,20.0,3005.0,214.0,60.0,200.0,97.0,688.0,2080.0,0.0,4.0,65.0
7387,20.0,3006.0,213.0,58.0,22.0,68.0,639.0,2080.0,0.0,4.0,62.0
7388,20.0,2999.0,214.0,58.0,0.0,47.0,416.0,2081.0,0.0,4.0,56.0
7389,20.0,3005.0,213.0,58.0,0.0,40.0,218.0,2081.0,0.0,4.0,53.0
7390,20.0,2801.0,211.0,58.0,0.0,37.0,116.0,2083.0,0.0,4.0,51.0
7391,20.0,2622.0,208.0,57.0,0.0,38.0,9.0,2082.0,0.0,4.0,47.0
7392,20.0,2483.0,208.0,58.0,0.0,37.0,9.0,2081.0,0.0,4.0,37.0
7393,20.0,2490.0,208.0,58.0,0.0,38.0,9.0,2082.0,0.0,4.0,27.0
7394,20.0,2464.0,210.0,58.0,0.0,39.0,9.0,2082.0,0.0,4.0,19.0
7395,20.0,2508.0,211.0,57.0,0.0,41.0,9.0,2082.0,0.0,4.0,17.0
7396,20.0,2514.0,219.0,60.0,0.0,43.0,8.0,2081.0,0.0,4.0,23.0
7397,20.0,2878.0,217.0,58.0,0.0,53.0,50.0,2082.0,0.0,4.0,30.0
7398,20.0,3074.0,214.0,59.0,0.0,66.0,209.0,2081.0,15.0,4.0,29.0
7399,19.0,3126.0,213.0,58.0,0.0,89.0,235.0,2080.0,85.0,4.0,14.0
7400,19.0,3132.0,214.0,58.0,0.0,106.0,215.0,2079.0,165.0,4.0,6.0
7401,19.0,3127.0,213.0,58.0,0.0,96.0,127.0,2080.0,250.0,3.0,4.0
7402,20.0,2978.0,210.0,58.0,0.0,67.0,151.0,2082.0,341.0,3.0,9.0
7403,19.0,2815.0,207.0,58.0,0.0,58.0,105.0,2081.0,444.0,0.0,12.0
7404,18.0,2829.0,208.0,60.0,0.0,58.0,16.0,2081.0,489.0,0.0,20.0
7405,18.0,2785.0,205.0,56.0,0.0,57.0,14.0,2081.0,445.0,0.0,34.0
7406,17.0,2886.0,206.0,59.0,0.0,68.0,14.0,2083.0,264.0,0.0,45.0
7407,18.0,3005.0,207.0,59.0,0.0,70.0,105.0,2082.0,53.0,0.0,70.0
7408,19.0,3056.0,209.0,59.0,37.0,85.0,460.0,2081.0,0.0,0.0,85.0
7409,18.0,3084.0,212.0,58.0,141.0,84.0,720.0,2081.0,0.0,0.0,72.0
7410,18.0,3086.0,210.0,58.0,153.0,63.0,736.0,2082.0,0.0,0.0,80.0
7411,18.0,3045.0,210.0,58.0,48.0,53.0,661.0,2082.0,0.0,0.0,103.0
7412,20.0,3032.0,214.0,56.0,0.0,47.0,473.0,2081.0,0.0,0.0,108.0
7413,20.0,3027.0,210.0,58.0,0.0,41.0,245.0,2082.0,0.0,0.0,106.0
7414,19.0,2883.0,207.0,59.0,0.0,39.0,100.0,2083.0,0.0,49.0,119.0
7415,18.0,2658.0,207.0,60.0,0.0,36.0,30.0,2082.0,0.0,0.0,97.0
7416,18.0,2658.0,183.0,58.0,0.0,36.0,9.0,2082.0,0.0,0.0,96.0
7417,18.0,2616.0,176.0,58.0,0.0,36.0,9.0,2081.0,0.0,0.0,77.0
7418,19.0,2550.0,176.0,58.0,0.0,35.0,9.0,2082.0,0.0,0.0,70.0
7419,19.0,2574.0,179.0,58.0,0.0,41.0,9.0,2083.0,0.0,0.0,87.0
7420,19.0,2628.0,193.0,58.0,0.0,53.0,8.0,2082.0,0.0,0.0,101.0
7421,19.0,2845.0,196.0,58.0,0.0,61.0,24.0,2081.0,0.0,0.0,95.0
7422,19.0,3075.0,198.0,59.0,0.0,74.0,170.0,2080.0,11.0,0.0,95.0
7423,18.0,3099.0,211.0,61.0,0.0,105.0,215.0,2081.0,62.0,0.0,74.0
7424,16.0,3139.0,218.0,61.0,0.0,88.0,182.0,2082.0,120.0,0.0,105.0
7425,16.0,3128.0,219.0,62.0,0.0,91.0,63.0,2083.0,161.0,0.0,128.0
7426,16.0,3079.0,219.0,60.0,0.0,77.0,17.0,2084.0,183.0,0.0,146.0
7427,17.0,3080.0,207.0,61.0,0.0,61.0,15.0,2083.0,180.0,0.0,127.0
7428,18.0,3086.0,211.0,61.0,0.0,66.0,26.0,2081.0,149.0,0.0,107.0
7429,18.0,3086.0,209.0,61.0,0.0,60.0,16.0,2081.0,108.0,0.0,112.0
7430,19.0,3111.0,211.0,60.0,0.0,72.0,22.0,2082.0,61.0,0.0,119.0
7431,19.0,3128.0,213.0,60.0,0.0,79.0,164.0,2083.0,12.0,0.0,116.0
7432,19.0,3166.0,213.0,60.0,38.0,77.0,466.0,2081.0,0.0,0.0,130.0
7433,20.0,3117.0,214.0,60.0,200.0,74.0,700.0,2082.0,0.0,0.0,117.0
7434,20.0,3103.0,221.0,60.0,204.0,63.0,735.0,2082.0,0.0,0.0,106.0
7435,19.0,3089.0,222.0,60.0,210.0,45.0,546.0,2081.0,0.0,0.0,113.0
7436,20.0,3081.0,220.0,59.0,9.0,39.0,492.0,2081.0,0.0,0.0,131.0
7437,19.0,3024.0,217.0,58.0,0.0,37.0,286.0,2082.0,0.0,0.0,145.0
7438,20.0,3004.0,214.0,58.0,0.0,37.0,50.0,2082.0,0.0,0.0,135.0
7439,20.0,2724.0,222.0,62.0,0.0,40.0,9.0,2083.0,0.0,0.0,114.0
7440,19.0,2713.0,221.0,61.0,0.0,40.0,9.0,2084.0,0.0,0.0,102.0
7441,19.0,2716.0,222.0,61.0,0.0,40.0,9.0,2082.0,0.0,0.0,98.0
7442,19.0,2744.0,222.0,61.0,0.0,40.0,9.0,2082.0,0.0,0.0,96.0
7443,19.0,2708.0,224.0,61.0,0.0,41.0,9.0,2081.0,0.0,0.0,103.0
7444,19.0,2709.0,228.0,60.0,0.0,40.0,9.0,2079.0,0.0,0.0,115.0
7445,19.0,2869.0,230.0,61.0,0.0,42.0,8.0,2080.0,0.0,0.0,124.0
7446,19.0,3016.0,230.0,62.0,0.0,63.0,228.0,2083.0,16.0,0.0,119.0
7447,19.0,2992.0,229.0,62.0,0.0,97.0,223.0,2084.0,89.0,0.0,107.0
7448,18.0,3074.0,226.0,62.0,0.0,115.0,213.0,2083.0,177.0,0.0,85.0
7449,17.0,3031.0,226.0,62.0,0.0,112.0,134.0,2082.0,251.0,0.0,64.0
7450,16.0,2973.0,225.0,57.0,0.0,93.0,55.0,2084.0,309.0,0.0,78.0
7451,17.0,2920.0,225.0,58.0,0.0,74.0,46.0,2082.0,302.0,0.0,67.0
7452,18.0,2920.0,226.0,58.0,0.0,85.0,49.0,2082.0,296.0,0.0,62.0
7453,17.0,2907.0,223.0,59.0,0.0,84.0,46.0,2081.0,222.0,0.0,66.0
7454,16.0,3032.0,225.0,61.0,0.0,84.0,58.0,2082.0,112.0,0.0,58.0
7455,16.0,3099.0,229.0,62.0,0.0,92.0,200.0,2083.0,18.0,0.0,44.0
7456,18.0,3064.0,232.0,62.0,97.0,67.0,604.0,2084.0,0.0,0.0,37.0
7457,19.0,3082.0,234.0,62.0,324.0,63.0,690.0,2084.0,0.0,0.0,34.0
7458,19.0,3081.0,237.0,55.0,343.0,61.0,673.0,2084.0,0.0,0.0,45.0
7459,19.0,3067.0,239.0,55.0,267.0,51.0,600.0,2084.0,0.0,0.0,48.0
7460,19.0,3068.0,237.0,57.0,139.0,45.0,500.0,2083.0,0.0,0.0,33.0
7461,19.0,3050.0,238.0,57.0,0.0,41.0,408.0,2083.0,0.0,0.0,28.0
7462,19.0,3031.0,234.0,58.0,0.0,40.0,196.0,2083.0,0.0,0.0,30.0
7463,18.0,2905.0,241.0,56.0,0.0,42.0,14.0,2082.0,0.0,0.0,26.0
7464,19.0,2795.0,243.0,56.0,0.0,42.0,9.0,2083.0,0.0,0.0,32.0
7465,19.0,2689.0,244.0,57.0,0.0,42.0,9.0,2082.0,0.0,0.0,34.0
7466,19.0,2650.0,244.0,58.0,0.0,40.0,9.0,2083.0,0.0,0.0,33.0
7467,19.0,2654.0,245.0,58.0,0.0,41.0,9.0,2083.0,0.0,0.0,29.0
7468,19.0,2781.0,248.0,61.0,0.0,41.0,8.0,2082.0,0.0,0.0,33.0
7469,19.0,2881.0,248.0,58.0,0.0,43.0,153.0,2081.0,0.0,0.0,40.0
7470,19.0,3031.0,247.0,59.0,0.0,50.0,298.0,2080.0,4.0,0.0,47.0
7471,19.0,3066.0,247.0,59.0,0.0,95.0,316.0,2080.0,33.0,0.0,43.0
7472,18.0,3085.0,246.0,61.0,0.0,111.0,300.0,2081.0,87.0,0.0,47.0
7473,18.0,3057.0,246.0,64.0,0.0,106.0,227.0,2083.0,148.0,0.0,57.0
7474,19.0,3089.0,242.0,65.0,0.0,86.0,105.0,2082.0,201.0,0.0,43.0
7475,18.0,3026.0,241.0,65.0,0.0,58.0,50.0,2083.0,245.0,0.0,65.0
7476,19.0,3061.0,239.0,65.0,0.0,81.0,30.0,2082.0,215.0,0.0,69.0
7477,19.0,3044.0,236.0,64.0,0.0,85.0,42.0,2081.0,153.0,0.0,60.0
7478,19.0,3036.0,237.0,62.0,0.0,101.0,137.0,2081.0,76.0,0.0,66.0
7479,19.0,3040.0,244.0,62.0,0.0,102.0,295.0,2081.0,15.0,0.0,89.0
7480,19.0,3057.0,249.0,62.0,54.0,86.0,598.0,2082.0,0.0,0.0,89.0
7481,18.0,3036.0,247.0,63.0,188.0,75.0,817.0,2082.0,0.0,0.0,95.0
7482,18.0,3005.0,248.0,64.0,326.0,71.0,662.0,2081.0,0.0,0.0,106.0
7483,18.0,2946.0,248.0,63.0,219.0,49.0,634.0,2083.0,0.0,0.0,118.0
7484,18.0,2982.0,249.0,64.0,19.0,46.0,596.0,2083.0,0.0,0.0,103.0
7485,18.0,3009.0,251.0,60.0,0.0,43.0,403.0,2083.0,0.0,0.0,90.0
7486,18.0,3009.0,248.0,57.0,0.0,42.0,114.0,2083.0,0.0,0.0,98.0
7487,18.0,2770.0,250.0,57.0,0.0,43.0,9.0,2083.0,0.0,0.0,106.0
7488,18.0,2754.0,251.0,59.0,0.0,41.0,9.0,2081.0,0.0,0.0,90.0
7489,18.0,2799.0,252.0,56.0,0.0,42.0,9.0,2082.0,0.0,0.0,65.0
7490,18.0,2689.0,252.0,58.0,0.0,41.0,9.0,2082.0,0.0,0.0,72.0
7491,18.0,2832.0,251.0,57.0,0.0,42.0,9.0,2084.0,0.0,0.0,79.0
7492,18.0,2883.0,258.0,59.0,0.0,41.0,8.0,2084.0,0.0,0.0,93.0
7493,18.0,2966.0,260.0,59.0,0.0,42.0,9.0,2081.0,0.0,0.0,105.0
7494,18.0,3029.0,258.0,59.0,0.0,58.0,285.0,2081.0,23.0,0.0,113.0
7495,17.0,3029.0,253.0,59.0,0.0,88.0,244.0,2080.0,180.0,0.0,94.0
7496,17.0,2966.0,249.0,58.0,0.0,101.0,179.0,2083.0,381.0,0.0,70.0
7497,17.0,2832.0,248.0,60.0,0.0,89.0,72.0,2083.0,509.0,0.0,51.0
7498,17.0,2799.0,245.0,63.0,0.0,75.0,14.0,2081.0,549.0,0.0,47.0
7499,17.0,2814.0,246.0,58.0,0.0,58.0,9.0,2081.0,516.0,0.0,47.0
7500,17.0,2811.0,249.0,59.0,0.0,74.0,9.0,2082.0,444.0,0.0,35.0
7501,18.0,2883.0,245.0,63.0,0.0,76.0,9.0,2081.0,322.0,0.0,32.0
7502,19.0,2973.0,246.0,60.0,0.0,94.0,25.0,2082.0,184.0,0.0,28.0
7503,19.0,3026.0,248.0,63.0,0.0,102.0,197.0,2082.0,34.0,0.0,16.0
7504,19.0,3025.0,251.0,64.0,115.0,94.0,562.0,2082.0,0.0,0.0,20.0
7505,19.0,3023.0,252.0,63.0,368.0,90.0,665.0,2083.0,0.0,0.0,22.0
7506,19.0,3033.0,253.0,64.0,357.0,87.0,663.0,2083.0,0.0,0.0,18.0
7507,19.0,3029.0,251.0,59.0,297.0,56.0,556.0,2082.0,0.0,0.0,8.0
7508,19.0,3026.0,252.0,60.0,289.0,47.0,373.0,2083.0,0.0,0.0,4.0
7509,19.0,3027.0,251.0,61.0,234.0,44.0,256.0,2085.0,0.0,0.0,5.0
7510,19.0,2946.0,252.0,59.0,119.0,44.0,151.0,2083.0,0.0,0.0,9.0
7511,19.0,3006.0,258.0,64.0,0.0,42.0,21.0,2086.0,0.0,0.0,8.0
7512,19.0,3038.0,260.0,62.0,0.0,42.0,9.0,2084.0,0.0,0.0,5.0
7513,19.0,2991.0,261.0,62.0,0.0,41.0,9.0,2083.0,0.0,0.0,7.0
7514,19.0,2977.0,261.0,60.0,0.0,41.0,9.0,2085.0,0.0,0.0,5.0
7515,19.0,2945.0,261.0,62.0,0.0,43.0,9.0,2084.0,0.0,0.0,13.0
7516,19.0,3032.0,262.0,62.0,0.0,44.0,8.0,2083.0,0.0,0.0,11.0
7517,19.0,3034.0,262.0,61.0,0.0,46.0,9.0,2081.0,0.0,0.0,8.0
7518,19.0,3029.0,264.0,61.0,0.0,79.0,35.0,2082.0,23.0,0.0,11.0
7519,19.0,3076.0,263.0,61.0,0.0,97.0,243.0,2082.0,160.0,0.0,15.0
7520,19.0,3078.0,263.0,61.0,0.0,96.0,292.0,2081.0,311.0,0.0,11.0
7521,19.0,2995.0,264.0,63.0,0.0,89.0,215.0,2081.0,423.0,0.0,8.0
7522,19.0,2980.0,255.0,63.0,0.0,71.0,99.0,2082.0,492.0,0.0,7.0
7523,19.0,2918.0,256.0,63.0,0.0,57.0,58.0,2080.0,506.0,0.0,7.0
7524,19.0,2882.0,257.0,64.0,0.0,54.0,31.0,2082.0,483.0,0.0,8.0
7525,19.0,2858.0,255.0,63.0,0.0,46.0,18.0,2080.0,379.0,0.0,6.0
7526,19.0,2923.0,256.0,62.0,0.0,61.0,53.0,2082.0,213.0,0.0,8.0
7527,19.0,2992.0,259.0,62.0,0.0,68.0,243.0,2082.0,38.0,0.0,9.0
7528,19.0,3022.0,259.0,62.0,208.0,81.0,571.0,2082.0,0.0,0.0,13.0
7529,19.0,3026.0,261.0,62.0,403.0,73.0,641.0,2082.0,0.0,0.0,14.0
7530,19.0,3020.0,262.0,63.0,317.0,63.0,611.0,2085.0,0.0,0.0,10.0
7531,19.0,3024.0,264.0,62.0,291.0,56.0,449.0,2085.0,0.0,0.0,9.0
7532,19.0,3027.0,261.0,61.0,80.0,49.0,427.0,2086.0,0.0,0.0,9.0
7533,19.0,3031.0,263.0,61.0,0.0,44.0,370.0,2087.0,0.0,0.0,9.0
7534,19.0,3021.0,262.0,61.0,0.0,42.0,210.0,2085.0,0.0,0.0,9.0
7535,19.0,2918.0,261.0,64.0,0.0,43.0,21.0,2084.0,0.0,0.0,9.0
7536,19.0,3046.0,261.0,64.0,0.0,43.0,9.0,2083.0,0.0,0.0,8.0
7537,19.0,3069.0,261.0,60.0,0.0,41.0,9.0,2083.0,0.0,0.0,10.0
7538,19.0,3027.0,262.0,60.0,0.0,41.0,9.0,2082.0,0.0,0.0,9.0
7539,18.0,3029.0,263.0,60.0,0.0,42.0,9.0,2083.0,0.0,0.0,6.0
7540,18.0,3050.0,268.0,62.0,0.0,44.0,8.0,2083.0,0.0,0.0,4.0
7541,18.0,3022.0,264.0,62.0,0.0,46.0,9.0,2083.0,0.0,0.0,4.0
7542,18.0,3001.0,264.0,62.0,0.0,55.0,9.0,2085.0,30.0,0.0,5.0
7543,19.0,3083.0,265.0,62.0,0.0,77.0,190.0,2085.0,195.0,0.0,4.0
7544,19.0,3076.0,264.0,63.0,0.0,75.0,286.0,2086.0,382.0,0.0,5.0
7545,19.0,2967.0,264.0,65.0,0.0,78.0,159.0,2084.0,513.0,0.0,6.0
7546,19.0,2924.0,255.0,65.0,0.0,64.0,66.0,2082.0,606.0,0.0,8.0
7547,19.0,2869.0,256.0,61.0,0.0,63.0,9.0,2082.0,626.0,0.0,8.0
7548,19.0,2798.0,253.0,61.0,0.0,63.0,55.0,2083.0,583.0,0.0,10.0
7549,19.0,2830.0,254.0,61.0,0.0,56.0,69.0,2084.0,460.0,0.0,13.0
7550,19.0,2908.0,253.0,59.0,0.0,43.0,103.0,2083.0,244.0,0.0,20.0
7551,19.0,2832.0,256.0,59.0,193.0,58.0,311.0,2083.0,41.0,0.0,26.0
7552,19.0,2811.0,258.0,59.0,507.0,71.0,598.0,2082.0,0.0,0.0,40.0
7553,18.0,2827.0,262.0,59.0,618.0,77.0,811.0,2081.0,0.0,0.0,41.0
7554,18.0,2757.0,265.0,62.0,598.0,76.0,781.0,2083.0,0.0,0.0,33.0
7555,19.0,2725.0,265.0,62.0,582.0,56.0,661.0,2086.0,0.0,0.0,34.0
7556,19.0,2659.0,265.0,62.0,415.0,47.0,577.0,2085.0,0.0,0.0,36.0
