,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
2285,83.0,169.0,865.0,96.0,53.0
2286,84.0,176.0,880.0,96.0,52.0
2287,85.0,176.0,882.0,96.0,52.0
2288,87.0,177.0,896.0,96.0,53.0
2289,87.0,177.0,992.0,96.0,54.0
2290,86.0,176.0,983.0,96.0,53.0
2291,88.0,177.0,903.0,96.0,52.0
2292,89.0,176.0,905.0,96.0,53.0
2293,84.0,176.0,901.0,93.0,54.0
2294,89.0,176.0,901.0,96.0,54.0
2295,94.0,176.0,901.0,101.0,53.0
2296,95.0,177.0,886.0,102.0,49.0
2297,88.0,177.0,868.0,93.0,41.0
2298,94.0,178.0,907.0,100.0,33.0
2299,93.0,172.0,893.0,100.0,32.0
2300,89.0,171.0,806.0,95.0,34.0
2301,90.0,171.0,709.0,95.0,30.0
2302,90.0,172.0,718.0,95.0,23.0
2303,89.0,172.0,595.0,95.0,14.0
2304,87.0,172.0,562.0,94.0,10.0
2305,87.0,172.0,554.0,94.0,7.0
2306,89.0,172.0,554.0,95.0,4.0
2307,90.0,173.0,554.0,95.0,3.0
2308,90.0,173.0,554.0,96.0,1.0
2309,90.0,173.0,662.0,96.0,1.0
2310,89.0,172.0,796.0,95.0,1.0
2311,83.0,173.0,895.0,92.0,0.0
2312,81.0,173.0,898.0,91.0,0.0
2313,79.0,174.0,896.0,90.0,1.0
2314,78.0,171.0,896.0,89.0,3.0
2315,77.0,172.0,880.0,89.0,2.0
2316,77.0,171.0,880.0,89.0,2.0
2317,77.0,169.0,956.0,89.0,3.0
2318,77.0,166.0,937.0,89.0,3.0
2319,77.0,163.0,937.0,89.0,1.0
2320,78.0,163.0,894.0,89.0,2.0
2321,78.0,166.0,892.0,90.0,5.0
2322,79.0,169.0,889.0,91.0,7.0
2323,83.0,172.0,818.0,94.0,14.0
2324,85.0,172.0,750.0,94.0,28.0
2325,85.0,172.0,750.0,95.0,33.0
2326,85.0,172.0,724.0,94.0,28.0
2327,85.0,172.0,655.0,94.0,23.0
2328,84.0,172.0,669.0,93.0,24.0
2329,85.0,171.0,673.0,94.0,30.0
2330,87.0,171.0,673.0,94.0,28.0
2331,87.0,171.0,731.0,94.0,25.0
2332,87.0,172.0,731.0,94.0,25.0
2333,86.0,172.0,819.0,93.0,21.0
2334,86.0,171.0,909.0,94.0,16.0
2335,84.0,170.0,909.0,93.0,8.0
2336,79.0,166.0,909.0,91.0,12.0
2337,77.0,163.0,909.0,90.0,17.0
2338,77.0,159.0,910.0,89.0,19.0
2339,77.0,146.0,912.0,89.0,15.0
2340,76.0,123.0,912.0,88.0,16.0
2341,80.0,110.0,918.0,93.0,19.0
2342,80.0,96.0,946.0,93.0,15.0
2343,80.0,95.0,953.0,93.0,13.0
2344,81.0,106.0,955.0,94.0,8.0
2345,81.0,104.0,955.0,94.0,8.0
2346,81.0,105.0,955.0,94.0,7.0
2347,81.0,114.0,963.0,95.0,9.0
2348,81.0,115.0,840.0,94.0,6.0
2349,81.0,113.0,747.0,94.0,9.0
2350,81.0,114.0,756.0,94.0,19.0
2351,81.0,114.0,704.0,94.0,21.0
2352,81.0,117.0,704.0,93.0,21.0
2353,81.0,120.0,701.0,93.0,19.0
2354,81.0,122.0,710.0,94.0,18.0
2355,81.0,128.0,758.0,94.0,17.0
2356,81.0,143.0,814.0,94.0,15.0
2357,81.0,147.0,901.0,94.0,10.0
2358,81.0,159.0,1075.0,94.0,10.0
2359,81.0,146.0,1128.0,94.0,6.0
2360,81.0,134.0,1097.0,94.0,1.0
2361,81.0,122.0,1121.0,94.0,0.0
2362,81.0,117.0,1120.0,94.0,0.0
2363,81.0,110.0,1076.0,94.0,1.0
2364,81.0,84.0,1048.0,94.0,3.0
2365,77.0,82.0,1000.0,89.0,4.0
2366,78.0,79.0,976.0,90.0,2.0
2367,77.0,78.0,977.0,88.0,1.0
2368,77.0,80.0,978.0,89.0,2.0
2369,77.0,78.0,977.0,89.0,2.0
2370,78.0,80.0,983.0,90.0,0.0
2371,79.0,89.0,904.0,91.0,2.0
2372,81.0,110.0,795.0,94.0,1.0
2373,80.0,97.0,784.0,93.0,0.0
2374,81.0,71.0,823.0,94.0,1.0
2375,82.0,70.0,770.0,95.0,3.0
2376,82.0,72.0,739.0,95.0,5.0
2377,82.0,77.0,736.0,95.0,10.0
2378,82.0,94.0,735.0,95.0,7.0
2379,83.0,133.0,735.0,96.0,12.0
2380,83.0,162.0,695.0,96.0,15.0
2381,82.0,170.0,888.0,96.0,15.0
2382,83.0,175.0,1103.0,96.0,21.0
2383,82.0,171.0,1110.0,95.0,20.0
2384,82.0,171.0,1130.0,95.0,24.0
2385,81.0,170.0,1130.0,94.0,29.0
2386,81.0,171.0,1188.0,94.0,32.0
2387,81.0,171.0,1193.0,94.0,29.0
2388,81.0,170.0,1194.0,93.0,28.0
2389,81.0,176.0,1193.0,94.0,27.0
2390,81.0,177.0,1156.0,94.0,27.0
2391,81.0,176.0,1128.0,94.0,24.0
2392,82.0,177.0,1134.0,95.0,28.0
2393,84.0,178.0,969.0,95.0,24.0
2394,85.0,178.0,878.0,96.0,24.0
2395,85.0,173.0,901.0,96.0,26.0
2396,87.0,173.0,864.0,97.0,33.0
2397,87.0,173.0,816.0,97.0,36.0
2398,88.0,173.0,739.0,98.0,32.0
2399,88.0,173.0,733.0,98.0,25.0
2400,88.0,174.0,732.0,98.0,21.0
2401,88.0,173.0,732.0,98.0,17.0
2402,88.0,174.0,731.0,98.0,23.0
2403,90.0,174.0,731.0,98.0,22.0
2404,90.0,174.0,730.0,98.0,18.0
2405,94.0,174.0,909.0,100.0,18.0
2406,94.0,181.0,1119.0,99.0,15.0
2407,89.0,178.0,1186.0,97.0,19.0
2408,84.0,175.0,1192.0,97.0,27.0
2409,83.0,172.0,1186.0,96.0,30.0
2410,82.0,168.0,1191.0,95.0,34.0
2411,83.0,162.0,1192.0,95.0,36.0
2412,83.0,162.0,1192.0,94.0,35.0
2413,79.0,153.0,1192.0,89.0,36.0
2414,79.0,152.0,1186.0,89.0,37.0
2415,79.0,138.0,1187.0,89.0,33.0
2416,78.0,140.0,1192.0,90.0,25.0
2417,80.0,152.0,1192.0,91.0,18.0
2418,79.0,166.0,1192.0,91.0,16.0
2419,80.0,172.0,1110.0,92.0,19.0
2420,80.0,171.0,1108.0,93.0,20.0
2421,80.0,172.0,1104.0,93.0,25.0
2422,80.0,172.0,792.0,93.0,26.0
2423,81.0,173.0,856.0,92.0,21.0
2424,84.0,173.0,877.0,95.0,22.0
2425,84.0,173.0,870.0,95.0,24.0
2426,84.0,173.0,866.0,95.0,25.0
2427,84.0,173.0,863.0,95.0,29.0
2428,87.0,173.0,1114.0,95.0,30.0
2429,87.0,174.0,1130.0,95.0,26.0
2430,85.0,180.0,1181.0,95.0,15.0
2431,83.0,176.0,1228.0,94.0,7.0
2432,81.0,148.0,1231.0,92.0,10.0
2433,79.0,155.0,1203.0,91.0,29.0
2434,78.0,166.0,1165.0,90.0,36.0
2435,78.0,163.0,1123.0,90.0,32.0
2436,77.0,152.0,1155.0,89.0,29.0
2437,77.0,142.0,1134.0,89.0,23.0
2438,77.0,129.0,1188.0,89.0,24.0
2439,77.0,113.0,1195.0,89.0,25.0
2440,77.0,114.0,1119.0,89.0,25.0
2441,78.0,138.0,1105.0,90.0,21.0
2442,78.0,158.0,1105.0,91.0,18.0
2443,79.0,164.0,1103.0,91.0,17.0
2444,81.0,166.0,1098.0,93.0,22.0
2445,81.0,166.0,1084.0,93.0,25.0
2446,81.0,167.0,881.0,93.0,21.0
2447,81.0,169.0,961.0,93.0,23.0
2448,82.0,170.0,968.0,94.0,31.0
2449,82.0,171.0,967.0,94.0,33.0
2450,83.0,172.0,976.0,94.0,33.0
2451,84.0,173.0,975.0,94.0,28.0
2452,84.0,172.0,1096.0,94.0,32.0
2453,84.0,172.0,1223.0,94.0,26.0
2454,84.0,178.0,1199.0,94.0,18.0
2455,81.0,176.0,1171.0,93.0,12.0
2456,79.0,171.0,1213.0,92.0,20.0
2457,78.0,158.0,1189.0,91.0,37.0
2458,78.0,145.0,1189.0,90.0,36.0
2459,77.0,139.0,1189.0,89.0,35.0
2460,77.0,94.0,1202.0,90.0,35.0
2461,78.0,81.0,1270.0,91.0,33.0
2462,78.0,78.0,1184.0,91.0,29.0
2463,79.0,72.0,1192.0,91.0,29.0
2464,79.0,72.0,1192.0,91.0,24.0
2465,79.0,75.0,1191.0,92.0,21.0
2466,80.0,107.0,1168.0,93.0,20.0
2467,78.0,139.0,1110.0,91.0,24.0
2468,80.0,154.0,1161.0,93.0,26.0
2469,80.0,154.0,1078.0,93.0,27.0
2470,80.0,154.0,952.0,93.0,28.0
2471,81.0,157.0,896.0,94.0,25.0
2472,80.0,159.0,895.0,93.0,22.0
2473,80.0,160.0,891.0,93.0,19.0
2474,80.0,162.0,916.0,93.0,18.0
2475,81.0,164.0,986.0,93.0,21.0
2476,82.0,167.0,976.0,93.0,24.0
2477,82.0,168.0,1064.0,94.0,20.0
2478,81.0,165.0,1118.0,93.0,16.0
2479,80.0,156.0,1123.0,93.0,8.0
2480,80.0,135.0,1172.0,92.0,6.0
2481,79.0,101.0,1212.0,91.0,4.0
2482,79.0,74.0,1215.0,91.0,7.0
2483,78.0,50.0,1224.0,91.0,8.0
2484,78.0,52.0,1205.0,90.0,8.0
2485,76.0,59.0,1201.0,88.0,6.0
2486,76.0,53.0,1163.0,88.0,4.0
2487,76.0,49.0,1192.0,88.0,8.0
2488,77.0,46.0,1196.0,88.0,5.0
2489,77.0,46.0,1172.0,89.0,3.0
2490,79.0,50.0,1172.0,91.0,2.0
2491,79.0,58.0,1157.0,92.0,2.0
2492,80.0,60.0,1100.0,92.0,2.0
2493,80.0,59.0,1076.0,93.0,2.0
2494,80.0,57.0,1081.0,93.0,2.0
2495,81.0,55.0,1056.0,93.0,4.0
2496,82.0,55.0,1054.0,94.0,5.0
2497,82.0,55.0,1075.0,94.0,4.0
2498,82.0,55.0,1062.0,94.0,4.0
2499,82.0,57.0,1055.0,95.0,3.0
2500,82.0,71.0,1157.0,95.0,3.0
2501,81.0,91.0,1251.0,94.0,4.0
2502,81.0,92.0,1266.0,93.0,3.0
2503,80.0,91.0,1277.0,93.0,2.0
2504,79.0,83.0,997.0,91.0,2.0
2505,78.0,69.0,942.0,90.0,4.0
2506,77.0,70.0,903.0,89.0,6.0
2507,77.0,72.0,860.0,88.0,9.0
2508,76.0,67.0,993.0,88.0,6.0
2509,76.0,66.0,987.0,87.0,4.0
2510,76.0,68.0,1036.0,87.0,0.0
2511,76.0,72.0,966.0,87.0,2.0
2512,76.0,74.0,978.0,88.0,3.0
2513,77.0,78.0,1037.0,88.0,2.0
2514,77.0,79.0,1030.0,89.0,4.0
2515,78.0,80.0,1044.0,90.0,7.0
2516,79.0,79.0,1048.0,91.0,11.0
2517,79.0,73.0,1000.0,92.0,16.0
2518,80.0,56.0,860.0,92.0,21.0
2519,80.0,51.0,645.0,93.0,22.0
2520,80.0,51.0,638.0,93.0,17.0
2521,80.0,52.0,606.0,93.0,20.0
2522,80.0,52.0,580.0,93.0,20.0
2523,80.0,68.0,542.0,93.0,12.0
2524,81.0,77.0,686.0,93.0,4.0
2525,83.0,82.0,1031.0,93.0,3.0
2526,86.0,89.0,1097.0,93.0,2.0
2527,86.0,87.0,1179.0,92.0,1.0
2528,82.0,92.0,1225.0,92.0,0.0
2529,79.0,95.0,1124.0,91.0,0.0
2530,78.0,90.0,1114.0,90.0,0.0
2531,77.0,77.0,1111.0,89.0,0.0
2532,76.0,67.0,1135.0,88.0,0.0
2533,76.0,66.0,1145.0,87.0,0.0
2534,76.0,66.0,1059.0,88.0,0.0
2535,75.0,66.0,1011.0,87.0,1.0
2536,76.0,66.0,945.0,87.0,1.0
2537,79.0,66.0,941.0,88.0,1.0
2538,81.0,61.0,935.0,89.0,2.0
2539,81.0,57.0,908.0,90.0,3.0
2540,80.0,59.0,912.0,91.0,2.0
2541,80.0,58.0,868.0,92.0,2.0
2542,80.0,52.0,683.0,93.0,2.0
2543,81.0,51.0,961.0,93.0,2.0
2544,81.0,52.0,1025.0,94.0,7.0
2545,80.0,51.0,1026.0,92.0,6.0
2546,80.0,63.0,1026.0,93.0,4.0
2547,81.0,82.0,1026.0,93.0,5.0
2548,81.0,90.0,1027.0,94.0,7.0
2549,83.0,92.0,1133.0,94.0,7.0
2550,88.0,98.0,1160.0,94.0,7.0
2551,89.0,97.0,1171.0,94.0,7.0
2552,85.0,98.0,1153.0,93.0,4.0
2553,80.0,99.0,1141.0,93.0,2.0
2554,79.0,98.0,1141.0,92.0,1.0
2555,79.0,98.0,1141.0,91.0,3.0
2556,79.0,99.0,1181.0,91.0,4.0
2557,78.0,98.0,1141.0,91.0,6.0
2558,78.0,98.0,1141.0,90.0,7.0
2559,78.0,98.0,1141.0,90.0,6.0
2560,78.0,98.0,1133.0,90.0,7.0
2561,79.0,98.0,1127.0,91.0,7.0
2562,79.0,98.0,1106.0,92.0,3.0
2563,80.0,97.0,1125.0,92.0,5.0
2564,80.0,92.0,1042.0,93.0,7.0
2565,81.0,91.0,964.0,93.0,6.0
2566,81.0,92.0,969.0,93.0,13.0
2567,81.0,94.0,820.0,94.0,15.0
2568,81.0,95.0,806.0,94.0,14.0
2569,81.0,95.0,806.0,94.0,13.0
2570,81.0,95.0,806.0,94.0,14.0
2571,81.0,95.0,787.0,94.0,17.0
2572,81.0,95.0,775.0,94.0,16.0
2573,84.0,97.0,1042.0,95.0,10.0
2574,87.0,103.0,1134.0,94.0,11.0
2575,88.0,104.0,1176.0,93.0,10.0
2576,83.0,104.0,1127.0,92.0,9.0
2577,79.0,103.0,1111.0,91.0,9.0
2578,78.0,103.0,1104.0,90.0,5.0
2579,78.0,102.0,1116.0,90.0,5.0
2580,77.0,100.0,1115.0,89.0,6.0
2581,72.0,101.0,1114.0,83.0,3.0
2582,72.0,97.0,1097.0,83.0,4.0
2583,72.0,97.0,1096.0,83.0,5.0
2584,73.0,101.0,1051.0,84.0,6.0
2585,73.0,102.0,1037.0,84.0,1.0
2586,74.0,102.0,1042.0,85.0,1.0
2587,74.0,97.0,1047.0,85.0,2.0
2588,74.0,96.0,913.0,85.0,3.0
2589,74.0,96.0,885.0,85.0,4.0
2590,74.0,96.0,898.0,85.0,7.0
2591,74.0,96.0,897.0,85.0,9.0
2592,73.0,96.0,899.0,84.0,7.0
2593,76.0,96.0,898.0,87.0,8.0
2594,76.0,96.0,900.0,87.0,12.0
2595,76.0,96.0,899.0,88.0,20.0
2596,76.0,95.0,900.0,88.0,10.0
2597,77.0,96.0,1141.0,89.0,15.0
2598,77.0,103.0,1195.0,89.0,15.0
2599,77.0,103.0,1199.0,89.0,9.0
2600,77.0,104.0,1178.0,89.0,18.0
2601,77.0,104.0,1190.0,88.0,24.0
2602,76.0,103.0,1193.0,88.0,20.0
2603,76.0,103.0,1193.0,88.0,19.0
2604,75.0,76.0,1113.0,87.0,17.0
2605,75.0,37.0,1182.0,86.0,18.0
2606,75.0,37.0,1096.0,86.0,14.0
2607,75.0,37.0,1014.0,86.0,14.0
2608,75.0,37.0,1033.0,87.0,11.0
2609,76.0,37.0,1037.0,88.0,4.0
2610,77.0,32.0,1026.0,89.0,2.0
2611,77.0,31.0,986.0,89.0,3.0
2612,77.0,32.0,976.0,89.0,5.0
2613,78.0,32.0,959.0,90.0,4.0
2614,78.0,31.0,946.0,90.0,4.0
2615,77.0,31.0,831.0,89.0,4.0
2616,78.0,31.0,815.0,90.0,3.0
2617,79.0,31.0,815.0,91.0,2.0
2618,79.0,31.0,814.0,91.0,2.0
2619,80.0,31.0,813.0,92.0,3.0
2620,80.0,31.0,815.0,92.0,8.0
2621,81.0,31.0,1087.0,93.0,12.0
2622,80.0,38.0,1116.0,93.0,8.0
2623,80.0,35.0,1130.0,92.0,6.0
2624,78.0,33.0,1120.0,91.0,11.0
2625,76.0,33.0,1109.0,88.0,10.0
2626,75.0,32.0,1079.0,87.0,9.0
2627,74.0,32.0,1130.0,86.0,7.0
2628,74.0,27.0,1127.0,85.0,6.0
2629,75.0,27.0,1074.0,87.0,6.0
2630,75.0,27.0,1062.0,87.0,5.0
2631,75.0,27.0,1061.0,87.0,7.0
2632,75.0,28.0,1066.0,87.0,18.0
2633,76.0,31.0,999.0,88.0,25.0
2634,77.0,31.0,993.0,88.0,26.0
2635,77.0,31.0,918.0,89.0,29.0
2636,77.0,31.0,918.0,89.0,29.0
2637,77.0,31.0,823.0,89.0,29.0
2638,77.0,30.0,814.0,89.0,30.0
2639,77.0,31.0,815.0,88.0,34.0
2640,76.0,30.0,817.0,88.0,38.0
2641,76.0,30.0,816.0,88.0,17.0
2642,76.0,30.0,816.0,88.0,15.0
2643,77.0,31.0,815.0,89.0,31.0
2644,77.0,31.0,815.0,89.0,37.0
2645,78.0,31.0,830.0,90.0,41.0
2646,78.0,30.0,831.0,90.0,41.0
2647,78.0,30.0,829.0,90.0,31.0
2648,78.0,28.0,859.0,90.0,14.0
2649,78.0,26.0,947.0,90.0,12.0
2650,77.0,26.0,944.0,89.0,18.0
2651,77.0,26.0,948.0,89.0,16.0
2652,77.0,26.0,946.0,89.0,14.0
2653,76.0,26.0,946.0,88.0,11.0
2654,76.0,26.0,965.0,88.0,9.0
2655,76.0,26.0,965.0,88.0,7.0
2656,77.0,26.0,1180.0,88.0,6.0
2657,77.0,26.0,1207.0,89.0,6.0
2658,77.0,26.0,1207.0,89.0,3.0
2659,77.0,25.0,1206.0,89.0,4.0
2660,77.0,26.0,1199.0,89.0,3.0
2661,77.0,26.0,1191.0,89.0,3.0
2662,77.0,21.0,1178.0,89.0,1.0
2663,77.0,1.0,671.0,89.0,1.0
2664,78.0,1.0,661.0,90.0,1.0
2665,78.0,1.0,655.0,90.0,3.0
2666,78.0,1.0,656.0,90.0,6.0
2667,78.0,1.0,654.0,90.0,6.0
2668,79.0,1.0,691.0,91.0,7.0
2669,79.0,1.0,695.0,91.0,7.0
2670,79.0,1.0,708.0,91.0,3.0
2671,79.0,1.0,711.0,91.0,8.0
2672,78.0,1.0,829.0,90.0,7.0
2673,78.0,1.0,991.0,90.0,8.0
2674,77.0,1.0,1012.0,89.0,6.0
2675,77.0,1.0,1011.0,89.0,9.0
2676,77.0,1.0,1006.0,88.0,11.0
2677,75.0,1.0,1007.0,86.0,12.0
2678,75.0,1.0,1008.0,86.0,12.0
2679,75.0,1.0,988.0,87.0,10.0
2680,76.0,1.0,991.0,87.0,8.0
2681,76.0,1.0,995.0,88.0,6.0
2682,76.0,1.0,998.0,88.0,3.0
2683,76.0,1.0,831.0,88.0,2.0
2684,76.0,1.0,709.0,88.0,3.0
2685,76.0,1.0,697.0,88.0,4.0
2686,76.0,1.0,668.0,87.0,2.0
2687,76.0,1.0,760.0,87.0,2.0
2688,75.0,1.0,764.0,86.0,2.0
2689,76.0,5.0,764.0,86.0,2.0
2690,77.0,16.0,764.0,87.0,2.0
2691,78.0,24.0,764.0,87.0,2.0
2692,80.0,25.0,811.0,88.0,3.0
2693,85.0,26.0,897.0,88.0,5.0
2694,89.0,38.0,1010.0,88.0,4.0
2695,88.0,38.0,1029.0,88.0,3.0
2696,84.0,38.0,1020.0,88.0,3.0
2697,76.0,38.0,1004.0,87.0,3.0
2698,75.0,38.0,927.0,87.0,5.0
2699,75.0,38.0,909.0,86.0,6.0
2700,75.0,39.0,893.0,86.0,8.0
2701,74.0,39.0,900.0,86.0,9.0
2702,74.0,39.0,901.0,86.0,11.0
2703,75.0,38.0,901.0,86.0,4.0
2704,75.0,38.0,901.0,87.0,8.0
2705,76.0,38.0,913.0,87.0,13.0
2706,76.0,27.0,958.0,88.0,12.0
2707,76.0,26.0,984.0,88.0,20.0
2708,76.0,26.0,834.0,88.0,13.0
2709,76.0,26.0,739.0,88.0,12.0
2710,76.0,19.0,737.0,88.0,8.0
2711,76.0,1.0,814.0,88.0,2.0
2712,76.0,1.0,824.0,88.0,2.0
2713,76.0,1.0,823.0,88.0,4.0
2714,76.0,1.0,823.0,88.0,3.0
2715,77.0,1.0,874.0,89.0,4.0
2716,77.0,2.0,963.0,89.0,6.0
2717,78.0,27.0,981.0,90.0,5.0
2718,78.0,63.0,975.0,90.0,4.0
2719,78.0,71.0,991.0,91.0,6.0
2720,78.0,74.0,849.0,90.0,10.0
2721,77.0,75.0,851.0,88.0,15.0
2722,75.0,75.0,838.0,87.0,23.0
2723,75.0,75.0,838.0,86.0,26.0
2724,77.0,64.0,829.0,88.0,28.0
2725,75.0,63.0,827.0,86.0,24.0
2726,75.0,63.0,825.0,87.0,27.0
2727,76.0,64.0,946.0,87.0,23.0
2728,76.0,64.0,957.0,88.0,26.0
2729,77.0,63.0,959.0,88.0,29.0
2730,77.0,64.0,960.0,89.0,42.0
2731,77.0,63.0,877.0,89.0,44.0
2732,77.0,63.0,853.0,89.0,44.0
2733,78.0,63.0,787.0,91.0,37.0
2734,77.0,56.0,792.0,89.0,29.0
2735,77.0,48.0,695.0,89.0,34.0
2736,76.0,48.0,562.0,87.0,40.0
2737,77.0,48.0,554.0,88.0,39.0
2738,77.0,48.0,554.0,88.0,36.0
2739,77.0,48.0,555.0,89.0,34.0
2740,77.0,48.0,618.0,89.0,30.0
2741,78.0,50.0,775.0,90.0,21.0
2742,80.0,60.0,924.0,90.0,22.0
2743,82.0,64.0,938.0,90.0,20.0
2744,80.0,70.0,938.0,89.0,21.0
2745,77.0,71.0,937.0,88.0,19.0
2746,76.0,71.0,933.0,88.0,16.0
2747,75.0,70.0,934.0,87.0,16.0
2748,75.0,70.0,972.0,87.0,13.0
2749,74.0,70.0,1025.0,85.0,10.0
2750,74.0,71.0,1011.0,85.0,8.0
2751,74.0,71.0,987.0,86.0,6.0
2752,75.0,71.0,935.0,86.0,3.0
2753,75.0,72.0,840.0,86.0,0.0
2754,75.0,64.0,904.0,87.0,1.0
2755,76.0,63.0,844.0,87.0,1.0
2756,76.0,63.0,791.0,87.0,3.0
2757,76.0,62.0,640.0,87.0,5.0
2758,75.0,50.0,591.0,87.0,9.0
2759,75.0,49.0,756.0,86.0,10.0
2760,75.0,49.0,763.0,86.0,9.0
2761,75.0,49.0,763.0,86.0,7.0
2762,75.0,49.0,763.0,86.0,8.0
2763,75.0,49.0,764.0,87.0,16.0
2764,74.0,49.0,763.0,85.0,16.0
2765,75.0,49.0,855.0,86.0,13.0
2766,79.0,62.0,962.0,88.0,14.0
2767,80.0,71.0,997.0,88.0,16.0
2768,79.0,70.0,925.0,87.0,14.0
2769,76.0,70.0,838.0,87.0,17.0
2770,75.0,70.0,849.0,86.0,15.0
2771,75.0,70.0,851.0,87.0,20.0
2772,74.0,69.0,892.0,85.0,24.0
2773,74.0,69.0,846.0,85.0,24.0
2774,74.0,69.0,853.0,85.0,19.0
2775,74.0,69.0,953.0,85.0,16.0
2776,74.0,69.0,953.0,86.0,14.0
2777,75.0,70.0,874.0,86.0,10.0
2778,75.0,64.0,813.0,87.0,10.0
2779,76.0,62.0,790.0,87.0,8.0
2780,76.0,51.0,739.0,87.0,9.0
2781,76.0,49.0,722.0,87.0,8.0
2782,76.0,49.0,718.0,87.0,9.0
2783,76.0,49.0,716.0,87.0,9.0
2784,75.0,49.0,563.0,87.0,13.0
2785,75.0,49.0,513.0,87.0,11.0
2786,75.0,49.0,513.0,87.0,7.0
2787,76.0,49.0,553.0,87.0,9.0
2788,75.0,49.0,695.0,87.0,7.0
2789,78.0,50.0,867.0,88.0,7.0
2790,82.0,67.0,953.0,88.0,7.0
2791,85.0,72.0,978.0,87.0,7.0
2792,85.0,72.0,857.0,86.0,8.0
2793,83.0,71.0,850.0,86.0,6.0
2794,82.0,71.0,851.0,85.0,12.0
2795,82.0,69.0,801.0,85.0,15.0
2796,82.0,71.0,822.0,85.0,18.0
2797,81.0,65.0,880.0,83.0,27.0
2798,78.0,65.0,798.0,83.0,28.0
2799,75.0,64.0,928.0,84.0,26.0
2800,73.0,64.0,905.0,84.0,25.0
2801,74.0,64.0,887.0,85.0,21.0
2802,75.0,62.0,842.0,87.0,13.0
2803,76.0,46.0,894.0,88.0,10.0
2804,75.0,4.0,777.0,87.0,9.0
2805,75.0,1.0,619.0,87.0,12.0
2806,75.0,1.0,565.0,87.0,11.0
2807,75.0,1.0,515.0,87.0,11.0
2808,75.0,1.0,515.0,86.0,10.0
2809,75.0,1.0,516.0,87.0,9.0
2810,75.0,1.0,516.0,87.0,6.0
2811,76.0,1.0,517.0,87.0,9.0
2812,77.0,1.0,517.0,88.0,11.0
2813,76.0,1.0,516.0,88.0,6.0
2814,76.0,1.0,653.0,88.0,6.0
2815,75.0,1.0,803.0,87.0,6.0
2816,74.0,1.0,823.0,86.0,2.0
2817,73.0,1.0,827.0,84.0,1.0
2818,72.0,1.0,833.0,83.0,1.0
2819,72.0,1.0,852.0,82.0,1.0
2820,71.0,1.0,863.0,82.0,3.0
2821,72.0,1.0,781.0,83.0,3.0
2822,73.0,1.0,770.0,84.0,3.0
2823,73.0,1.0,779.0,84.0,2.0
2824,73.0,1.0,773.0,84.0,1.0
2825,74.0,1.0,773.0,85.0,1.0
2826,74.0,1.0,768.0,85.0,1.0
2827,75.0,1.0,699.0,86.0,2.0
2828,75.0,1.0,707.0,86.0,3.0
2829,75.0,1.0,696.0,87.0,3.0
2830,75.0,1.0,624.0,86.0,3.0
2831,75.0,1.0,516.0,86.0,2.0
2832,75.0,1.0,516.0,86.0,4.0
2833,75.0,1.0,517.0,87.0,7.0
2834,75.0,1.0,517.0,87.0,7.0
2835,76.0,1.0,603.0,88.0,8.0
2836,76.0,1.0,606.0,88.0,8.0
2837,76.0,1.0,609.0,88.0,7.0
2838,76.0,1.0,616.0,87.0,3.0
2839,75.0,1.0,747.0,87.0,0.0
2840,74.0,1.0,904.0,85.0,0.0
2841,73.0,1.0,909.0,84.0,0.0
2842,72.0,1.0,892.0,83.0,1.0
2843,72.0,1.0,809.0,82.0,3.0
2844,71.0,1.0,810.0,82.0,8.0
2845,76.0,1.0,810.0,88.0,8.0
2846,76.0,1.0,810.0,88.0,9.0
2847,76.0,1.0,810.0,88.0,4.0
2848,76.0,1.0,822.0,88.0,2.0
2849,76.0,1.0,825.0,88.0,0.0
2850,76.0,1.0,774.0,88.0,0.0
2851,76.0,1.0,773.0,88.0,0.0
2852,77.0,1.0,772.0,89.0,0.0
2853,77.0,1.0,595.0,89.0,0.0
2854,77.0,1.0,518.0,88.0,0.0
2855,77.0,1.0,517.0,88.0,0.0
2856,77.0,1.0,517.0,89.0,0.0
2857,77.0,1.0,604.0,89.0,1.0
2858,78.0,1.0,608.0,90.0,3.0
2859,78.0,1.0,612.0,90.0,10.0
2860,78.0,1.0,613.0,91.0,11.0
2861,79.0,1.0,722.0,91.0,12.0
2862,79.0,1.0,828.0,91.0,5.0
2863,78.0,1.0,920.0,91.0,5.0
2864,78.0,1.0,949.0,90.0,7.0
2865,78.0,1.0,952.0,90.0,10.0
2866,77.0,1.0,908.0,89.0,10.0
2867,77.0,1.0,935.0,89.0,12.0
2868,77.0,1.0,848.0,89.0,18.0
2869,76.0,1.0,818.0,87.0,20.0
2870,76.0,1.0,809.0,87.0,25.0
2871,76.0,1.0,809.0,87.0,27.0
2872,76.0,1.0,809.0,87.0,29.0
2873,76.0,1.0,809.0,87.0,29.0
2874,76.0,1.0,706.0,88.0,31.0
2875,76.0,1.0,637.0,88.0,35.0
2876,76.0,1.0,635.0,88.0,36.0
2877,76.0,1.0,566.0,88.0,29.0
2878,76.0,1.0,522.0,88.0,12.0
2879,67.0,1.0,521.0,76.0,15.0
