"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"07.11.2018 05:45 - 07.11.2018 06:00","54709","56615"
"07.11.2018 06:00 - 07.11.2018 06:15","57602","59946"
"07.11.2018 06:15 - 07.11.2018 06:30","59826","62183"
"07.11.2018 06:30 - 07.11.2018 06:45","61652","64450"
"07.11.2018 06:45 - 07.11.2018 07:00","63221","66274"
"07.11.2018 07:00 - 07.11.2018 07:15","64739","67543"
"07.11.2018 07:15 - 07.11.2018 07:30","65581","67967"
"07.11.2018 07:30 - 07.11.2018 07:45","65677","68337"
"07.11.2018 07:45 - 07.11.2018 08:00","66314","68854"
"07.11.2018 08:00 - 07.11.2018 08:15","67171","69345"
"07.11.2018 08:15 - 07.11.2018 08:30","67419","69477"
"07.11.2018 08:30 - 07.11.2018 08:45","67712","69650"
"07.11.2018 08:45 - 07.11.2018 09:00","67969","69578"
"07.11.2018 09:00 - 07.11.2018 09:15","67569","69430"
"07.11.2018 09:15 - 07.11.2018 09:30","67887","69502"
"07.11.2018 09:30 - 07.11.2018 09:45","67884","69552"
"07.11.2018 09:45 - 07.11.2018 10:00","68250","69560"
"07.11.2018 10:00 - 07.11.2018 10:15","68302","69488"
"07.11.2018 10:15 - 07.11.2018 10:30","68266","69374"
"07.11.2018 10:30 - 07.11.2018 10:45","68709","69481"
"07.11.2018 10:45 - 07.11.2018 11:00","68951","69639"
"07.11.2018 11:00 - 07.11.2018 11:15","69032","69904"
"07.11.2018 11:15 - 07.11.2018 11:30","69581","70012"
"07.11.2018 11:30 - 07.11.2018 11:45","69691","70227"
"07.11.2018 11:45 - 07.11.2018 12:00","69388","70022"
"07.11.2018 12:00 - 07.11.2018 12:15","68928","69724"
"07.11.2018 12:15 - 07.11.2018 12:30","69144","69504"
"07.11.2018 12:30 - 07.11.2018 12:45","68819","69264"
"07.11.2018 12:45 - 07.11.2018 13:00","69033","69418"
"07.11.2018 13:00 - 07.11.2018 13:15","68862","69387"
"07.11.2018 13:15 - 07.11.2018 13:30","68548","69042"
"07.11.2018 13:30 - 07.11.2018 13:45","68242","68540"
"07.11.2018 13:45 - 07.11.2018 14:00","67417","68018"
"07.11.2018 14:00 - 07.11.2018 14:15","67349","68111"
"07.11.2018 14:15 - 07.11.2018 14:30","66739","67980"
"07.11.2018 14:30 - 07.11.2018 14:45","66746","67761"
"07.11.2018 14:45 - 07.11.2018 15:00","66610","67929"
"07.11.2018 15:00 - 07.11.2018 15:15","66447","68167"
"07.11.2018 15:15 - 07.11.2018 15:30","66286","68004"
"07.11.2018 15:30 - 07.11.2018 15:45","65894","67922"
"07.11.2018 15:45 - 07.11.2018 16:00","65760","67886"
"07.11.2018 16:00 - 07.11.2018 16:15","65911","68114"
"07.11.2018 16:15 - 07.11.2018 16:30","65772","68435"
"07.11.2018 16:30 - 07.11.2018 16:45","65794","68842"
"07.11.2018 16:45 - 07.11.2018 17:00","66391","69668"
"07.11.2018 17:00 - 07.11.2018 17:15","67188","70965"
"07.11.2018 17:15 - 07.11.2018 17:30","68018","72061"
"07.11.2018 17:30 - 07.11.2018 17:45","68304","72581"
"07.11.2018 17:45 - 07.11.2018 18:00","68678","72499"
"07.11.2018 18:00 - 07.11.2018 18:15","68547","72427"
"07.11.2018 18:15 - 07.11.2018 18:30","68646","71993"
"07.11.2018 18:30 - 07.11.2018 18:45","68939","71918"
"07.11.2018 18:45 - 07.11.2018 19:00","68591","71399"
"07.11.2018 19:00 - 07.11.2018 19:15","68045","70886"
"07.11.2018 19:15 - 07.11.2018 19:30","67634","70274"
"07.11.2018 19:30 - 07.11.2018 19:45","67107","69947"
"07.11.2018 19:45 - 07.11.2018 20:00","66090","69167"
"07.11.2018 20:00 - 07.11.2018 20:15","65070","67726"
"07.11.2018 20:15 - 07.11.2018 20:30","63445","66661"
"07.11.2018 20:30 - 07.11.2018 20:45","62701","65389"
"07.11.2018 20:45 - 07.11.2018 21:00","61840","64688"
"07.11.2018 21:00 - 07.11.2018 21:15","60571","63945"
"07.11.2018 21:15 - 07.11.2018 21:30","59819","62638"
"07.11.2018 21:30 - 07.11.2018 21:45","59250","61824"
"07.11.2018 21:45 - 07.11.2018 22:00","58378","60595"
"07.11.2018 22:00 - 07.11.2018 22:15","58145","59815"
"07.11.2018 22:15 - 07.11.2018 22:30","56964","59018"
"07.11.2018 22:30 - 07.11.2018 22:45","56073","57665"
"07.11.2018 22:45 - 07.11.2018 23:00","54534","56626"
"07.11.2018 23:00 - 07.11.2018 23:15","53319","55441"
"07.11.2018 23:15 - 07.11.2018 23:30","52384","54277"
"07.11.2018 23:30 - 07.11.2018 23:45","51314","53334"
"07.11.2018 23:45 - 08.11.2018 00:00","50548","52237"
"08.11.2018 00:00 - 08.11.2018 00:15","49944","51512"
"08.11.2018 00:15 - 08.11.2018 00:30","49420","50678"
"08.11.2018 00:30 - 08.11.2018 00:45","49002","50056"
"08.11.2018 00:45 - 08.11.2018 01:00","48488","49653"
"08.11.2018 01:00 - 08.11.2018 01:15","48050","49178"
"08.11.2018 01:15 - 08.11.2018 01:30","47507","48771"
"08.11.2018 01:30 - 08.11.2018 01:45","47410","48344"
"08.11.2018 01:45 - 08.11.2018 02:00","47140","48214"
"08.11.2018 02:00 - 08.11.2018 02:15","46825","47763"
"08.11.2018 02:15 - 08.11.2018 02:30","46738","47515"
"08.11.2018 02:30 - 08.11.2018 02:45","46969","47454"
"08.11.2018 02:45 - 08.11.2018 03:00","46975","47764"
"08.11.2018 03:00 - 08.11.2018 03:15","47091","48088"
"08.11.2018 03:15 - 08.11.2018 03:30","47133","47855"
"08.11.2018 03:30 - 08.11.2018 03:45","47312","48234"
"08.11.2018 03:45 - 08.11.2018 04:00","47444","48325"
"08.11.2018 04:00 - 08.11.2018 04:15","48097","49188"
"08.11.2018 04:15 - 08.11.2018 04:30","48354","49612"
"08.11.2018 04:30 - 08.11.2018 04:45","48897","50088"
"08.11.2018 04:45 - 08.11.2018 05:00","49462","50772"
"08.11.2018 05:00 - 08.11.2018 05:15","50689","52085"
"08.11.2018 05:15 - 08.11.2018 05:30","51396","53091"
"08.11.2018 05:30 - 08.11.2018 05:45","52630","54147"
"08.11.2018 05:45 - 08.11.2018 06:00","54111","55600"
"08.11.2018 06:00 - 08.11.2018 06:15","56904","58770"
"08.11.2018 06:15 - 08.11.2018 06:30","59454","61144"
"08.11.2018 06:30 - 08.11.2018 06:45","61157","63231"
"08.11.2018 06:45 - 08.11.2018 07:00","62622","64674"
"08.11.2018 07:00 - 08.11.2018 07:15","64270","66280"
"08.11.2018 07:15 - 08.11.2018 07:30","64992","66845"
"08.11.2018 07:30 - 08.11.2018 07:45","64903","67216"
"08.11.2018 07:45 - 08.11.2018 08:00","65496","67684"
"08.11.2018 08:00 - 08.11.2018 08:15","66342","68619"
"08.11.2018 08:15 - 08.11.2018 08:30","66379","68951"
"08.11.2018 08:30 - 08.11.2018 08:45","66554","69043"
"08.11.2018 08:45 - 08.11.2018 09:00","66638","69100"
"08.11.2018 09:00 - 08.11.2018 09:15","66313","68577"
"08.11.2018 09:15 - 08.11.2018 09:30","66964","68685"
"08.11.2018 09:30 - 08.11.2018 09:45","67128","68842"
"08.11.2018 09:45 - 08.11.2018 10:00","67611","68905"
"08.11.2018 10:00 - 08.11.2018 10:15","67826","69076"
"08.11.2018 10:15 - 08.11.2018 10:30","67974","69131"
"08.11.2018 10:30 - 08.11.2018 10:45","68279","69259"
"08.11.2018 10:45 - 08.11.2018 11:00","68536","69510"
"08.11.2018 11:00 - 08.11.2018 11:15","68886","69771"
"08.11.2018 11:15 - 08.11.2018 11:30","69024","70146"
"08.11.2018 11:30 - 08.11.2018 11:45","69094","70078"
"08.11.2018 11:45 - 08.11.2018 12:00","69251","70146"
"08.11.2018 12:00 - 08.11.2018 12:15","68364","69615"
"08.11.2018 12:15 - 08.11.2018 12:30","68531","69391"
"08.11.2018 12:30 - 08.11.2018 12:45","67993","69085"
"08.11.2018 12:45 - 08.11.2018 13:00","67992","69325"
"08.11.2018 13:00 - 08.11.2018 13:15","67925","69428"
"08.11.2018 13:15 - 08.11.2018 13:30","67606","69145"
"08.11.2018 13:30 - 08.11.2018 13:45","66868","68591"
"08.11.2018 13:45 - 08.11.2018 14:00","66216","67982"
"08.11.2018 14:00 - 08.11.2018 14:15","66038","67923"
"08.11.2018 14:15 - 08.11.2018 14:30","65450","68030"
"08.11.2018 14:30 - 08.11.2018 14:45","65305","67668"
"08.11.2018 14:45 - 08.11.2018 15:00","65388","67399"
"08.11.2018 15:00 - 08.11.2018 15:15","65167","67504"
"08.11.2018 15:15 - 08.11.2018 15:30","64812","67461"
"08.11.2018 15:30 - 08.11.2018 15:45","64559","67101"
"08.11.2018 15:45 - 08.11.2018 16:00","64134","66747"
"08.11.2018 16:00 - 08.11.2018 16:15","64532","67088"
"08.11.2018 16:15 - 08.11.2018 16:30","64468","67012"
"08.11.2018 16:30 - 08.11.2018 16:45","64350","67482"
"08.11.2018 16:45 - 08.11.2018 17:00","65057","68226"
"08.11.2018 17:00 - 08.11.2018 17:15","65655","69529"
"08.11.2018 17:15 - 08.11.2018 17:30","66311","70761"
"08.11.2018 17:30 - 08.11.2018 17:45","66887","71268"
"08.11.2018 17:45 - 08.11.2018 18:00","67159","71110"
"08.11.2018 18:00 - 08.11.2018 18:15","67082","71001"
"08.11.2018 18:15 - 08.11.2018 18:30","67174","70549"
"08.11.2018 18:30 - 08.11.2018 18:45","67393","70296"
"08.11.2018 18:45 - 08.11.2018 19:00","67197","70173"
"08.11.2018 19:00 - 08.11.2018 19:15","66919","69560"
"08.11.2018 19:15 - 08.11.2018 19:30","66490","69165"
"08.11.2018 19:30 - 08.11.2018 19:45","66110","68507"
"08.11.2018 19:45 - 08.11.2018 20:00","65195","67735"
"08.11.2018 20:00 - 08.11.2018 20:15","64437","66395"
"08.11.2018 20:15 - 08.11.2018 20:30","63053","65216"
"08.11.2018 20:30 - 08.11.2018 20:45","62393","63891"
"08.11.2018 20:45 - 08.11.2018 21:00","61677","63099"
"08.11.2018 21:00 - 08.11.2018 21:15","60165","62417"
"08.11.2018 21:15 - 08.11.2018 21:30","59544","61545"
"08.11.2018 21:30 - 08.11.2018 21:45","59325","60474"
"08.11.2018 21:45 - 08.11.2018 22:00","58014","59698"
"08.11.2018 22:00 - 08.11.2018 22:15","57671","59141"
"08.11.2018 22:15 - 08.11.2018 22:30","56072","58077"
"08.11.2018 22:30 - 08.11.2018 22:45","55461","56679"
"08.11.2018 22:45 - 08.11.2018 23:00","54073","55745"
"08.11.2018 23:00 - 08.11.2018 23:15","52998","54579"
"08.11.2018 23:15 - 08.11.2018 23:30","51820","53588"
"08.11.2018 23:30 - 08.11.2018 23:45","50653","52779"
"08.11.2018 23:45 - 09.11.2018 00:00","49738","51953"
"09.11.2018 00:00 - 09.11.2018 00:15","49676","50701"
"09.11.2018 00:15 - 09.11.2018 00:30","49040","50103"
"09.11.2018 00:30 - 09.11.2018 00:45","48479","49695"
"09.11.2018 00:45 - 09.11.2018 01:00","47952","49310"
"09.11.2018 01:00 - 09.11.2018 01:15","47576","48487"
"09.11.2018 01:15 - 09.11.2018 01:30","46846","48104"
"09.11.2018 01:30 - 09.11.2018 01:45","46893","48184"
"09.11.2018 01:45 - 09.11.2018 02:00","46485","47954"
"09.11.2018 02:00 - 09.11.2018 02:15","46198","47385"
"09.11.2018 02:15 - 09.11.2018 02:30","46025","47220"
"09.11.2018 02:30 - 09.11.2018 02:45","46366","47535"
"09.11.2018 02:45 - 09.11.2018 03:00","46426","47830"
"09.11.2018 03:00 - 09.11.2018 03:15","46475","47869"
"09.11.2018 03:15 - 09.11.2018 03:30","46585","48186"
"09.11.2018 03:30 - 09.11.2018 03:45","46795","48332"
"09.11.2018 03:45 - 09.11.2018 04:00","46855","48476"
"09.11.2018 04:00 - 09.11.2018 04:15","47619","49107"
"09.11.2018 04:15 - 09.11.2018 04:30","47734","49523"
"09.11.2018 04:30 - 09.11.2018 04:45","48306","50431"
"09.11.2018 04:45 - 09.11.2018 05:00","48997","50925"
"09.11.2018 05:00 - 09.11.2018 05:15","49991","52396"
"09.11.2018 05:15 - 09.11.2018 05:30","50552","53391"
"09.11.2018 05:30 - 09.11.2018 05:45","51738","54418"
"09.11.2018 05:45 - 09.11.2018 06:00","53068","55977"
"09.11.2018 06:00 - 09.11.2018 06:15","55734","58920"
"09.11.2018 06:15 - 09.11.2018 06:30","58427","60779"
"09.11.2018 06:30 - 09.11.2018 06:45","59972","63010"
"09.11.2018 06:45 - 09.11.2018 07:00","61657","64443"
"09.11.2018 07:00 - 09.11.2018 07:15","63032","66194"
"09.11.2018 07:15 - 09.11.2018 07:30","63880","66892"
"09.11.2018 07:30 - 09.11.2018 07:45","65701","67290"
"09.11.2018 07:45 - 09.11.2018 08:00","66271","67862"
"09.11.2018 08:00 - 09.11.2018 08:15","67393","68668"
"09.11.2018 08:15 - 09.11.2018 08:30","67435","69040"
"09.11.2018 08:30 - 09.11.2018 08:45","67653","69423"
"09.11.2018 08:45 - 09.11.2018 09:00","67814","69557"
"09.11.2018 09:00 - 09.11.2018 09:15","67624","69268"
"09.11.2018 09:15 - 09.11.2018 09:30","68372","69455"
"09.11.2018 09:30 - 09.11.2018 09:45","68352","69623"
"09.11.2018 09:45 - 09.11.2018 10:00","68807","69972"
"09.11.2018 10:00 - 09.11.2018 10:15","68741","69929"
"09.11.2018 10:15 - 09.11.2018 10:30","68723","69899"
"09.11.2018 10:30 - 09.11.2018 10:45","68980","69924"
"09.11.2018 10:45 - 09.11.2018 11:00","69109","69998"
"09.11.2018 11:00 - 09.11.2018 11:15","69235","70078"
"09.11.2018 11:15 - 09.11.2018 11:30","69414","70028"
"09.11.2018 11:30 - 09.11.2018 11:45","69360","69989"
"09.11.2018 11:45 - 09.11.2018 12:00","69480","69952"
"09.11.2018 12:00 - 09.11.2018 12:15","68368","69256"
"09.11.2018 12:15 - 09.11.2018 12:30","68451","68799"
"09.11.2018 12:30 - 09.11.2018 12:45","67965","68596"
"09.11.2018 12:45 - 09.11.2018 13:00","68066","68371"
"09.11.2018 13:00 - 09.11.2018 13:15","67653","68397"
"09.11.2018 13:15 - 09.11.2018 13:30","67256","67720"
"09.11.2018 13:30 - 09.11.2018 13:45","66574","67594"
"09.11.2018 13:45 - 09.11.2018 14:00","65936","66905"
"09.11.2018 14:00 - 09.11.2018 14:15","65524","66575"
"09.11.2018 14:15 - 09.11.2018 14:30","65044","66597"
"09.11.2018 14:30 - 09.11.2018 14:45","64796","66276"
"09.11.2018 14:45 - 09.11.2018 15:00","64866","66101"
"09.11.2018 15:00 - 09.11.2018 15:15","64656","65893"
"09.11.2018 15:15 - 09.11.2018 15:30","64509","65556"
"09.11.2018 15:30 - 09.11.2018 15:45","64434","65400"
"09.11.2018 15:45 - 09.11.2018 16:00","64184","65146"
"09.11.2018 16:00 - 09.11.2018 16:15","64641","65255"
"09.11.2018 16:15 - 09.11.2018 16:30","64371","65437"
"09.11.2018 16:30 - 09.11.2018 16:45","64194","66095"
"09.11.2018 16:45 - 09.11.2018 17:00","65478","66930"
"09.11.2018 17:00 - 09.11.2018 17:15","66403","68173"
"09.11.2018 17:15 - 09.11.2018 17:30","67000","69093"
"09.11.2018 17:30 - 09.11.2018 17:45","67390","69272"
"09.11.2018 17:45 - 09.11.2018 18:00","67860","69261"
"09.11.2018 18:00 - 09.11.2018 18:15","67493","68673"
"09.11.2018 18:15 - 09.11.2018 18:30","67598","68476"
"09.11.2018 18:30 - 09.11.2018 18:45","67840","68262"
"09.11.2018 18:45 - 09.11.2018 19:00","67090","67966"
"09.11.2018 19:00 - 09.11.2018 19:15","66557","67450"
"09.11.2018 19:15 - 09.11.2018 19:30","66287","66742"
"09.11.2018 19:30 - 09.11.2018 19:45","65961","65916"
"09.11.2018 19:45 - 09.11.2018 20:00","64829","65409"
"09.11.2018 20:00 - 09.11.2018 20:15","63970","64016"
"09.11.2018 20:15 - 09.11.2018 20:30","62452","62925"
"09.11.2018 20:30 - 09.11.2018 20:45","61935","61944"
"09.11.2018 20:45 - 09.11.2018 21:00","61237","61375"
"09.11.2018 21:00 - 09.11.2018 21:15","59743","60680"
"09.11.2018 21:15 - 09.11.2018 21:30","59027","60059"
"09.11.2018 21:30 - 09.11.2018 21:45","59115","59442"
"09.11.2018 21:45 - 09.11.2018 22:00","57816","58808"
"09.11.2018 22:00 - 09.11.2018 22:15","57461","58378"
"09.11.2018 22:15 - 09.11.2018 22:30","55691","57559"
"09.11.2018 22:30 - 09.11.2018 22:45","55403","56516"
"09.11.2018 22:45 - 09.11.2018 23:00","53804","55690"
"09.11.2018 23:00 - 09.11.2018 23:15","53101","53983"
"09.11.2018 23:15 - 09.11.2018 23:30","51884","52931"
"09.11.2018 23:30 - 09.11.2018 23:45","50582","52272"
"09.11.2018 23:45 - 10.11.2018 00:00","49662","51468"
"10.11.2018 00:00 - 10.11.2018 00:15","47526","50719"
"10.11.2018 00:15 - 10.11.2018 00:30","47341","49428"
"10.11.2018 00:30 - 10.11.2018 00:45","46659","48793"
"10.11.2018 00:45 - 10.11.2018 01:00","46137","48534"
"10.11.2018 01:00 - 10.11.2018 01:15","45646","47897"
"10.11.2018 01:15 - 10.11.2018 01:30","45250","47409"
"10.11.2018 01:30 - 10.11.2018 01:45","44856","47188"
"10.11.2018 01:45 - 10.11.2018 02:00","44650","46829"
"10.11.2018 02:00 - 10.11.2018 02:15","44297","46337"
"10.11.2018 02:15 - 10.11.2018 02:30","44039","46223"
"10.11.2018 02:30 - 10.11.2018 02:45","44047","46061"
"10.11.2018 02:45 - 10.11.2018 03:00","44018","46131"
"10.11.2018 03:00 - 10.11.2018 03:15","43964","45990"
"10.11.2018 03:15 - 10.11.2018 03:30","44052","46063"
"10.11.2018 03:30 - 10.11.2018 03:45","44091","46013"
"10.11.2018 03:45 - 10.11.2018 04:00","44117","46191"
"10.11.2018 04:00 - 10.11.2018 04:15","44318","46310"
"10.11.2018 04:15 - 10.11.2018 04:30","44462","46058"
"10.11.2018 04:30 - 10.11.2018 04:45","44520","46220"
"10.11.2018 04:45 - 10.11.2018 05:00","44523","46493"
"10.11.2018 05:00 - 10.11.2018 05:15","44929","47268"
"10.11.2018 05:15 - 10.11.2018 05:30","44818","47030"
"10.11.2018 05:30 - 10.11.2018 05:45","45169","47344"
"10.11.2018 05:45 - 10.11.2018 06:00","45327","47576"
"10.11.2018 06:00 - 10.11.2018 06:15","45631","48191"
"10.11.2018 06:15 - 10.11.2018 06:30","46469","48908"
"10.11.2018 06:30 - 10.11.2018 06:45","46791","49205"
"10.11.2018 06:45 - 10.11.2018 07:00","47482","50274"
"10.11.2018 07:00 - 10.11.2018 07:15","48433","51249"
"10.11.2018 07:15 - 10.11.2018 07:30","48948","51876"
"10.11.2018 07:30 - 10.11.2018 07:45","50073","52778"
"10.11.2018 07:45 - 10.11.2018 08:00","51103","53857"
"10.11.2018 08:00 - 10.11.2018 08:15","52140","55178"
"10.11.2018 08:15 - 10.11.2018 08:30","52988","56201"
"10.11.2018 08:30 - 10.11.2018 08:45","53792","57041"
"10.11.2018 08:45 - 10.11.2018 09:00","54542","57926"
"10.11.2018 09:00 - 10.11.2018 09:15","55103","58655"
"10.11.2018 09:15 - 10.11.2018 09:30","56063","59585"
"10.11.2018 09:30 - 10.11.2018 09:45","56614","59930"
"10.11.2018 09:45 - 10.11.2018 10:00","57031","60409"
"10.11.2018 10:00 - 10.11.2018 10:15","57374","60887"
"10.11.2018 10:15 - 10.11.2018 10:30","57793","60784"
"10.11.2018 10:30 - 10.11.2018 10:45","58130","61445"
"10.11.2018 10:45 - 10.11.2018 11:00","58418","61530"
"10.11.2018 11:00 - 10.11.2018 11:15","58746","61149"
"10.11.2018 11:15 - 10.11.2018 11:30","59041","61391"
"10.11.2018 11:30 - 10.11.2018 11:45","59355","61654"
"10.11.2018 11:45 - 10.11.2018 12:00","59284","61504"
"10.11.2018 12:00 - 10.11.2018 12:15","58580","61002"
"10.11.2018 12:15 - 10.11.2018 12:30","58632","60521"
"10.11.2018 12:30 - 10.11.2018 12:45","57857","59981"
"10.11.2018 12:45 - 10.11.2018 13:00","57491","59512"
"10.11.2018 13:00 - 10.11.2018 13:15","56824","59237"
"10.11.2018 13:15 - 10.11.2018 13:30","56573","58657"
"10.11.2018 13:30 - 10.11.2018 13:45","56224","58016"
"10.11.2018 13:45 - 10.11.2018 14:00","55333","57655"
"10.11.2018 14:00 - 10.11.2018 14:15","55120","56936"
"10.11.2018 14:15 - 10.11.2018 14:30","54531","56421"
"10.11.2018 14:30 - 10.11.2018 14:45","54562","56091"
"10.11.2018 14:45 - 10.11.2018 15:00","54987","56121"
"10.11.2018 15:00 - 10.11.2018 15:15","55354","56278"
"10.11.2018 15:15 - 10.11.2018 15:30","54629","56189"
"10.11.2018 15:30 - 10.11.2018 15:45","54715","56017"
"10.11.2018 15:45 - 10.11.2018 16:00","54608","56250"
"10.11.2018 16:00 - 10.11.2018 16:15","54970","56976"
"10.11.2018 16:15 - 10.11.2018 16:30","55580","57484"
"10.11.2018 16:30 - 10.11.2018 16:45","55988","58411"
"10.11.2018 16:45 - 10.11.2018 17:00","56209","59504"
"10.11.2018 17:00 - 10.11.2018 17:15","58005","61172"
"10.11.2018 17:15 - 10.11.2018 17:30","58499","61945"
"10.11.2018 17:30 - 10.11.2018 17:45","59426","62483"
"10.11.2018 17:45 - 10.11.2018 18:00","59430","62650"
"10.11.2018 18:00 - 10.11.2018 18:15","59375","62647"
"10.11.2018 18:15 - 10.11.2018 18:30","59511","62179"
"10.11.2018 18:30 - 10.11.2018 18:45","59409","61794"
"10.11.2018 18:45 - 10.11.2018 19:00","58925","61275"
"10.11.2018 19:00 - 10.11.2018 19:15","58381","60815"
"10.11.2018 19:15 - 10.11.2018 19:30","57957","60066"
"10.11.2018 19:30 - 10.11.2018 19:45","57576","59579"
"10.11.2018 19:45 - 10.11.2018 20:00","56546","58553"
"10.11.2018 20:00 - 10.11.2018 20:15","55638","57257"
"10.11.2018 20:15 - 10.11.2018 20:30","54619","56150"
"10.11.2018 20:30 - 10.11.2018 20:45","53510","55385"
"10.11.2018 20:45 - 10.11.2018 21:00","53098","54373"
"10.11.2018 21:00 - 10.11.2018 21:15","52168","53869"
"10.11.2018 21:15 - 10.11.2018 21:30","51600","53155"
"10.11.2018 21:30 - 10.11.2018 21:45","52078","52511"
"10.11.2018 21:45 - 10.11.2018 22:00","51336","51986"
"10.11.2018 22:00 - 10.11.2018 22:15","51652","52010"
"10.11.2018 22:15 - 10.11.2018 22:30","50831","51584"
"10.11.2018 22:30 - 10.11.2018 22:45","50146","50729"
"10.11.2018 22:45 - 10.11.2018 23:00","49077","49838"
"10.11.2018 23:00 - 10.11.2018 23:15","48157","48989"
"10.11.2018 23:15 - 10.11.2018 23:30","47250","48168"
"10.11.2018 23:30 - 10.11.2018 23:45","46328","47201"
"10.11.2018 23:45 - 11.11.2018 00:00","45438","46182"
"11.11.2018 00:00 - 11.11.2018 00:15","44840","44869"
"11.11.2018 00:15 - 11.11.2018 00:30","44199","44299"
"11.11.2018 00:30 - 11.11.2018 00:45","43675","43952"
"11.11.2018 00:45 - 11.11.2018 01:00","43239","43252"
"11.11.2018 01:00 - 11.11.2018 01:15","42892","42460"
"11.11.2018 01:15 - 11.11.2018 01:30","42135","42017"
"11.11.2018 01:30 - 11.11.2018 01:45","42157","41608"
"11.11.2018 01:45 - 11.11.2018 02:00","41820","41323"
"11.11.2018 02:00 - 11.11.2018 02:15","41576","40920"
"11.11.2018 02:15 - 11.11.2018 02:30","41226","40915"
"11.11.2018 02:30 - 11.11.2018 02:45","41484","40769"
"11.11.2018 02:45 - 11.11.2018 03:00","41414","40489"
"11.11.2018 03:00 - 11.11.2018 03:15","41226","40428"
"11.11.2018 03:15 - 11.11.2018 03:30","41247","40548"
"11.11.2018 03:30 - 11.11.2018 03:45","41337","40675"
"11.11.2018 03:45 - 11.11.2018 04:00","41344","40533"
"11.11.2018 04:00 - 11.11.2018 04:15","41759","40909"
"11.11.2018 04:15 - 11.11.2018 04:30","41526","41110"
"11.11.2018 04:30 - 11.11.2018 04:45","41750","41254"
"11.11.2018 04:45 - 11.11.2018 05:00","41835","41360"
"11.11.2018 05:00 - 11.11.2018 05:15","41856","41399"
"11.11.2018 05:15 - 11.11.2018 05:30","41626","41603"
"11.11.2018 05:30 - 11.11.2018 05:45","41758","41795"
"11.11.2018 05:45 - 11.11.2018 06:00","41620","41708"
"11.11.2018 06:00 - 11.11.2018 06:15","41105","41715"
"11.11.2018 06:15 - 11.11.2018 06:30","41544","41897"
"11.11.2018 06:30 - 11.11.2018 06:45","41862","42288"
"11.11.2018 06:45 - 11.11.2018 07:00","42282","42482"
"11.11.2018 07:00 - 11.11.2018 07:15","42702","43277"
"11.11.2018 07:15 - 11.11.2018 07:30","43094","43563"
"11.11.2018 07:30 - 11.11.2018 07:45","44288","44060"
"11.11.2018 07:45 - 11.11.2018 08:00","45113","44720"
"11.11.2018 08:00 - 11.11.2018 08:15","46217","45620"
"11.11.2018 08:15 - 11.11.2018 08:30","46825","46918"
"11.11.2018 08:30 - 11.11.2018 08:45","47936","47713"
"11.11.2018 08:45 - 11.11.2018 09:00","48902","48654"
"11.11.2018 09:00 - 11.11.2018 09:15","49669","49743"
"11.11.2018 09:15 - 11.11.2018 09:30","51213","50384"
"11.11.2018 09:30 - 11.11.2018 09:45","51392","50837"
"11.11.2018 09:45 - 11.11.2018 10:00","52217","51297"
"11.11.2018 10:00 - 11.11.2018 10:15","52813","52037"
"11.11.2018 10:15 - 11.11.2018 10:30","53036","52909"
"11.11.2018 10:30 - 11.11.2018 10:45","53332","53565"
"11.11.2018 10:45 - 11.11.2018 11:00","53774","53803"
"11.11.2018 11:00 - 11.11.2018 11:15","54640","54454"
"11.11.2018 11:15 - 11.11.2018 11:30","55336","55237"
"11.11.2018 11:30 - 11.11.2018 11:45","55743","55641"
"11.11.2018 11:45 - 11.11.2018 12:00","55884","55776"
"11.11.2018 12:00 - 11.11.2018 12:15","55006","55660"
"11.11.2018 12:15 - 11.11.2018 12:30","55092","55832"
"11.11.2018 12:30 - 11.11.2018 12:45","54428","55299"
"11.11.2018 12:45 - 11.11.2018 13:00","54083","54497"
"11.11.2018 13:00 - 11.11.2018 13:15","53615","54022"
"11.11.2018 13:15 - 11.11.2018 13:30","53184","53377"
"11.11.2018 13:30 - 11.11.2018 13:45","52603","53072"
"11.11.2018 13:45 - 11.11.2018 14:00","52154","52515"
"11.11.2018 14:00 - 11.11.2018 14:15","51699","52073"
"11.11.2018 14:15 - 11.11.2018 14:30","51013","51893"
"11.11.2018 14:30 - 11.11.2018 14:45","50884","51420"
"11.11.2018 14:45 - 11.11.2018 15:00","51180","51133"
"11.11.2018 15:00 - 11.11.2018 15:15","51664","51291"
"11.11.2018 15:15 - 11.11.2018 15:30","50770","51225"
"11.11.2018 15:30 - 11.11.2018 15:45","50803","51280"
"11.11.2018 15:45 - 11.11.2018 16:00","50831","51500"
"11.11.2018 16:00 - 11.11.2018 16:15","51411","52037"
"11.11.2018 16:15 - 11.11.2018 16:30","52002","52597"
"11.11.2018 16:30 - 11.11.2018 16:45","52530","53552"
"11.11.2018 16:45 - 11.11.2018 17:00","52651","54626"
"11.11.2018 17:00 - 11.11.2018 17:15","54454","56526"
"11.11.2018 17:15 - 11.11.2018 17:30","55086","57761"
"11.11.2018 17:30 - 11.11.2018 17:45","55964","58442"
"11.11.2018 17:45 - 11.11.2018 18:00","56259","58717"
"11.11.2018 18:00 - 11.11.2018 18:15","56627","59083"
"11.11.2018 18:15 - 11.11.2018 18:30","56850","58895"
