"Time (CET)","Hungary (HU) > Croatia (HR) [MW]","Croatia (HR) > Hungary (HU) [MW]"
"26.09.2018 04:00 - 26.09.2018 05:00","448","0"
"26.09.2018 05:00 - 26.09.2018 06:00","388","0"
"26.09.2018 06:00 - 26.09.2018 07:00","147","0"
"26.09.2018 07:00 - 26.09.2018 08:00","147","0"
"26.09.2018 08:00 - 26.09.2018 09:00","175","0"
"26.09.2018 09:00 - 26.09.2018 10:00","227","0"
"26.09.2018 10:00 - 26.09.2018 11:00","287","0"
"26.09.2018 11:00 - 26.09.2018 12:00","326","0"
"26.09.2018 12:00 - 26.09.2018 13:00","257","0"
"26.09.2018 13:00 - 26.09.2018 14:00","235","0"
"26.09.2018 14:00 - 26.09.2018 15:00","249","0"
"26.09.2018 15:00 - 26.09.2018 16:00","264","0"
"26.09.2018 16:00 - 26.09.2018 17:00","250","0"
"26.09.2018 17:00 - 26.09.2018 18:00","279","0"
"26.09.2018 18:00 - 26.09.2018 19:00","292","0"
"26.09.2018 19:00 - 26.09.2018 20:00","221","0"
"26.09.2018 20:00 - 26.09.2018 21:00","309","0"
"26.09.2018 21:00 - 26.09.2018 22:00","427","0"
"26.09.2018 22:00 - 26.09.2018 23:00","675","0"
"26.09.2018 23:00 - 27.09.2018 00:00","697","0"
"27.09.2018 00:00 - 27.09.2018 01:00","712","0"
"27.09.2018 01:00 - 27.09.2018 02:00","752","0"
"27.09.2018 02:00 - 27.09.2018 03:00","665","0"
"27.09.2018 03:00 - 27.09.2018 04:00","577","0"
"27.09.2018 04:00 - 27.09.2018 05:00","647","0"
"27.09.2018 05:00 - 27.09.2018 06:00","742","0"
"27.09.2018 06:00 - 27.09.2018 07:00","388","0"
"27.09.2018 07:00 - 27.09.2018 08:00","264","0"
"27.09.2018 08:00 - 27.09.2018 09:00","306","0"
"27.09.2018 09:00 - 27.09.2018 10:00","324","0"
"27.09.2018 10:00 - 27.09.2018 11:00","432","0"
"27.09.2018 11:00 - 27.09.2018 12:00","449","0"
"27.09.2018 12:00 - 27.09.2018 13:00","449","0"
"27.09.2018 13:00 - 27.09.2018 14:00","430","0"
"27.09.2018 14:00 - 27.09.2018 15:00","425","0"
"27.09.2018 15:00 - 27.09.2018 16:00","441","0"
"27.09.2018 16:00 - 27.09.2018 17:00","371","0"
"27.09.2018 17:00 - 27.09.2018 18:00","315","0"
"27.09.2018 18:00 - 27.09.2018 19:00","212","0"
"27.09.2018 19:00 - 27.09.2018 20:00","149","0"
"27.09.2018 20:00 - 27.09.2018 21:00","220","0"
"27.09.2018 21:00 - 27.09.2018 22:00","451","0"
"27.09.2018 22:00 - 27.09.2018 23:00","486","0"
"27.09.2018 23:00 - 28.09.2018 00:00","578","0"
"28.09.2018 00:00 - 28.09.2018 01:00","795","0"
"28.09.2018 01:00 - 28.09.2018 02:00","812","0"
"28.09.2018 02:00 - 28.09.2018 03:00","856","0"
"28.09.2018 03:00 - 28.09.2018 04:00","787","0"
"28.09.2018 04:00 - 28.09.2018 05:00","742","0"
"28.09.2018 05:00 - 28.09.2018 06:00","682","0"
"28.09.2018 06:00 - 28.09.2018 07:00","407","0"
"28.09.2018 07:00 - 28.09.2018 08:00","289","0"
"28.09.2018 08:00 - 28.09.2018 09:00","303","0"
"28.09.2018 09:00 - 28.09.2018 10:00","393","0"
"28.09.2018 10:00 - 28.09.2018 11:00","451","0"
"28.09.2018 11:00 - 28.09.2018 12:00","452","0"
"28.09.2018 12:00 - 28.09.2018 13:00","554","0"
"28.09.2018 13:00 - 28.09.2018 14:00","562","0"
"28.09.2018 14:00 - 28.09.2018 15:00","627","0"
"28.09.2018 15:00 - 28.09.2018 16:00","573","0"
"28.09.2018 16:00 - 28.09.2018 17:00","471","0"
"28.09.2018 17:00 - 28.09.2018 18:00","384","0"
"28.09.2018 18:00 - 28.09.2018 19:00","248","0"
"28.09.2018 19:00 - 28.09.2018 20:00","216","0"
"28.09.2018 20:00 - 28.09.2018 21:00","319","0"
"28.09.2018 21:00 - 28.09.2018 22:00","554","0"
"28.09.2018 22:00 - 28.09.2018 23:00","703","0"
"28.09.2018 23:00 - 29.09.2018 00:00","885","0"
"29.09.2018 00:00 - 29.09.2018 01:00","919","0"
"29.09.2018 01:00 - 29.09.2018 02:00","1059","0"
"29.09.2018 02:00 - 29.09.2018 03:00","1056","0"
"29.09.2018 03:00 - 29.09.2018 04:00","939","0"
"29.09.2018 04:00 - 29.09.2018 05:00","889","0"
"29.09.2018 05:00 - 29.09.2018 06:00","902","0"
"29.09.2018 06:00 - 29.09.2018 07:00","898","0"
"29.09.2018 07:00 - 29.09.2018 08:00","841","0"
"29.09.2018 08:00 - 29.09.2018 09:00","814","0"
"29.09.2018 09:00 - 29.09.2018 10:00","828","0"
"29.09.2018 10:00 - 29.09.2018 11:00","901","0"
"29.09.2018 11:00 - 29.09.2018 12:00","937","0"
"29.09.2018 12:00 - 29.09.2018 13:00","925","0"
"29.09.2018 13:00 - 29.09.2018 14:00","964","0"
"29.09.2018 14:00 - 29.09.2018 15:00","1002","0"
"29.09.2018 15:00 - 29.09.2018 16:00","1006","0"
"29.09.2018 16:00 - 29.09.2018 17:00","950","0"
"29.09.2018 17:00 - 29.09.2018 18:00","800","0"
"29.09.2018 18:00 - 29.09.2018 19:00","634","0"
"29.09.2018 19:00 - 29.09.2018 20:00","416","0"
"29.09.2018 20:00 - 29.09.2018 21:00","547","0"
"29.09.2018 21:00 - 29.09.2018 22:00","709","0"
"29.09.2018 22:00 - 29.09.2018 23:00","955","0"
"29.09.2018 23:00 - 30.09.2018 00:00","1042","0"
"30.09.2018 00:00 - 30.09.2018 01:00","1208","0"
"30.09.2018 01:00 - 30.09.2018 02:00","1244","0"
"30.09.2018 02:00 - 30.09.2018 03:00","1200","0"
"30.09.2018 03:00 - 30.09.2018 04:00","1080","0"
"30.09.2018 04:00 - 30.09.2018 05:00","1039","0"
"30.09.2018 05:00 - 30.09.2018 06:00","1060","0"
"30.09.2018 06:00 - 30.09.2018 07:00","993","0"
"30.09.2018 07:00 - 30.09.2018 08:00","1030","0"
"30.09.2018 08:00 - 30.09.2018 09:00","991","0"
"30.09.2018 09:00 - 30.09.2018 10:00","982","0"
"30.09.2018 10:00 - 30.09.2018 11:00","1021","0"
"30.09.2018 11:00 - 30.09.2018 12:00","1034","0"
"30.09.2018 12:00 - 30.09.2018 13:00","1093","0"
"30.09.2018 13:00 - 30.09.2018 14:00","1123","0"
"30.09.2018 14:00 - 30.09.2018 15:00","1150","0"
"30.09.2018 15:00 - 30.09.2018 16:00","1050","0"
"30.09.2018 16:00 - 30.09.2018 17:00","987","0"
"30.09.2018 17:00 - 30.09.2018 18:00","911","0"
"30.09.2018 18:00 - 30.09.2018 19:00","688","0"
"30.09.2018 19:00 - 30.09.2018 20:00","633","0"
"30.09.2018 20:00 - 30.09.2018 21:00","750","0"
"30.09.2018 21:00 - 30.09.2018 22:00","985","0"
"30.09.2018 22:00 - 30.09.2018 23:00","1087","0"
"30.09.2018 23:00 - 01.10.2018 00:00","1154","0"
"01.10.2018 00:00 - 01.10.2018 01:00","1157","0"
"01.10.2018 01:00 - 01.10.2018 02:00","1114","0"
"01.10.2018 02:00 - 01.10.2018 03:00","1024","0"
"01.10.2018 03:00 - 01.10.2018 04:00","911","0"
"01.10.2018 04:00 - 01.10.2018 05:00","858","0"
"01.10.2018 05:00 - 01.10.2018 06:00","894","0"
"01.10.2018 06:00 - 01.10.2018 07:00","472","0"
"01.10.2018 07:00 - 01.10.2018 08:00","624","0"
"01.10.2018 08:00 - 01.10.2018 09:00","433","0"
"01.10.2018 09:00 - 01.10.2018 10:00","419","0"
"01.10.2018 10:00 - 01.10.2018 11:00","410","0"
"01.10.2018 11:00 - 01.10.2018 12:00","350","0"
"01.10.2018 12:00 - 01.10.2018 13:00","265","0"
"01.10.2018 13:00 - 01.10.2018 14:00","316","0"
"01.10.2018 14:00 - 01.10.2018 15:00","377","0"
"01.10.2018 15:00 - 01.10.2018 16:00","336","0"
"01.10.2018 16:00 - 01.10.2018 17:00","317","0"
"01.10.2018 17:00 - 01.10.2018 18:00","350","0"
"01.10.2018 18:00 - 01.10.2018 19:00","283","0"
"01.10.2018 19:00 - 01.10.2018 20:00","290","0"
"01.10.2018 20:00 - 01.10.2018 21:00","386","0"
"01.10.2018 21:00 - 01.10.2018 22:00","486","0"
"01.10.2018 22:00 - 01.10.2018 23:00","671","0"
"01.10.2018 23:00 - 02.10.2018 00:00","702","0"
"02.10.2018 00:00 - 02.10.2018 01:00","785","0"
"02.10.2018 01:00 - 02.10.2018 02:00","634","0"
"02.10.2018 02:00 - 02.10.2018 03:00","470","0"
"02.10.2018 03:00 - 02.10.2018 04:00","427","0"
"02.10.2018 04:00 - 02.10.2018 05:00","466","0"
"02.10.2018 05:00 - 02.10.2018 06:00","465","0"
"02.10.2018 06:00 - 02.10.2018 07:00","322","0"
"02.10.2018 07:00 - 02.10.2018 08:00","247","0"
"02.10.2018 08:00 - 02.10.2018 09:00","161","0"
"02.10.2018 09:00 - 02.10.2018 10:00","220","0"
"02.10.2018 10:00 - 02.10.2018 11:00","305","0"
"02.10.2018 11:00 - 02.10.2018 12:00","395","0"
"02.10.2018 12:00 - 02.10.2018 13:00","350","0"
"02.10.2018 13:00 - 02.10.2018 14:00","416","0"
"02.10.2018 14:00 - 02.10.2018 15:00","522","0"
"02.10.2018 15:00 - 02.10.2018 16:00","553","0"
"02.10.2018 16:00 - 02.10.2018 17:00","504","0"
"02.10.2018 17:00 - 02.10.2018 18:00","384","0"
"02.10.2018 18:00 - 02.10.2018 19:00","299","0"
"02.10.2018 19:00 - 02.10.2018 20:00","273","0"
"02.10.2018 20:00 - 02.10.2018 21:00","354","0"
"02.10.2018 21:00 - 02.10.2018 22:00","601","0"
"02.10.2018 22:00 - 02.10.2018 23:00","763","0"
"02.10.2018 23:00 - 03.10.2018 00:00","779","0"
"03.10.2018 00:00 - 03.10.2018 01:00","889","0"
"03.10.2018 01:00 - 03.10.2018 02:00","910","0"
"03.10.2018 02:00 - 03.10.2018 03:00","910","0"
"03.10.2018 03:00 - 03.10.2018 04:00","904","0"
"03.10.2018 04:00 - 03.10.2018 05:00","910","0"
"03.10.2018 05:00 - 03.10.2018 06:00","885","0"
"03.10.2018 06:00 - 03.10.2018 07:00","564","0"
"03.10.2018 07:00 - 03.10.2018 08:00","418","0"
"03.10.2018 08:00 - 03.10.2018 09:00","452","0"
"03.10.2018 09:00 - 03.10.2018 10:00","460","0"
"03.10.2018 10:00 - 03.10.2018 11:00","509","0"
"03.10.2018 11:00 - 03.10.2018 12:00","594","0"
"03.10.2018 12:00 - 03.10.2018 13:00","609","0"
"03.10.2018 13:00 - 03.10.2018 14:00","604","0"
"03.10.2018 14:00 - 03.10.2018 15:00","593","0"
"03.10.2018 15:00 - 03.10.2018 16:00","599","0"
"03.10.2018 16:00 - 03.10.2018 17:00","540","0"
"03.10.2018 17:00 - 03.10.2018 18:00","455","0"
"03.10.2018 18:00 - 03.10.2018 19:00","285","0"
"03.10.2018 19:00 - 03.10.2018 20:00","268","0"
"03.10.2018 20:00 - 03.10.2018 21:00","392","0"
"03.10.2018 21:00 - 03.10.2018 22:00","584","0"
"03.10.2018 22:00 - 03.10.2018 23:00","743","0"
"03.10.2018 23:00 - 04.10.2018 00:00","664","0"
"04.10.2018 00:00 - 04.10.2018 01:00","624","0"
"04.10.2018 01:00 - 04.10.2018 02:00","571","0"
"04.10.2018 02:00 - 04.10.2018 03:00","448","0"
"04.10.2018 03:00 - 04.10.2018 04:00","439","0"
"04.10.2018 04:00 - 04.10.2018 05:00","445","0"
"04.10.2018 05:00 - 04.10.2018 06:00","499","0"
"04.10.2018 06:00 - 04.10.2018 07:00","282","0"
"04.10.2018 07:00 - 04.10.2018 08:00","199","0"
"04.10.2018 08:00 - 04.10.2018 09:00","142","0"
"04.10.2018 09:00 - 04.10.2018 10:00","166","0"
"04.10.2018 10:00 - 04.10.2018 11:00","296","0"
"04.10.2018 11:00 - 04.10.2018 12:00","333","0"
"04.10.2018 12:00 - 04.10.2018 13:00","377","0"
"04.10.2018 13:00 - 04.10.2018 14:00","388","0"
"04.10.2018 14:00 - 04.10.2018 15:00","417","0"
"04.10.2018 15:00 - 04.10.2018 16:00","380","0"
"04.10.2018 16:00 - 04.10.2018 17:00","272","0"
"04.10.2018 17:00 - 04.10.2018 18:00","145","0"
"04.10.2018 18:00 - 04.10.2018 19:00","0","36"
"04.10.2018 19:00 - 04.10.2018 20:00","0","52"
"04.10.2018 20:00 - 04.10.2018 21:00","119","0"
"04.10.2018 21:00 - 04.10.2018 22:00","434","0"
"04.10.2018 22:00 - 04.10.2018 23:00","618","0"
"04.10.2018 23:00 - 05.10.2018 00:00","608","0"
"05.10.2018 00:00 - 05.10.2018 01:00","709","0"
"05.10.2018 01:00 - 05.10.2018 02:00","691","0"
"05.10.2018 02:00 - 05.10.2018 03:00","664","0"
"05.10.2018 03:00 - 05.10.2018 04:00","599","0"
"05.10.2018 04:00 - 05.10.2018 05:00","604","0"
"05.10.2018 05:00 - 05.10.2018 06:00","607","0"
"05.10.2018 06:00 - 05.10.2018 07:00","424","0"
"05.10.2018 07:00 - 05.10.2018 08:00","364","0"
"05.10.2018 08:00 - 05.10.2018 09:00","447","0"
"05.10.2018 09:00 - 05.10.2018 10:00","404","0"
"05.10.2018 10:00 - 05.10.2018 11:00","420","0"
"05.10.2018 11:00 - 05.10.2018 12:00","499","0"
"05.10.2018 12:00 - 05.10.2018 13:00","455","0"
"05.10.2018 13:00 - 05.10.2018 14:00","510","0"
"05.10.2018 14:00 - 05.10.2018 15:00","494","0"
"05.10.2018 15:00 - 05.10.2018 16:00","537","0"
"05.10.2018 16:00 - 05.10.2018 17:00","447","0"
"05.10.2018 17:00 - 05.10.2018 18:00","319","0"
"05.10.2018 18:00 - 05.10.2018 19:00","198","0"
"05.10.2018 19:00 - 05.10.2018 20:00","219","0"
"05.10.2018 20:00 - 05.10.2018 21:00","422","0"
"05.10.2018 21:00 - 05.10.2018 22:00","462","0"
"05.10.2018 22:00 - 05.10.2018 23:00","628","0"
"05.10.2018 23:00 - 06.10.2018 00:00","721","0"
"06.10.2018 00:00 - 06.10.2018 01:00","857","0"
"06.10.2018 01:00 - 06.10.2018 02:00","925","0"
"06.10.2018 02:00 - 06.10.2018 03:00","816","0"
"06.10.2018 03:00 - 06.10.2018 04:00","721","0"
"06.10.2018 04:00 - 06.10.2018 05:00","687","0"
"06.10.2018 05:00 - 06.10.2018 06:00","734","0"
"06.10.2018 06:00 - 06.10.2018 07:00","509","0"
"06.10.2018 07:00 - 06.10.2018 08:00","602","0"
"06.10.2018 08:00 - 06.10.2018 09:00","514","0"
"06.10.2018 09:00 - 06.10.2018 10:00","494","0"
"06.10.2018 10:00 - 06.10.2018 11:00","452","0"
"06.10.2018 11:00 - 06.10.2018 12:00","482","0"
"06.10.2018 12:00 - 06.10.2018 13:00","573","0"
"06.10.2018 13:00 - 06.10.2018 14:00","593","0"
"06.10.2018 14:00 - 06.10.2018 15:00","564","0"
"06.10.2018 15:00 - 06.10.2018 16:00","557","0"
"06.10.2018 16:00 - 06.10.2018 17:00","475","0"
"06.10.2018 17:00 - 06.10.2018 18:00","424","0"
"06.10.2018 18:00 - 06.10.2018 19:00","356","0"
"06.10.2018 19:00 - 06.10.2018 20:00","321","0"
"06.10.2018 20:00 - 06.10.2018 21:00","574","0"
"06.10.2018 21:00 - 06.10.2018 22:00","705","0"
"06.10.2018 22:00 - 06.10.2018 23:00","769","0"
"06.10.2018 23:00 - 07.10.2018 00:00","842","0"
"07.10.2018 00:00 - 07.10.2018 01:00","928","0"
"07.10.2018 01:00 - 07.10.2018 02:00","871","0"
"07.10.2018 02:00 - 07.10.2018 03:00","749","0"
"07.10.2018 03:00 - 07.10.2018 04:00","721","0"
"07.10.2018 04:00 - 07.10.2018 05:00","690","0"
"07.10.2018 05:00 - 07.10.2018 06:00","710","0"
"07.10.2018 06:00 - 07.10.2018 07:00","760","0"
"07.10.2018 07:00 - 07.10.2018 08:00","807","0"
"07.10.2018 08:00 - 07.10.2018 09:00","776","0"
"07.10.2018 09:00 - 07.10.2018 10:00","738","0"
"07.10.2018 10:00 - 07.10.2018 11:00","672","0"
"07.10.2018 11:00 - 07.10.2018 12:00","710","0"
"07.10.2018 12:00 - 07.10.2018 13:00","813","0"
"07.10.2018 13:00 - 07.10.2018 14:00","847","0"
"07.10.2018 14:00 - 07.10.2018 15:00","825","0"
"07.10.2018 15:00 - 07.10.2018 16:00","731","0"
"07.10.2018 16:00 - 07.10.2018 17:00","648","0"
"07.10.2018 17:00 - 07.10.2018 18:00","624","0"
"07.10.2018 18:00 - 07.10.2018 19:00","607","0"
"07.10.2018 19:00 - 07.10.2018 20:00","513","0"
"07.10.2018 20:00 - 07.10.2018 21:00","661","0"
"07.10.2018 21:00 - 07.10.2018 22:00","910","0"
"07.10.2018 22:00 - 07.10.2018 23:00","1029","0"
"07.10.2018 23:00 - 08.10.2018 00:00","1011","0"
"08.10.2018 00:00 - 08.10.2018 01:00","990","0"
"08.10.2018 01:00 - 08.10.2018 02:00","965","0"
"08.10.2018 02:00 - 08.10.2018 03:00","893","0"
"08.10.2018 03:00 - 08.10.2018 04:00","821","0"
"08.10.2018 04:00 - 08.10.2018 05:00","822","0"
"08.10.2018 05:00 - 08.10.2018 06:00","853","0"
"08.10.2018 06:00 - 08.10.2018 07:00","447","0"
"08.10.2018 07:00 - 08.10.2018 08:00","434","0"
"08.10.2018 08:00 - 08.10.2018 09:00","427","0"
"08.10.2018 09:00 - 08.10.2018 10:00","484","0"
"08.10.2018 10:00 - 08.10.2018 11:00","453","0"
"08.10.2018 11:00 - 08.10.2018 12:00","501","0"
"08.10.2018 12:00 - 08.10.2018 13:00","471","0"
"08.10.2018 13:00 - 08.10.2018 14:00","515","0"
"08.10.2018 14:00 - 08.10.2018 15:00","543","0"
"08.10.2018 15:00 - 08.10.2018 16:00","518","0"
"08.10.2018 16:00 - 08.10.2018 17:00","448","0"
"08.10.2018 17:00 - 08.10.2018 18:00","342","0"
"08.10.2018 18:00 - 08.10.2018 19:00","226","0"
"08.10.2018 19:00 - 08.10.2018 20:00","183","0"
"08.10.2018 20:00 - 08.10.2018 21:00","340","0"
"08.10.2018 21:00 - 08.10.2018 22:00","699","0"
"08.10.2018 22:00 - 08.10.2018 23:00","883","0"
"08.10.2018 23:00 - 09.10.2018 00:00","894","0"
"09.10.2018 00:00 - 09.10.2018 01:00","843","0"
"09.10.2018 01:00 - 09.10.2018 02:00","760","0"
"09.10.2018 02:00 - 09.10.2018 03:00","695","0"
"09.10.2018 03:00 - 09.10.2018 04:00","656","0"
"09.10.2018 04:00 - 09.10.2018 05:00","645","0"
"09.10.2018 05:00 - 09.10.2018 06:00","623","0"
"09.10.2018 06:00 - 09.10.2018 07:00","140","0"
"09.10.2018 07:00 - 09.10.2018 08:00","180","0"
"09.10.2018 08:00 - 09.10.2018 09:00","259","0"
"09.10.2018 09:00 - 09.10.2018 10:00","364","0"
"09.10.2018 10:00 - 09.10.2018 11:00","473","0"
"09.10.2018 11:00 - 09.10.2018 12:00","512","0"
"09.10.2018 12:00 - 09.10.2018 13:00","505","0"
"09.10.2018 13:00 - 09.10.2018 14:00","502","0"
"09.10.2018 14:00 - 09.10.2018 15:00","564","0"
"09.10.2018 15:00 - 09.10.2018 16:00","458","0"
"09.10.2018 16:00 - 09.10.2018 17:00","402","0"
"09.10.2018 17:00 - 09.10.2018 18:00","273","0"
"09.10.2018 18:00 - 09.10.2018 19:00","214","0"
"09.10.2018 19:00 - 09.10.2018 20:00","185","0"
"09.10.2018 20:00 - 09.10.2018 21:00","339","0"
"09.10.2018 21:00 - 09.10.2018 22:00","624","0"
"09.10.2018 22:00 - 09.10.2018 23:00","806","0"
"09.10.2018 23:00 - 10.10.2018 00:00","742","0"
"10.10.2018 00:00 - 10.10.2018 01:00","872","0"
"10.10.2018 01:00 - 10.10.2018 02:00","863","0"
"10.10.2018 02:00 - 10.10.2018 03:00","759","0"
"10.10.2018 03:00 - 10.10.2018 04:00","621","0"
"10.10.2018 04:00 - 10.10.2018 05:00","615","0"
"10.10.2018 05:00 - 10.10.2018 06:00","683","0"
"10.10.2018 06:00 - 10.10.2018 07:00","183","0"
"10.10.2018 07:00 - 10.10.2018 08:00","144","0"
"10.10.2018 08:00 - 10.10.2018 09:00","170","0"
"10.10.2018 09:00 - 10.10.2018 10:00","314","0"
"10.10.2018 10:00 - 10.10.2018 11:00","489","0"
"10.10.2018 11:00 - 10.10.2018 12:00","575","0"
"10.10.2018 12:00 - 10.10.2018 13:00","516","0"
"10.10.2018 13:00 - 10.10.2018 14:00","558","0"
"10.10.2018 14:00 - 10.10.2018 15:00","581","0"
"10.10.2018 15:00 - 10.10.2018 16:00","610","0"
"10.10.2018 16:00 - 10.10.2018 17:00","505","0"
"10.10.2018 17:00 - 10.10.2018 18:00","392","0"
"10.10.2018 18:00 - 10.10.2018 19:00","297","0"
"10.10.2018 19:00 - 10.10.2018 20:00","349","0"
"10.10.2018 20:00 - 10.10.2018 21:00","443","0"
"10.10.2018 21:00 - 10.10.2018 22:00","686","0"
"10.10.2018 22:00 - 10.10.2018 23:00","818","0"
"10.10.2018 23:00 - 11.10.2018 00:00","848","0"
"11.10.2018 00:00 - 11.10.2018 01:00","915","0"
"11.10.2018 01:00 - 11.10.2018 02:00","936","0"
"11.10.2018 02:00 - 11.10.2018 03:00","894","0"
"11.10.2018 03:00 - 11.10.2018 04:00","855","0"
"11.10.2018 04:00 - 11.10.2018 05:00","861","0"
"11.10.2018 05:00 - 11.10.2018 06:00","809","0"
"11.10.2018 06:00 - 11.10.2018 07:00","482","0"
"11.10.2018 07:00 - 11.10.2018 08:00","382","0"
"11.10.2018 08:00 - 11.10.2018 09:00","433","0"
"11.10.2018 09:00 - 11.10.2018 10:00","436","0"
"11.10.2018 10:00 - 11.10.2018 11:00","496","0"
"11.10.2018 11:00 - 11.10.2018 12:00","531","0"
"11.10.2018 12:00 - 11.10.2018 13:00","497","0"
"11.10.2018 13:00 - 11.10.2018 14:00","504","0"
"11.10.2018 14:00 - 11.10.2018 15:00","580","0"
"11.10.2018 15:00 - 11.10.2018 16:00","562","0"
"11.10.2018 16:00 - 11.10.2018 17:00","498","0"
"11.10.2018 17:00 - 11.10.2018 18:00","424","0"
"11.10.2018 18:00 - 11.10.2018 19:00","368","0"
"11.10.2018 19:00 - 11.10.2018 20:00","417","0"
"11.10.2018 20:00 - 11.10.2018 21:00","576","0"
"11.10.2018 21:00 - 11.10.2018 22:00","727","0"
"11.10.2018 22:00 - 11.10.2018 23:00","864","0"
"11.10.2018 23:00 - 12.10.2018 00:00","887","0"
"12.10.2018 00:00 - 12.10.2018 01:00","972","0"
"12.10.2018 01:00 - 12.10.2018 02:00","1002","0"
"12.10.2018 02:00 - 12.10.2018 03:00","971","0"
"12.10.2018 03:00 - 12.10.2018 04:00","903","0"
"12.10.2018 04:00 - 12.10.2018 05:00","853","0"
"12.10.2018 05:00 - 12.10.2018 06:00","860","0"
"12.10.2018 06:00 - 12.10.2018 07:00","485","0"
"12.10.2018 07:00 - 12.10.2018 08:00","356","0"
"12.10.2018 08:00 - 12.10.2018 09:00","456","0"
"12.10.2018 09:00 - 12.10.2018 10:00","513","0"
"12.10.2018 10:00 - 12.10.2018 11:00","517","0"
"12.10.2018 11:00 - 12.10.2018 12:00","574","0"
"12.10.2018 12:00 - 12.10.2018 13:00","665","0"
"12.10.2018 13:00 - 12.10.2018 14:00","708","0"
"12.10.2018 14:00 - 12.10.2018 15:00","635","0"
"12.10.2018 15:00 - 12.10.2018 16:00","517","0"
"12.10.2018 16:00 - 12.10.2018 17:00","373","0"
"12.10.2018 17:00 - 12.10.2018 18:00","180","0"
"12.10.2018 18:00 - 12.10.2018 19:00","190","0"
"12.10.2018 19:00 - 12.10.2018 20:00","124","0"
"12.10.2018 20:00 - 12.10.2018 21:00","303","0"
"12.10.2018 21:00 - 12.10.2018 22:00","492","0"
"12.10.2018 22:00 - 12.10.2018 23:00","666","0"
"12.10.2018 23:00 - 13.10.2018 00:00","870","0"
"13.10.2018 00:00 - 13.10.2018 01:00","940","0"
"13.10.2018 01:00 - 13.10.2018 02:00","924","0"
"13.10.2018 02:00 - 13.10.2018 03:00","826","0"
"13.10.2018 03:00 - 13.10.2018 04:00","731","0"
"13.10.2018 04:00 - 13.10.2018 05:00","716","0"
"13.10.2018 05:00 - 13.10.2018 06:00","750","0"
"13.10.2018 06:00 - 13.10.2018 07:00","527","0"
"13.10.2018 07:00 - 13.10.2018 08:00","556","0"
"13.10.2018 08:00 - 13.10.2018 09:00","644","0"
"13.10.2018 09:00 - 13.10.2018 10:00","621","0"
"13.10.2018 10:00 - 13.10.2018 11:00","609","0"
"13.10.2018 11:00 - 13.10.2018 12:00","630","0"
"13.10.2018 12:00 - 13.10.2018 13:00","729","0"
"13.10.2018 13:00 - 13.10.2018 14:00","708","0"
"13.10.2018 14:00 - 13.10.2018 15:00","710","0"
"13.10.2018 15:00 - 13.10.2018 16:00","689","0"
"13.10.2018 16:00 - 13.10.2018 17:00","615","0"
"13.10.2018 17:00 - 13.10.2018 18:00","430","0"
"13.10.2018 18:00 - 13.10.2018 19:00","455","0"
"13.10.2018 19:00 - 13.10.2018 20:00","555","0"
"13.10.2018 20:00 - 13.10.2018 21:00","652","0"
"13.10.2018 21:00 - 13.10.2018 22:00","861","0"
"13.10.2018 22:00 - 13.10.2018 23:00","951","0"
"13.10.2018 23:00 - 14.10.2018 00:00","1123","0"
"14.10.2018 00:00 - 14.10.2018 01:00","1057","0"
"14.10.2018 01:00 - 14.10.2018 02:00","1063","0"
"14.10.2018 02:00 - 14.10.2018 03:00","1031","0"
"14.10.2018 03:00 - 14.10.2018 04:00","937","0"
"14.10.2018 04:00 - 14.10.2018 05:00","888","0"
"14.10.2018 05:00 - 14.10.2018 06:00","869","0"
"14.10.2018 06:00 - 14.10.2018 07:00","899","0"
"14.10.2018 07:00 - 14.10.2018 08:00","951","0"
"14.10.2018 08:00 - 14.10.2018 09:00","896","0"
"14.10.2018 09:00 - 14.10.2018 10:00","914","0"
"14.10.2018 10:00 - 14.10.2018 11:00","982","0"
"14.10.2018 11:00 - 14.10.2018 12:00","1066","0"
"14.10.2018 12:00 - 14.10.2018 13:00","1145","0"
"14.10.2018 13:00 - 14.10.2018 14:00","1091","0"
"14.10.2018 14:00 - 14.10.2018 15:00","1002","0"
"14.10.2018 15:00 - 14.10.2018 16:00","991","0"
"14.10.2018 16:00 - 14.10.2018 17:00","949","0"
"14.10.2018 17:00 - 14.10.2018 18:00","1007","0"
"14.10.2018 18:00 - 14.10.2018 19:00","761","0"
"14.10.2018 19:00 - 14.10.2018 20:00","749","0"
"14.10.2018 20:00 - 14.10.2018 21:00","749","0"
"14.10.2018 21:00 - 14.10.2018 22:00","918","0"
"14.10.2018 22:00 - 14.10.2018 23:00","1054","0"
"14.10.2018 23:00 - 15.10.2018 00:00","1171","0"
"15.10.2018 00:00 - 15.10.2018 01:00","1080","0"
"15.10.2018 01:00 - 15.10.2018 02:00","1009","0"
"15.10.2018 02:00 - 15.10.2018 03:00","903","0"
"15.10.2018 03:00 - 15.10.2018 04:00","837","0"
"15.10.2018 04:00 - 15.10.2018 05:00","865","0"
"15.10.2018 05:00 - 15.10.2018 06:00","822","0"
"15.10.2018 06:00 - 15.10.2018 07:00","505","0"
"15.10.2018 07:00 - 15.10.2018 08:00","372","0"
"15.10.2018 08:00 - 15.10.2018 09:00","497","0"
"15.10.2018 09:00 - 15.10.2018 10:00","463","0"
"15.10.2018 10:00 - 15.10.2018 11:00","443","0"
