"Time (CET)","Lithuania (LT) > Poland (PL) [MW]","Poland (PL) > Lithuania (LT) [MW]"
"20.09.2018 17:00 - 20.09.2018 18:00","486","0"
"20.09.2018 18:00 - 20.09.2018 19:00","486","0"
"20.09.2018 19:00 - 20.09.2018 20:00","486","0"
"20.09.2018 20:00 - 20.09.2018 21:00","483","0"
"20.09.2018 21:00 - 20.09.2018 22:00","124","0"
"20.09.2018 22:00 - 20.09.2018 23:00","480","0"
"20.09.2018 23:00 - 21.09.2018 00:00","486","0"
"21.09.2018 00:00 - 21.09.2018 01:00","303","0"
"21.09.2018 01:00 - 21.09.2018 02:00","0","159"
"21.09.2018 02:00 - 21.09.2018 03:00","0","263"
"21.09.2018 03:00 - 21.09.2018 04:00","0","419"
"21.09.2018 04:00 - 21.09.2018 05:00","0","270"
"21.09.2018 05:00 - 21.09.2018 06:00","139","0"
"21.09.2018 06:00 - 21.09.2018 07:00","0","235"
"21.09.2018 07:00 - 21.09.2018 08:00","0","428"
"21.09.2018 08:00 - 21.09.2018 09:00","60","0"
"21.09.2018 09:00 - 21.09.2018 10:00","483","0"
"21.09.2018 10:00 - 21.09.2018 11:00","331","0"
"21.09.2018 11:00 - 21.09.2018 12:00","226","0"
"21.09.2018 12:00 - 21.09.2018 13:00","336","0"
"21.09.2018 13:00 - 21.09.2018 14:00","296","0"
"21.09.2018 14:00 - 21.09.2018 15:00","189","0"
"21.09.2018 15:00 - 21.09.2018 16:00","226","0"
"21.09.2018 16:00 - 21.09.2018 17:00","48","0"
"21.09.2018 17:00 - 21.09.2018 18:00","1","0"
"21.09.2018 18:00 - 21.09.2018 19:00","48","0"
"21.09.2018 19:00 - 21.09.2018 20:00","1","0"
"21.09.2018 20:00 - 21.09.2018 21:00","216","0"
"21.09.2018 21:00 - 21.09.2018 22:00","488","0"
"21.09.2018 22:00 - 21.09.2018 23:00","288","0"
"21.09.2018 23:00 - 22.09.2018 00:00","0","173"
"22.09.2018 00:00 - 22.09.2018 01:00","0","490"
"22.09.2018 01:00 - 22.09.2018 02:00","0","496"
"22.09.2018 02:00 - 22.09.2018 03:00","0","496"
"22.09.2018 03:00 - 22.09.2018 04:00","0","492"
"22.09.2018 04:00 - 22.09.2018 05:00","0","490"
"22.09.2018 05:00 - 22.09.2018 06:00","0","486"
"22.09.2018 06:00 - 22.09.2018 07:00","0","259"
"22.09.2018 07:00 - 22.09.2018 08:00","0","51"
"22.09.2018 08:00 - 22.09.2018 09:00","0","0"
"22.09.2018 09:00 - 22.09.2018 10:00","0","64"
"22.09.2018 10:00 - 22.09.2018 11:00","47","0"
"22.09.2018 11:00 - 22.09.2018 12:00","76","0"
"22.09.2018 12:00 - 22.09.2018 13:00","69","0"
"22.09.2018 13:00 - 22.09.2018 14:00","106","0"
"22.09.2018 14:00 - 22.09.2018 15:00","125","0"
"22.09.2018 15:00 - 22.09.2018 16:00","117","0"
"22.09.2018 16:00 - 22.09.2018 17:00","77","0"
"22.09.2018 17:00 - 22.09.2018 18:00","48","0"
"22.09.2018 18:00 - 22.09.2018 19:00","0","75"
"22.09.2018 19:00 - 22.09.2018 20:00","197","0"
"22.09.2018 20:00 - 22.09.2018 21:00","304","0"
"22.09.2018 21:00 - 22.09.2018 22:00","148","0"
"22.09.2018 22:00 - 22.09.2018 23:00","0","176"
"22.09.2018 23:00 - 23.09.2018 00:00","0","466"
"23.09.2018 00:00 - 23.09.2018 01:00","0","278"
"23.09.2018 01:00 - 23.09.2018 02:00","0","491"
"23.09.2018 02:00 - 23.09.2018 03:00","0","492"
"23.09.2018 03:00 - 23.09.2018 04:00","0","491"
"23.09.2018 04:00 - 23.09.2018 05:00","0","351"
"23.09.2018 05:00 - 23.09.2018 06:00","0","298"
"23.09.2018 06:00 - 23.09.2018 07:00","0","296"
"23.09.2018 07:00 - 23.09.2018 08:00","0","4"
"23.09.2018 08:00 - 23.09.2018 09:00","1","0"
"23.09.2018 09:00 - 23.09.2018 10:00","143","0"
"23.09.2018 10:00 - 23.09.2018 11:00","147","0"
"23.09.2018 11:00 - 23.09.2018 12:00","177","0"
"23.09.2018 12:00 - 23.09.2018 13:00","195","0"
"23.09.2018 13:00 - 23.09.2018 14:00","197","0"
"23.09.2018 14:00 - 23.09.2018 15:00","197","0"
"23.09.2018 15:00 - 23.09.2018 16:00","179","0"
"23.09.2018 16:00 - 23.09.2018 17:00","136","0"
"23.09.2018 17:00 - 23.09.2018 18:00","62","0"
"23.09.2018 18:00 - 23.09.2018 19:00","0","57"
"23.09.2018 19:00 - 23.09.2018 20:00","458","0"
"23.09.2018 20:00 - 23.09.2018 21:00","216","0"
"23.09.2018 21:00 - 23.09.2018 22:00","10","0"
"23.09.2018 22:00 - 23.09.2018 23:00","434","0"
"23.09.2018 23:00 - 24.09.2018 00:00","247","0"
"24.09.2018 00:00 - 24.09.2018 01:00","3","0"
"24.09.2018 01:00 - 24.09.2018 02:00","52","0"
"24.09.2018 02:00 - 24.09.2018 03:00","47","0"
"24.09.2018 03:00 - 24.09.2018 04:00","0","0"
"24.09.2018 04:00 - 24.09.2018 05:00","0","52"
"24.09.2018 05:00 - 24.09.2018 06:00","0","310"
"24.09.2018 06:00 - 24.09.2018 07:00","0","321"
"24.09.2018 07:00 - 24.09.2018 08:00","0","58"
"24.09.2018 08:00 - 24.09.2018 09:00","0","0"
"24.09.2018 09:00 - 24.09.2018 10:00","0","0"
"24.09.2018 10:00 - 24.09.2018 11:00","0","0"
"24.09.2018 11:00 - 24.09.2018 12:00","1","0"
"24.09.2018 12:00 - 24.09.2018 13:00","51","0"
"24.09.2018 13:00 - 24.09.2018 14:00","211","0"
"24.09.2018 14:00 - 24.09.2018 15:00","130","0"
"24.09.2018 15:00 - 24.09.2018 16:00","163","0"
"24.09.2018 16:00 - 24.09.2018 17:00","108","0"
"24.09.2018 17:00 - 24.09.2018 18:00","108","0"
"24.09.2018 18:00 - 24.09.2018 19:00","210","0"
"24.09.2018 19:00 - 24.09.2018 20:00","487","0"
"24.09.2018 20:00 - 24.09.2018 21:00","487","0"
"24.09.2018 21:00 - 24.09.2018 22:00","486","0"
"24.09.2018 22:00 - 24.09.2018 23:00","486","0"
"24.09.2018 23:00 - 25.09.2018 00:00","478","0"
"25.09.2018 00:00 - 25.09.2018 01:00","51","0"
"25.09.2018 01:00 - 25.09.2018 02:00","1","0"
"25.09.2018 02:00 - 25.09.2018 03:00","1","0"
"25.09.2018 03:00 - 25.09.2018 04:00","1","0"
"25.09.2018 04:00 - 25.09.2018 05:00","3","0"
"25.09.2018 05:00 - 25.09.2018 06:00","250","0"
"25.09.2018 06:00 - 25.09.2018 07:00","124","0"
"25.09.2018 07:00 - 25.09.2018 08:00","7","0"
"25.09.2018 08:00 - 25.09.2018 09:00","2","0"
"25.09.2018 09:00 - 25.09.2018 10:00","229","0"
"25.09.2018 10:00 - 25.09.2018 11:00","262","0"
"25.09.2018 11:00 - 25.09.2018 12:00","329","0"
"25.09.2018 12:00 - 25.09.2018 13:00","277","0"
"25.09.2018 13:00 - 25.09.2018 14:00","316","0"
"25.09.2018 14:00 - 25.09.2018 15:00","389","0"
"25.09.2018 15:00 - 25.09.2018 16:00","398","0"
"25.09.2018 16:00 - 25.09.2018 17:00","386","0"
"25.09.2018 17:00 - 25.09.2018 18:00","483","0"
"25.09.2018 18:00 - 25.09.2018 19:00","410","0"
"25.09.2018 19:00 - 25.09.2018 20:00","485","0"
"25.09.2018 20:00 - 25.09.2018 21:00","486","0"
"25.09.2018 21:00 - 25.09.2018 22:00","486","0"
"25.09.2018 22:00 - 25.09.2018 23:00","486","0"
"25.09.2018 23:00 - 26.09.2018 00:00","486","0"
"26.09.2018 00:00 - 26.09.2018 01:00","248","0"
"26.09.2018 01:00 - 26.09.2018 02:00","85","0"
"26.09.2018 02:00 - 26.09.2018 03:00","1","0"
"26.09.2018 03:00 - 26.09.2018 04:00","1","0"
"26.09.2018 04:00 - 26.09.2018 05:00","49","0"
"26.09.2018 05:00 - 26.09.2018 06:00","108","0"
"26.09.2018 06:00 - 26.09.2018 07:00","0","90"
"26.09.2018 07:00 - 26.09.2018 08:00","7","0"
"26.09.2018 08:00 - 26.09.2018 09:00","390","0"
"26.09.2018 09:00 - 26.09.2018 10:00","0","66"
"26.09.2018 10:00 - 26.09.2018 11:00","0","49"
"26.09.2018 11:00 - 26.09.2018 12:00","48","0"
"26.09.2018 12:00 - 26.09.2018 13:00","0","48"
"26.09.2018 13:00 - 26.09.2018 14:00","0","62"
"26.09.2018 14:00 - 26.09.2018 15:00","0","217"
"26.09.2018 15:00 - 26.09.2018 16:00","0","170"
"26.09.2018 16:00 - 26.09.2018 17:00","0","216"
"26.09.2018 17:00 - 26.09.2018 18:00","0","51"
"26.09.2018 18:00 - 26.09.2018 19:00","52","0"
"26.09.2018 19:00 - 26.09.2018 20:00","57","0"
"26.09.2018 20:00 - 26.09.2018 21:00","235","0"
"26.09.2018 21:00 - 26.09.2018 22:00","242","0"
"26.09.2018 22:00 - 26.09.2018 23:00","1","0"
"26.09.2018 23:00 - 27.09.2018 00:00","0","0"
"27.09.2018 00:00 - 27.09.2018 01:00","0","0"
"27.09.2018 01:00 - 27.09.2018 02:00","0","0"
"27.09.2018 02:00 - 27.09.2018 03:00","0","0"
"27.09.2018 03:00 - 27.09.2018 04:00","0","0"
"27.09.2018 04:00 - 27.09.2018 05:00","0","0"
"27.09.2018 05:00 - 27.09.2018 06:00","0","1"
"27.09.2018 06:00 - 27.09.2018 07:00","0","184"
"27.09.2018 07:00 - 27.09.2018 08:00","0","50"
"27.09.2018 08:00 - 27.09.2018 09:00","0","0"
"27.09.2018 09:00 - 27.09.2018 10:00","75","0"
"27.09.2018 10:00 - 27.09.2018 11:00","104","0"
"27.09.2018 11:00 - 27.09.2018 12:00","174","0"
"27.09.2018 12:00 - 27.09.2018 13:00","133","0"
"27.09.2018 13:00 - 27.09.2018 14:00","59","0"
"27.09.2018 14:00 - 27.09.2018 15:00","0","117"
"27.09.2018 15:00 - 27.09.2018 16:00","0","100"
"27.09.2018 16:00 - 27.09.2018 17:00","117","0"
"27.09.2018 17:00 - 27.09.2018 18:00","0","74"
"27.09.2018 18:00 - 27.09.2018 19:00","156","0"
"27.09.2018 19:00 - 27.09.2018 20:00","458","0"
"27.09.2018 20:00 - 27.09.2018 21:00","452","0"
"27.09.2018 21:00 - 27.09.2018 22:00","426","0"
"27.09.2018 22:00 - 27.09.2018 23:00","486","0"
"27.09.2018 23:00 - 28.09.2018 00:00","451","0"
"28.09.2018 00:00 - 28.09.2018 01:00","6","0"
"28.09.2018 01:00 - 28.09.2018 02:00","0","0"
"28.09.2018 02:00 - 28.09.2018 03:00","0","0"
"28.09.2018 03:00 - 28.09.2018 04:00","0","0"
"28.09.2018 04:00 - 28.09.2018 05:00","0","7"
"28.09.2018 05:00 - 28.09.2018 06:00","0","379"
"28.09.2018 06:00 - 28.09.2018 07:00","0","316"
"28.09.2018 07:00 - 28.09.2018 08:00","0","1"
"28.09.2018 08:00 - 28.09.2018 09:00","218","0"
"28.09.2018 09:00 - 28.09.2018 10:00","408","0"
"28.09.2018 10:00 - 28.09.2018 11:00","330","0"
"28.09.2018 11:00 - 28.09.2018 12:00","474","0"
"28.09.2018 12:00 - 28.09.2018 13:00","481","0"
"28.09.2018 13:00 - 28.09.2018 14:00","491","0"
"28.09.2018 14:00 - 28.09.2018 15:00","361","0"
"28.09.2018 15:00 - 28.09.2018 16:00","301","0"
"28.09.2018 16:00 - 28.09.2018 17:00","51","0"
"28.09.2018 17:00 - 28.09.2018 18:00","113","0"
"28.09.2018 18:00 - 28.09.2018 19:00","243","0"
"28.09.2018 19:00 - 28.09.2018 20:00","486","0"
"28.09.2018 20:00 - 28.09.2018 21:00","489","0"
"28.09.2018 21:00 - 28.09.2018 22:00","93","0"
"28.09.2018 22:00 - 28.09.2018 23:00","478","0"
"28.09.2018 23:00 - 29.09.2018 00:00","476","0"
"29.09.2018 00:00 - 29.09.2018 01:00","0","48"
"29.09.2018 01:00 - 29.09.2018 02:00","0","319"
"29.09.2018 02:00 - 29.09.2018 03:00","0","355"
"29.09.2018 03:00 - 29.09.2018 04:00","0","355"
"29.09.2018 04:00 - 29.09.2018 05:00","0","299"
"29.09.2018 05:00 - 29.09.2018 06:00","0","122"
"29.09.2018 06:00 - 29.09.2018 07:00","224","0"
"29.09.2018 07:00 - 29.09.2018 08:00","101","0"
"29.09.2018 08:00 - 29.09.2018 09:00","232","0"
"29.09.2018 09:00 - 29.09.2018 10:00","266","0"
"29.09.2018 10:00 - 29.09.2018 11:00","455","0"
"29.09.2018 11:00 - 29.09.2018 12:00","486","0"
"29.09.2018 12:00 - 29.09.2018 13:00","486","0"
"29.09.2018 13:00 - 29.09.2018 14:00","333","0"
"29.09.2018 14:00 - 29.09.2018 15:00","78","0"
"29.09.2018 15:00 - 29.09.2018 16:00","0","108"
"29.09.2018 16:00 - 29.09.2018 17:00","0","94"
"29.09.2018 17:00 - 29.09.2018 18:00","0","194"
"29.09.2018 18:00 - 29.09.2018 19:00","86","0"
"29.09.2018 19:00 - 29.09.2018 20:00","484","0"
"29.09.2018 20:00 - 29.09.2018 21:00","155","0"
"29.09.2018 21:00 - 29.09.2018 22:00","5","0"
"29.09.2018 22:00 - 29.09.2018 23:00","474","0"
"29.09.2018 23:00 - 30.09.2018 00:00","480","0"
"30.09.2018 00:00 - 30.09.2018 01:00","10","0"
"30.09.2018 01:00 - 30.09.2018 02:00","1","0"
"30.09.2018 02:00 - 30.09.2018 03:00","1","0"
"30.09.2018 03:00 - 30.09.2018 04:00","1","0"
"30.09.2018 04:00 - 30.09.2018 05:00","1","0"
"30.09.2018 05:00 - 30.09.2018 06:00","1","0"
"30.09.2018 06:00 - 30.09.2018 07:00","1","0"
"30.09.2018 07:00 - 30.09.2018 08:00","130","0"
"30.09.2018 08:00 - 30.09.2018 09:00","0","118"
"30.09.2018 09:00 - 30.09.2018 10:00","0","134"
"30.09.2018 10:00 - 30.09.2018 11:00","0","119"
"30.09.2018 11:00 - 30.09.2018 12:00","0","79"
"30.09.2018 12:00 - 30.09.2018 13:00","0","52"
"30.09.2018 13:00 - 30.09.2018 14:00","0","49"
"30.09.2018 14:00 - 30.09.2018 15:00","0","50"
"30.09.2018 15:00 - 30.09.2018 16:00","0","87"
"30.09.2018 16:00 - 30.09.2018 17:00","0","148"
"30.09.2018 17:00 - 30.09.2018 18:00","0","182"
"30.09.2018 18:00 - 30.09.2018 19:00","0","319"
"30.09.2018 19:00 - 30.09.2018 20:00","0","72"
"30.09.2018 20:00 - 30.09.2018 21:00","0","267"
"30.09.2018 21:00 - 30.09.2018 22:00","0","92"
"30.09.2018 22:00 - 30.09.2018 23:00","43","0"
"30.09.2018 23:00 - 01.10.2018 00:00","182","0"
"01.10.2018 00:00 - 01.10.2018 01:00","0","79"
"01.10.2018 01:00 - 01.10.2018 02:00","0","254"
"01.10.2018 02:00 - 01.10.2018 03:00","0","265"
"01.10.2018 03:00 - 01.10.2018 04:00","0","335"
"01.10.2018 04:00 - 01.10.2018 05:00","0","492"
"01.10.2018 05:00 - 01.10.2018 06:00","0","261"
"01.10.2018 06:00 - 01.10.2018 07:00","0","294"
"01.10.2018 07:00 - 01.10.2018 08:00","82","0"
"01.10.2018 08:00 - 01.10.2018 09:00","426","0"
"01.10.2018 09:00 - 01.10.2018 10:00","417","0"
"01.10.2018 10:00 - 01.10.2018 11:00","428","0"
"01.10.2018 11:00 - 01.10.2018 12:00","480","0"
"01.10.2018 12:00 - 01.10.2018 13:00","390","0"
"01.10.2018 13:00 - 01.10.2018 14:00","412","0"
"01.10.2018 14:00 - 01.10.2018 15:00","351","0"
"01.10.2018 15:00 - 01.10.2018 16:00","327","0"
"01.10.2018 16:00 - 01.10.2018 17:00","286","0"
"01.10.2018 17:00 - 01.10.2018 18:00","186","0"
"01.10.2018 18:00 - 01.10.2018 19:00","205","0"
"01.10.2018 19:00 - 01.10.2018 20:00","374","0"
"01.10.2018 20:00 - 01.10.2018 21:00","447","0"
"01.10.2018 21:00 - 01.10.2018 22:00","0","37"
"01.10.2018 22:00 - 01.10.2018 23:00","376","0"
"01.10.2018 23:00 - 02.10.2018 00:00","472","0"
"02.10.2018 00:00 - 02.10.2018 01:00","0","78"
"02.10.2018 01:00 - 02.10.2018 02:00","0","192"
"02.10.2018 02:00 - 02.10.2018 03:00","0","158"
"02.10.2018 03:00 - 02.10.2018 04:00","0","243"
"02.10.2018 04:00 - 02.10.2018 05:00","0","442"
"02.10.2018 05:00 - 02.10.2018 06:00","0","491"
"02.10.2018 06:00 - 02.10.2018 07:00","0","491"
"02.10.2018 07:00 - 02.10.2018 08:00","0","491"
"02.10.2018 08:00 - 02.10.2018 09:00","0","345"
"02.10.2018 09:00 - 02.10.2018 10:00","0","349"
"02.10.2018 10:00 - 02.10.2018 11:00","0","331"
"02.10.2018 11:00 - 02.10.2018 12:00","0","307"
"02.10.2018 12:00 - 02.10.2018 13:00","0","56"
"02.10.2018 13:00 - 02.10.2018 14:00","0","326"
"02.10.2018 14:00 - 02.10.2018 15:00","0","285"
"02.10.2018 15:00 - 02.10.2018 16:00","0","397"
"02.10.2018 16:00 - 02.10.2018 17:00","0","492"
"02.10.2018 17:00 - 02.10.2018 18:00","0","492"
"02.10.2018 18:00 - 02.10.2018 19:00","0","492"
"02.10.2018 19:00 - 02.10.2018 20:00","0","432"
"02.10.2018 20:00 - 02.10.2018 21:00","0","278"
"02.10.2018 21:00 - 02.10.2018 22:00","0","189"
"02.10.2018 22:00 - 02.10.2018 23:00","0","327"
"02.10.2018 23:00 - 03.10.2018 00:00","0","153"
"03.10.2018 00:00 - 03.10.2018 01:00","0","400"
"03.10.2018 01:00 - 03.10.2018 02:00","0","401"
"03.10.2018 02:00 - 03.10.2018 03:00","0","401"
"03.10.2018 03:00 - 03.10.2018 04:00","0","401"
"03.10.2018 04:00 - 03.10.2018 05:00","0","401"
"03.10.2018 05:00 - 03.10.2018 06:00","0","403"
"03.10.2018 06:00 - 03.10.2018 07:00","0","492"
"03.10.2018 07:00 - 03.10.2018 08:00","0","491"
"03.10.2018 08:00 - 03.10.2018 09:00","0","492"
"03.10.2018 09:00 - 03.10.2018 10:00","0","492"
"03.10.2018 10:00 - 03.10.2018 11:00","0","491"
"03.10.2018 11:00 - 03.10.2018 12:00","0","491"
"03.10.2018 12:00 - 03.10.2018 13:00","0","491"
"03.10.2018 13:00 - 03.10.2018 14:00","0","491"
"03.10.2018 14:00 - 03.10.2018 15:00","0","491"
"03.10.2018 15:00 - 03.10.2018 16:00","0","480"
"03.10.2018 16:00 - 03.10.2018 17:00","0","186"
"03.10.2018 17:00 - 03.10.2018 18:00","0","117"
"03.10.2018 18:00 - 03.10.2018 19:00","0","211"
"03.10.2018 19:00 - 03.10.2018 20:00","0","138"
"03.10.2018 20:00 - 03.10.2018 21:00","0","53"
"03.10.2018 21:00 - 03.10.2018 22:00","379","0"
"03.10.2018 22:00 - 03.10.2018 23:00","489","0"
"03.10.2018 23:00 - 04.10.2018 00:00","387","0"
"04.10.2018 00:00 - 04.10.2018 01:00","0","73"
"04.10.2018 01:00 - 04.10.2018 02:00","0","107"
"04.10.2018 02:00 - 04.10.2018 03:00","0","115"
"04.10.2018 03:00 - 04.10.2018 04:00","0","192"
"04.10.2018 04:00 - 04.10.2018 05:00","0","187"
"04.10.2018 05:00 - 04.10.2018 06:00","0","239"
"04.10.2018 06:00 - 04.10.2018 07:00","0","215"
"04.10.2018 07:00 - 04.10.2018 08:00","356","0"
"04.10.2018 08:00 - 04.10.2018 09:00","174","0"
"04.10.2018 09:00 - 04.10.2018 10:00","286","0"
"04.10.2018 10:00 - 04.10.2018 11:00","61","0"
"04.10.2018 11:00 - 04.10.2018 12:00","152","0"
"04.10.2018 12:00 - 04.10.2018 13:00","269","0"
"04.10.2018 13:00 - 04.10.2018 14:00","273","0"
"04.10.2018 14:00 - 04.10.2018 15:00","253","0"
"04.10.2018 15:00 - 04.10.2018 16:00","178","0"
"04.10.2018 16:00 - 04.10.2018 17:00","209","0"
"04.10.2018 17:00 - 04.10.2018 18:00","365","0"
"04.10.2018 18:00 - 04.10.2018 19:00","296","0"
"04.10.2018 19:00 - 04.10.2018 20:00","314","0"
"04.10.2018 20:00 - 04.10.2018 21:00","396","0"
"04.10.2018 21:00 - 04.10.2018 22:00","0","34"
"04.10.2018 22:00 - 04.10.2018 23:00","469","0"
"04.10.2018 23:00 - 05.10.2018 00:00","483","0"
"05.10.2018 00:00 - 05.10.2018 01:00","0","57"
"05.10.2018 01:00 - 05.10.2018 02:00","0","380"
"05.10.2018 02:00 - 05.10.2018 03:00","0","352"
"05.10.2018 03:00 - 05.10.2018 04:00","0","477"
"05.10.2018 04:00 - 05.10.2018 05:00","0","490"
"05.10.2018 05:00 - 05.10.2018 06:00","0","216"
"05.10.2018 06:00 - 05.10.2018 07:00","0","137"
"05.10.2018 07:00 - 05.10.2018 08:00","314","0"
"05.10.2018 08:00 - 05.10.2018 09:00","448","0"
"05.10.2018 09:00 - 05.10.2018 10:00","486","0"
"05.10.2018 10:00 - 05.10.2018 11:00","486","0"
"05.10.2018 11:00 - 05.10.2018 12:00","486","0"
"05.10.2018 12:00 - 05.10.2018 13:00","486","0"
"05.10.2018 13:00 - 05.10.2018 14:00","486","0"
"05.10.2018 14:00 - 05.10.2018 15:00","486","0"
"05.10.2018 15:00 - 05.10.2018 16:00","486","0"
"05.10.2018 16:00 - 05.10.2018 17:00","486","0"
"05.10.2018 17:00 - 05.10.2018 18:00","486","0"
"05.10.2018 18:00 - 05.10.2018 19:00","458","0"
"05.10.2018 19:00 - 05.10.2018 20:00","486","0"
"05.10.2018 20:00 - 05.10.2018 21:00","485","0"
"05.10.2018 21:00 - 05.10.2018 22:00","312","0"
"05.10.2018 22:00 - 05.10.2018 23:00","484","0"
"05.10.2018 23:00 - 06.10.2018 00:00","463","0"
"06.10.2018 00:00 - 06.10.2018 01:00","0","107"
"06.10.2018 01:00 - 06.10.2018 02:00","0","0"
"06.10.2018 02:00 - 06.10.2018 03:00","0","0"
"06.10.2018 03:00 - 06.10.2018 04:00","0","0"
"06.10.2018 04:00 - 06.10.2018 05:00","0","1"
"06.10.2018 05:00 - 06.10.2018 06:00","0","191"
"06.10.2018 06:00 - 06.10.2018 07:00","0","0"
"06.10.2018 07:00 - 06.10.2018 08:00","235","0"
"06.10.2018 08:00 - 06.10.2018 09:00","274","0"
"06.10.2018 09:00 - 06.10.2018 10:00","173","0"
"06.10.2018 10:00 - 06.10.2018 11:00","224","0"
"06.10.2018 11:00 - 06.10.2018 12:00","423","0"
"06.10.2018 12:00 - 06.10.2018 13:00","209","0"
"06.10.2018 13:00 - 06.10.2018 14:00","87","0"
"06.10.2018 14:00 - 06.10.2018 15:00","2","0"
"06.10.2018 15:00 - 06.10.2018 16:00","208","0"
"06.10.2018 16:00 - 06.10.2018 17:00","144","0"
"06.10.2018 17:00 - 06.10.2018 18:00","370","0"
"06.10.2018 18:00 - 06.10.2018 19:00","199","0"
"06.10.2018 19:00 - 06.10.2018 20:00","483","0"
"06.10.2018 20:00 - 06.10.2018 21:00","369","0"
"06.10.2018 21:00 - 06.10.2018 22:00","411","0"
"06.10.2018 22:00 - 06.10.2018 23:00","101","0"
"06.10.2018 23:00 - 07.10.2018 00:00","301","0"
"07.10.2018 00:00 - 07.10.2018 01:00","0","224"
"07.10.2018 01:00 - 07.10.2018 02:00","0","170"
"07.10.2018 02:00 - 07.10.2018 03:00","0","50"
"07.10.2018 03:00 - 07.10.2018 04:00","0","0"
"07.10.2018 04:00 - 07.10.2018 05:00","0","0"
"07.10.2018 05:00 - 07.10.2018 06:00","0","126"
"07.10.2018 06:00 - 07.10.2018 07:00","0","204"
"07.10.2018 07:00 - 07.10.2018 08:00","0","271"
"07.10.2018 08:00 - 07.10.2018 09:00","0","358"
"07.10.2018 09:00 - 07.10.2018 10:00","0","231"
"07.10.2018 10:00 - 07.10.2018 11:00","0","199"
"07.10.2018 11:00 - 07.10.2018 12:00","0","2"
"07.10.2018 12:00 - 07.10.2018 13:00","0","111"
"07.10.2018 13:00 - 07.10.2018 14:00","47","0"
"07.10.2018 14:00 - 07.10.2018 15:00","0","107"
"07.10.2018 15:00 - 07.10.2018 16:00","0","209"
"07.10.2018 16:00 - 07.10.2018 17:00","0","223"
"07.10.2018 17:00 - 07.10.2018 18:00","65","0"
"07.10.2018 18:00 - 07.10.2018 19:00","210","0"
"07.10.2018 19:00 - 07.10.2018 20:00","439","0"
"07.10.2018 20:00 - 07.10.2018 21:00","345","0"
"07.10.2018 21:00 - 07.10.2018 22:00","410","0"
"07.10.2018 22:00 - 07.10.2018 23:00","486","0"
"07.10.2018 23:00 - 08.10.2018 00:00","485","0"
"08.10.2018 00:00 - 08.10.2018 01:00","0","50"
"08.10.2018 01:00 - 08.10.2018 02:00","0","17"
"08.10.2018 02:00 - 08.10.2018 03:00","0","67"
"08.10.2018 03:00 - 08.10.2018 04:00","0","188"
"08.10.2018 04:00 - 08.10.2018 05:00","0","243"
"08.10.2018 05:00 - 08.10.2018 06:00","0","75"
"08.10.2018 06:00 - 08.10.2018 07:00","0","96"
"08.10.2018 07:00 - 08.10.2018 08:00","22","0"
"08.10.2018 08:00 - 08.10.2018 09:00","395","0"
"08.10.2018 09:00 - 08.10.2018 10:00","236","0"
"08.10.2018 10:00 - 08.10.2018 11:00","28","0"
"08.10.2018 11:00 - 08.10.2018 12:00","275","0"
"08.10.2018 12:00 - 08.10.2018 13:00","301","0"
"08.10.2018 13:00 - 08.10.2018 14:00","159","0"
"08.10.2018 14:00 - 08.10.2018 15:00","83","0"
"08.10.2018 15:00 - 08.10.2018 16:00","10","0"
"08.10.2018 16:00 - 08.10.2018 17:00","46","0"
"08.10.2018 17:00 - 08.10.2018 18:00","194","0"
"08.10.2018 18:00 - 08.10.2018 19:00","461","0"
"08.10.2018 19:00 - 08.10.2018 20:00","488","0"
"08.10.2018 20:00 - 08.10.2018 21:00","477","0"
"08.10.2018 21:00 - 08.10.2018 22:00","221","0"
"08.10.2018 22:00 - 08.10.2018 23:00","427","0"
"08.10.2018 23:00 - 09.10.2018 00:00","479","0"
"09.10.2018 00:00 - 09.10.2018 01:00","278","0"
"09.10.2018 01:00 - 09.10.2018 02:00","1","0"
"09.10.2018 02:00 - 09.10.2018 03:00","0","111"
"09.10.2018 03:00 - 09.10.2018 04:00","0","1"
"09.10.2018 04:00 - 09.10.2018 05:00","48","0"
"09.10.2018 05:00 - 09.10.2018 06:00","171","0"
"09.10.2018 06:00 - 09.10.2018 07:00","0","255"
"09.10.2018 07:00 - 09.10.2018 08:00","99","0"
"09.10.2018 08:00 - 09.10.2018 09:00","486","0"
"09.10.2018 09:00 - 09.10.2018 10:00","486","0"
"09.10.2018 10:00 - 09.10.2018 11:00","393","0"
"09.10.2018 11:00 - 09.10.2018 12:00","486","0"
"09.10.2018 12:00 - 09.10.2018 13:00","486","0"
"09.10.2018 13:00 - 09.10.2018 14:00","484","0"
"09.10.2018 14:00 - 09.10.2018 15:00","208","0"
"09.10.2018 15:00 - 09.10.2018 16:00","1","0"
"09.10.2018 16:00 - 09.10.2018 17:00","0","49"
"09.10.2018 17:00 - 09.10.2018 18:00","461","0"
"09.10.2018 18:00 - 09.10.2018 19:00","486","0"
"09.10.2018 19:00 - 09.10.2018 20:00","486","0"
"09.10.2018 20:00 - 09.10.2018 21:00","485","0"
"09.10.2018 21:00 - 09.10.2018 22:00","216","0"
"09.10.2018 22:00 - 09.10.2018 23:00","487","0"
"09.10.2018 23:00 - 10.10.2018 00:00","487","0"
"10.10.2018 00:00 - 10.10.2018 01:00","299","0"
