"Time (CET)","Italy (IT) > Switzerland (CH) [MW]","Switzerland (CH) > Italy (IT) [MW]"
"03.10.2018 22:00 - 03.10.2018 23:00","0","2834"
"03.10.2018 23:00 - 04.10.2018 00:00","0","2739"
"04.10.2018 00:00 - 04.10.2018 01:00","0","3476"
"04.10.2018 01:00 - 04.10.2018 02:00","0","3349"
"04.10.2018 02:00 - 04.10.2018 03:00","0","3276"
"04.10.2018 03:00 - 04.10.2018 04:00","0","3319"
"04.10.2018 04:00 - 04.10.2018 05:00","0","3246"
"04.10.2018 05:00 - 04.10.2018 06:00","0","3236"
"04.10.2018 06:00 - 04.10.2018 07:00","0","2775"
"04.10.2018 07:00 - 04.10.2018 08:00","0","3290"
"04.10.2018 08:00 - 04.10.2018 09:00","0","3646"
"04.10.2018 09:00 - 04.10.2018 10:00","0","3483"
"04.10.2018 10:00 - 04.10.2018 11:00","0","2778"
"04.10.2018 11:00 - 04.10.2018 12:00","0","2966"
"04.10.2018 12:00 - 04.10.2018 13:00","0","2240"
"04.10.2018 13:00 - 04.10.2018 14:00","0","2469"
"04.10.2018 14:00 - 04.10.2018 15:00","0","3052"
"04.10.2018 15:00 - 04.10.2018 16:00","0","3603"
"04.10.2018 16:00 - 04.10.2018 17:00","0","3536"
"04.10.2018 17:00 - 04.10.2018 18:00","0","3283"
"04.10.2018 18:00 - 04.10.2018 19:00","0","3286"
"04.10.2018 19:00 - 04.10.2018 20:00","0","3224"
"04.10.2018 20:00 - 04.10.2018 21:00","0","2878"
"04.10.2018 21:00 - 04.10.2018 22:00","0","2376"
"04.10.2018 22:00 - 04.10.2018 23:00","0","2727"
"04.10.2018 23:00 - 05.10.2018 00:00","0","2801"
"05.10.2018 00:00 - 05.10.2018 01:00","0","3341"
"05.10.2018 01:00 - 05.10.2018 02:00","0","3283"
"05.10.2018 02:00 - 05.10.2018 03:00","0","3195"
"05.10.2018 03:00 - 05.10.2018 04:00","0","2858"
"05.10.2018 04:00 - 05.10.2018 05:00","0","3021"
"05.10.2018 05:00 - 05.10.2018 06:00","0","3258"
"05.10.2018 06:00 - 05.10.2018 07:00","0","2961"
"05.10.2018 07:00 - 05.10.2018 08:00","0","3361"
"05.10.2018 08:00 - 05.10.2018 09:00","0","3404"
"05.10.2018 09:00 - 05.10.2018 10:00","0","3858"
"05.10.2018 10:00 - 05.10.2018 11:00","0","3498"
"05.10.2018 11:00 - 05.10.2018 12:00","0","3233"
"05.10.2018 12:00 - 05.10.2018 13:00","0","2371"
"05.10.2018 13:00 - 05.10.2018 14:00","0","3209"
"05.10.2018 14:00 - 05.10.2018 15:00","0","3351"
"05.10.2018 15:00 - 05.10.2018 16:00","0","3721"
"05.10.2018 16:00 - 05.10.2018 17:00","0","3762"
"05.10.2018 17:00 - 05.10.2018 18:00","0","3679"
"05.10.2018 18:00 - 05.10.2018 19:00","0","3812"
"05.10.2018 19:00 - 05.10.2018 20:00","0","3654"
"05.10.2018 20:00 - 05.10.2018 21:00","0","3767"
"05.10.2018 21:00 - 05.10.2018 22:00","0","3749"
"05.10.2018 22:00 - 05.10.2018 23:00","0","3957"
"05.10.2018 23:00 - 06.10.2018 00:00","0","3924"
"06.10.2018 00:00 - 06.10.2018 01:00","0","4031"
"06.10.2018 01:00 - 06.10.2018 02:00","0","3912"
"06.10.2018 02:00 - 06.10.2018 03:00","0","3890"
"06.10.2018 03:00 - 06.10.2018 04:00","0","4041"
"06.10.2018 04:00 - 06.10.2018 05:00","0","3968"
"06.10.2018 05:00 - 06.10.2018 06:00","0","3966"
"06.10.2018 06:00 - 06.10.2018 07:00","0","3929"
"06.10.2018 07:00 - 06.10.2018 08:00","0","3988"
"06.10.2018 08:00 - 06.10.2018 09:00","0","3923"
"06.10.2018 09:00 - 06.10.2018 10:00","0","3913"
"06.10.2018 10:00 - 06.10.2018 11:00","0","3843"
"06.10.2018 11:00 - 06.10.2018 12:00","0","3699"
"06.10.2018 12:00 - 06.10.2018 13:00","0","3604"
"06.10.2018 13:00 - 06.10.2018 14:00","0","3606"
"06.10.2018 14:00 - 06.10.2018 15:00","0","3328"
"06.10.2018 15:00 - 06.10.2018 16:00","0","3346"
"06.10.2018 16:00 - 06.10.2018 17:00","0","3326"
"06.10.2018 17:00 - 06.10.2018 18:00","0","2911"
"06.10.2018 18:00 - 06.10.2018 19:00","0","2916"
"06.10.2018 19:00 - 06.10.2018 20:00","0","2959"
"06.10.2018 20:00 - 06.10.2018 21:00","0","2626"
"06.10.2018 21:00 - 06.10.2018 22:00","0","3237"
"06.10.2018 22:00 - 06.10.2018 23:00","0","3325"
"06.10.2018 23:00 - 07.10.2018 00:00","0","3287"
"07.10.2018 00:00 - 07.10.2018 01:00","0","3637"
"07.10.2018 01:00 - 07.10.2018 02:00","0","3657"
"07.10.2018 02:00 - 07.10.2018 03:00","0","3195"
"07.10.2018 03:00 - 07.10.2018 04:00","0","3169"
"07.10.2018 04:00 - 07.10.2018 05:00","0","3085"
"07.10.2018 05:00 - 07.10.2018 06:00","0","3338"
"07.10.2018 06:00 - 07.10.2018 07:00","0","3517"
"07.10.2018 07:00 - 07.10.2018 08:00","0","3516"
"07.10.2018 08:00 - 07.10.2018 09:00","0","3537"
"07.10.2018 09:00 - 07.10.2018 10:00","0","2542"
"07.10.2018 10:00 - 07.10.2018 11:00","0","1326"
"07.10.2018 11:00 - 07.10.2018 12:00","0","1426"
"07.10.2018 12:00 - 07.10.2018 13:00","0","1467"
"07.10.2018 13:00 - 07.10.2018 14:00","0","1222"
"07.10.2018 14:00 - 07.10.2018 15:00","0","1304"
"07.10.2018 15:00 - 07.10.2018 16:00","0","1257"
"07.10.2018 16:00 - 07.10.2018 17:00","0","1185"
"07.10.2018 17:00 - 07.10.2018 18:00","0","1940"
"07.10.2018 18:00 - 07.10.2018 19:00","0","2990"
"07.10.2018 19:00 - 07.10.2018 20:00","0","3036"
"07.10.2018 20:00 - 07.10.2018 21:00","0","3157"
"07.10.2018 21:00 - 07.10.2018 22:00","0","3479"
"07.10.2018 22:00 - 07.10.2018 23:00","0","3773"
"07.10.2018 23:00 - 08.10.2018 00:00","0","3818"
"08.10.2018 00:00 - 08.10.2018 01:00","0","3617"
"08.10.2018 01:00 - 08.10.2018 02:00","0","3428"
"08.10.2018 02:00 - 08.10.2018 03:00","0","3406"
"08.10.2018 03:00 - 08.10.2018 04:00","0","3378"
"08.10.2018 04:00 - 08.10.2018 05:00","0","3275"
"08.10.2018 05:00 - 08.10.2018 06:00","0","3507"
"08.10.2018 06:00 - 08.10.2018 07:00","0","2937"
"08.10.2018 07:00 - 08.10.2018 08:00","0","2541"
"08.10.2018 08:00 - 08.10.2018 09:00","0","3646"
"08.10.2018 09:00 - 08.10.2018 10:00","0","3533"
"08.10.2018 10:00 - 08.10.2018 11:00","0","3464"
"08.10.2018 11:00 - 08.10.2018 12:00","0","3228"
"08.10.2018 12:00 - 08.10.2018 13:00","0","2222"
"08.10.2018 13:00 - 08.10.2018 14:00","0","2323"
"08.10.2018 14:00 - 08.10.2018 15:00","0","3271"
"08.10.2018 15:00 - 08.10.2018 16:00","0","3792"
"08.10.2018 16:00 - 08.10.2018 17:00","0","4015"
"08.10.2018 17:00 - 08.10.2018 18:00","0","3898"
"08.10.2018 18:00 - 08.10.2018 19:00","0","3379"
"08.10.2018 19:00 - 08.10.2018 20:00","0","3086"
"08.10.2018 20:00 - 08.10.2018 21:00","0","2959"
"08.10.2018 21:00 - 08.10.2018 22:00","0","2673"
"08.10.2018 22:00 - 08.10.2018 23:00","0","3197"
"08.10.2018 23:00 - 09.10.2018 00:00","0","3047"
"09.10.2018 00:00 - 09.10.2018 01:00","0","3398"
"09.10.2018 01:00 - 09.10.2018 02:00","0","3622"
"09.10.2018 02:00 - 09.10.2018 03:00","0","3337"
"09.10.2018 03:00 - 09.10.2018 04:00","0","3357"
"09.10.2018 04:00 - 09.10.2018 05:00","0","3475"
"09.10.2018 05:00 - 09.10.2018 06:00","0","3365"
"09.10.2018 06:00 - 09.10.2018 07:00","0","2870"
"09.10.2018 07:00 - 09.10.2018 08:00","0","3301"
"09.10.2018 08:00 - 09.10.2018 09:00","0","2920"
"09.10.2018 09:00 - 09.10.2018 10:00","0","3905"
"09.10.2018 10:00 - 09.10.2018 11:00","0","4046"
"09.10.2018 11:00 - 09.10.2018 12:00","0","3667"
"09.10.2018 12:00 - 09.10.2018 13:00","0","2359"
"09.10.2018 13:00 - 09.10.2018 14:00","0","2663"
"09.10.2018 14:00 - 09.10.2018 15:00","0","3801"
"09.10.2018 15:00 - 09.10.2018 16:00","0","3918"
"09.10.2018 16:00 - 09.10.2018 17:00","0","3837"
"09.10.2018 17:00 - 09.10.2018 18:00","0","3702"
"09.10.2018 18:00 - 09.10.2018 19:00","0","3437"
"09.10.2018 19:00 - 09.10.2018 20:00","0","2368"
"09.10.2018 20:00 - 09.10.2018 21:00","0","3003"
"09.10.2018 21:00 - 09.10.2018 22:00","0","3097"
"09.10.2018 22:00 - 09.10.2018 23:00","0","3333"
"09.10.2018 23:00 - 10.10.2018 00:00","0","3233"
"10.10.2018 00:00 - 10.10.2018 01:00","0","3515"
"10.10.2018 01:00 - 10.10.2018 02:00","0","3545"
"10.10.2018 02:00 - 10.10.2018 03:00","0","3279"
"10.10.2018 03:00 - 10.10.2018 04:00","0","3100"
"10.10.2018 04:00 - 10.10.2018 05:00","0","3272"
"10.10.2018 05:00 - 10.10.2018 06:00","0","3324"
"10.10.2018 06:00 - 10.10.2018 07:00","0","2575"
"10.10.2018 07:00 - 10.10.2018 08:00","0","3039"
"10.10.2018 08:00 - 10.10.2018 09:00","0","2590"
"10.10.2018 09:00 - 10.10.2018 10:00","0","3584"
"10.10.2018 10:00 - 10.10.2018 11:00","0","3483"
"10.10.2018 11:00 - 10.10.2018 12:00","0","3591"
"10.10.2018 12:00 - 10.10.2018 13:00","0","2493"
"10.10.2018 13:00 - 10.10.2018 14:00","0","2735"
"10.10.2018 14:00 - 10.10.2018 15:00","0","3215"
"10.10.2018 15:00 - 10.10.2018 16:00","0","3516"
"10.10.2018 16:00 - 10.10.2018 17:00","0","3843"
"10.10.2018 17:00 - 10.10.2018 18:00","0","3604"
"10.10.2018 18:00 - 10.10.2018 19:00","0","3541"
"10.10.2018 19:00 - 10.10.2018 20:00","0","3225"
"10.10.2018 20:00 - 10.10.2018 21:00","0","3508"
"10.10.2018 21:00 - 10.10.2018 22:00","0","2955"
"10.10.2018 22:00 - 10.10.2018 23:00","0","2769"
"10.10.2018 23:00 - 11.10.2018 00:00","0","2962"
"11.10.2018 00:00 - 11.10.2018 01:00","0","3133"
"11.10.2018 01:00 - 11.10.2018 02:00","0","3070"
"11.10.2018 02:00 - 11.10.2018 03:00","0","2968"
"11.10.2018 03:00 - 11.10.2018 04:00","0","3029"
"11.10.2018 04:00 - 11.10.2018 05:00","0","3064"
"11.10.2018 05:00 - 11.10.2018 06:00","0","3112"
"11.10.2018 06:00 - 11.10.2018 07:00","0","2419"
"11.10.2018 07:00 - 11.10.2018 08:00","0","2999"
"11.10.2018 08:00 - 11.10.2018 09:00","0","3263"
"11.10.2018 09:00 - 11.10.2018 10:00","0","3628"
"11.10.2018 10:00 - 11.10.2018 11:00","0","3566"
"11.10.2018 11:00 - 11.10.2018 12:00","0","3617"
"11.10.2018 12:00 - 11.10.2018 13:00","0","2966"
"11.10.2018 13:00 - 11.10.2018 14:00","0","3229"
"11.10.2018 14:00 - 11.10.2018 15:00","0","3598"
"11.10.2018 15:00 - 11.10.2018 16:00","0","3821"
"11.10.2018 16:00 - 11.10.2018 17:00","0","3624"
"11.10.2018 17:00 - 11.10.2018 18:00","0","3198"
"11.10.2018 18:00 - 11.10.2018 19:00","0","3347"
"11.10.2018 19:00 - 11.10.2018 20:00","0","3671"
"11.10.2018 20:00 - 11.10.2018 21:00","0","3254"
"11.10.2018 21:00 - 11.10.2018 22:00","0","2954"
"11.10.2018 22:00 - 11.10.2018 23:00","0","2953"
"11.10.2018 23:00 - 12.10.2018 00:00","0","2701"
"12.10.2018 00:00 - 12.10.2018 01:00","0","3081"
"12.10.2018 01:00 - 12.10.2018 02:00","0","3234"
"12.10.2018 02:00 - 12.10.2018 03:00","0","3144"
"12.10.2018 03:00 - 12.10.2018 04:00","0","3038"
"12.10.2018 04:00 - 12.10.2018 05:00","0","3219"
"12.10.2018 05:00 - 12.10.2018 06:00","0","3272"
"12.10.2018 06:00 - 12.10.2018 07:00","0","3087"
"12.10.2018 07:00 - 12.10.2018 08:00","0","3553"
"12.10.2018 08:00 - 12.10.2018 09:00","0","3759"
"12.10.2018 09:00 - 12.10.2018 10:00","0","3960"
"12.10.2018 10:00 - 12.10.2018 11:00","0","3382"
"12.10.2018 11:00 - 12.10.2018 12:00","0","3391"
"12.10.2018 12:00 - 12.10.2018 13:00","0","3015"
"12.10.2018 13:00 - 12.10.2018 14:00","0","3157"
"12.10.2018 14:00 - 12.10.2018 15:00","0","3526"
"12.10.2018 15:00 - 12.10.2018 16:00","0","3730"
"12.10.2018 16:00 - 12.10.2018 17:00","0","3833"
"12.10.2018 17:00 - 12.10.2018 18:00","0","3467"
"12.10.2018 18:00 - 12.10.2018 19:00","0","3444"
"12.10.2018 19:00 - 12.10.2018 20:00","0","3612"
"12.10.2018 20:00 - 12.10.2018 21:00","0","3547"
"12.10.2018 21:00 - 12.10.2018 22:00","0","3764"
"12.10.2018 22:00 - 12.10.2018 23:00","0","3616"
"12.10.2018 23:00 - 13.10.2018 00:00","0","3395"
"13.10.2018 00:00 - 13.10.2018 01:00","0","3958"
"13.10.2018 01:00 - 13.10.2018 02:00","0","4021"
"13.10.2018 02:00 - 13.10.2018 03:00","0","3984"
"13.10.2018 03:00 - 13.10.2018 04:00","0","3877"
"13.10.2018 04:00 - 13.10.2018 05:00","0","3852"
"13.10.2018 05:00 - 13.10.2018 06:00","0","3966"
"13.10.2018 06:00 - 13.10.2018 07:00","0","4310"
"13.10.2018 07:00 - 13.10.2018 08:00","0","4482"
"13.10.2018 08:00 - 13.10.2018 09:00","0","4357"
"13.10.2018 09:00 - 13.10.2018 10:00","0","3931"
"13.10.2018 10:00 - 13.10.2018 11:00","0","3511"
"13.10.2018 11:00 - 13.10.2018 12:00","0","3105"
"13.10.2018 12:00 - 13.10.2018 13:00","0","2619"
"13.10.2018 13:00 - 13.10.2018 14:00","0","2745"
"13.10.2018 14:00 - 13.10.2018 15:00","0","2936"
"13.10.2018 15:00 - 13.10.2018 16:00","0","3250"
"13.10.2018 16:00 - 13.10.2018 17:00","0","3411"
"13.10.2018 17:00 - 13.10.2018 18:00","0","3296"
"13.10.2018 18:00 - 13.10.2018 19:00","0","3580"
"13.10.2018 19:00 - 13.10.2018 20:00","0","3715"
"13.10.2018 20:00 - 13.10.2018 21:00","0","3609"
"13.10.2018 21:00 - 13.10.2018 22:00","0","3883"
"13.10.2018 22:00 - 13.10.2018 23:00","0","3616"
"13.10.2018 23:00 - 14.10.2018 00:00","0","3227"
"14.10.2018 00:00 - 14.10.2018 01:00","0","3306"
"14.10.2018 01:00 - 14.10.2018 02:00","0","3208"
"14.10.2018 02:00 - 14.10.2018 03:00","0","3301"
"14.10.2018 03:00 - 14.10.2018 04:00","0","3210"
"14.10.2018 04:00 - 14.10.2018 05:00","0","3166"
"14.10.2018 05:00 - 14.10.2018 06:00","0","3266"
"14.10.2018 06:00 - 14.10.2018 07:00","0","3539"
"14.10.2018 07:00 - 14.10.2018 08:00","0","3719"
"14.10.2018 08:00 - 14.10.2018 09:00","0","3419"
"14.10.2018 09:00 - 14.10.2018 10:00","0","2938"
"14.10.2018 10:00 - 14.10.2018 11:00","0","2164"
"14.10.2018 11:00 - 14.10.2018 12:00","0","2100"
"14.10.2018 12:00 - 14.10.2018 13:00","0","2232"
"14.10.2018 13:00 - 14.10.2018 14:00","0","1949"
"14.10.2018 14:00 - 14.10.2018 15:00","0","1840"
"14.10.2018 15:00 - 14.10.2018 16:00","0","1806"
"14.10.2018 16:00 - 14.10.2018 17:00","0","1863"
"14.10.2018 17:00 - 14.10.2018 18:00","0","2624"
"14.10.2018 18:00 - 14.10.2018 19:00","0","3153"
"14.10.2018 19:00 - 14.10.2018 20:00","0","3938"
"14.10.2018 20:00 - 14.10.2018 21:00","0","3637"
"14.10.2018 21:00 - 14.10.2018 22:00","0","3854"
"14.10.2018 22:00 - 14.10.2018 23:00","0","3812"
"14.10.2018 23:00 - 15.10.2018 00:00","0","3711"
"15.10.2018 00:00 - 15.10.2018 01:00","0","3620"
"15.10.2018 01:00 - 15.10.2018 02:00","0","3498"
"15.10.2018 02:00 - 15.10.2018 03:00","0","3480"
"15.10.2018 03:00 - 15.10.2018 04:00","0","3330"
"15.10.2018 04:00 - 15.10.2018 05:00","0","3212"
"15.10.2018 05:00 - 15.10.2018 06:00","0","3094"
"15.10.2018 06:00 - 15.10.2018 07:00","0","3016"
"15.10.2018 07:00 - 15.10.2018 08:00","0","2788"
"15.10.2018 08:00 - 15.10.2018 09:00","0","2969"
"15.10.2018 09:00 - 15.10.2018 10:00","0","3004"
"15.10.2018 10:00 - 15.10.2018 11:00","0","2857"
"15.10.2018 11:00 - 15.10.2018 12:00","0","3163"
"15.10.2018 12:00 - 15.10.2018 13:00","0","2446"
"15.10.2018 13:00 - 15.10.2018 14:00","0","2594"
"15.10.2018 14:00 - 15.10.2018 15:00","0","2476"
"15.10.2018 15:00 - 15.10.2018 16:00","0","2948"
"15.10.2018 16:00 - 15.10.2018 17:00","0","2974"
"15.10.2018 17:00 - 15.10.2018 18:00","0","3353"
"15.10.2018 18:00 - 15.10.2018 19:00","0","3001"
"15.10.2018 19:00 - 15.10.2018 20:00","0","2805"
"15.10.2018 20:00 - 15.10.2018 21:00","0","3362"
"15.10.2018 21:00 - 15.10.2018 22:00","0","3066"
"15.10.2018 22:00 - 15.10.2018 23:00","0","3919"
"15.10.2018 23:00 - 16.10.2018 00:00","0","3807"
"16.10.2018 00:00 - 16.10.2018 01:00","0","3943"
"16.10.2018 01:00 - 16.10.2018 02:00","0","3836"
"16.10.2018 02:00 - 16.10.2018 03:00","0","3620"
"16.10.2018 03:00 - 16.10.2018 04:00","0","3524"
"16.10.2018 04:00 - 16.10.2018 05:00","0","3542"
"16.10.2018 05:00 - 16.10.2018 06:00","0","3615"
"16.10.2018 06:00 - 16.10.2018 07:00","0","3286"
"16.10.2018 07:00 - 16.10.2018 08:00","0","3297"
"16.10.2018 08:00 - 16.10.2018 09:00","0","3779"
"16.10.2018 09:00 - 16.10.2018 10:00","0","4035"
"16.10.2018 10:00 - 16.10.2018 11:00","0","4051"
"16.10.2018 11:00 - 16.10.2018 12:00","0","4081"
"16.10.2018 12:00 - 16.10.2018 13:00","0","3673"
"16.10.2018 13:00 - 16.10.2018 14:00","0","4021"
"16.10.2018 14:00 - 16.10.2018 15:00","0","4022"
"16.10.2018 15:00 - 16.10.2018 16:00","0","3929"
"16.10.2018 16:00 - 16.10.2018 17:00","0","4052"
"16.10.2018 17:00 - 16.10.2018 18:00","0","3816"
"16.10.2018 18:00 - 16.10.2018 19:00","0","3337"
"16.10.2018 19:00 - 16.10.2018 20:00","0","2770"
"16.10.2018 20:00 - 16.10.2018 21:00","0","3104"
"16.10.2018 21:00 - 16.10.2018 22:00","0","3287"
"16.10.2018 22:00 - 16.10.2018 23:00","0","3562"
"16.10.2018 23:00 - 17.10.2018 00:00","0","3603"
"17.10.2018 00:00 - 17.10.2018 01:00","0","4029"
"17.10.2018 01:00 - 17.10.2018 02:00","0","3907"
"17.10.2018 02:00 - 17.10.2018 03:00","0","3795"
"17.10.2018 03:00 - 17.10.2018 04:00","0","3753"
"17.10.2018 04:00 - 17.10.2018 05:00","0","3627"
"17.10.2018 05:00 - 17.10.2018 06:00","0","3801"
"17.10.2018 06:00 - 17.10.2018 07:00","0","3362"
"17.10.2018 07:00 - 17.10.2018 08:00","0","3840"
"17.10.2018 08:00 - 17.10.2018 09:00","0","4020"
"17.10.2018 09:00 - 17.10.2018 10:00","0","4143"
"17.10.2018 10:00 - 17.10.2018 11:00","0","4107"
"17.10.2018 11:00 - 17.10.2018 12:00","0","4215"
"17.10.2018 12:00 - 17.10.2018 13:00","0","3977"
"17.10.2018 13:00 - 17.10.2018 14:00","0","4139"
"17.10.2018 14:00 - 17.10.2018 15:00","0","4038"
"17.10.2018 15:00 - 17.10.2018 16:00","0","3798"
"17.10.2018 16:00 - 17.10.2018 17:00","0","3614"
"17.10.2018 17:00 - 17.10.2018 18:00","0","3394"
"17.10.2018 18:00 - 17.10.2018 19:00","0","3657"
"17.10.2018 19:00 - 17.10.2018 20:00","0","3356"
"17.10.2018 20:00 - 17.10.2018 21:00","0","3114"
"17.10.2018 21:00 - 17.10.2018 22:00","0","3332"
"17.10.2018 22:00 - 17.10.2018 23:00","0","3445"
"17.10.2018 23:00 - 18.10.2018 00:00","0","3580"
"18.10.2018 00:00 - 18.10.2018 01:00","0","3889"
"18.10.2018 01:00 - 18.10.2018 02:00","0","3852"
"18.10.2018 02:00 - 18.10.2018 03:00","0","3580"
"18.10.2018 03:00 - 18.10.2018 04:00","0","3362"
"18.10.2018 04:00 - 18.10.2018 05:00","0","3234"
"18.10.2018 05:00 - 18.10.2018 06:00","0","3526"
"18.10.2018 06:00 - 18.10.2018 07:00","0","3296"
"18.10.2018 07:00 - 18.10.2018 08:00","0","3679"
"18.10.2018 08:00 - 18.10.2018 09:00","0","4034"
"18.10.2018 09:00 - 18.10.2018 10:00","0","4269"
"18.10.2018 10:00 - 18.10.2018 11:00","0","4270"
"18.10.2018 11:00 - 18.10.2018 12:00","0","4323"
"18.10.2018 12:00 - 18.10.2018 13:00","0","2776"
"18.10.2018 13:00 - 18.10.2018 14:00","0","2764"
"18.10.2018 14:00 - 18.10.2018 15:00","0","3837"
"18.10.2018 15:00 - 18.10.2018 16:00","0","4044"
"18.10.2018 16:00 - 18.10.2018 17:00","0","4123"
"18.10.2018 17:00 - 18.10.2018 18:00","0","3880"
"18.10.2018 18:00 - 18.10.2018 19:00","0","3796"
"18.10.2018 19:00 - 18.10.2018 20:00","0","3870"
"18.10.2018 20:00 - 18.10.2018 21:00","0","3754"
"18.10.2018 21:00 - 18.10.2018 22:00","0","3775"
"18.10.2018 22:00 - 18.10.2018 23:00","0","3529"
"18.10.2018 23:00 - 19.10.2018 00:00","0","3228"
"19.10.2018 00:00 - 19.10.2018 01:00","0","3316"
"19.10.2018 01:00 - 19.10.2018 02:00","0","3412"
"19.10.2018 02:00 - 19.10.2018 03:00","0","3257"
"19.10.2018 03:00 - 19.10.2018 04:00","0","3152"
"19.10.2018 04:00 - 19.10.2018 05:00","0","3259"
"19.10.2018 05:00 - 19.10.2018 06:00","0","3107"
"19.10.2018 06:00 - 19.10.2018 07:00","0","2948"
"19.10.2018 07:00 - 19.10.2018 08:00","0","3019"
"19.10.2018 08:00 - 19.10.2018 09:00","0","2923"
"19.10.2018 09:00 - 19.10.2018 10:00","0","3221"
"19.10.2018 10:00 - 19.10.2018 11:00","0","3205"
"19.10.2018 11:00 - 19.10.2018 12:00","0","3221"
"19.10.2018 12:00 - 19.10.2018 13:00","0","2210"
"19.10.2018 13:00 - 19.10.2018 14:00","0","2548"
"19.10.2018 14:00 - 19.10.2018 15:00","0","3284"
"19.10.2018 15:00 - 19.10.2018 16:00","0","3801"
"19.10.2018 16:00 - 19.10.2018 17:00","0","4086"
"19.10.2018 17:00 - 19.10.2018 18:00","0","3944"
"19.10.2018 18:00 - 19.10.2018 19:00","0","3342"
"19.10.2018 19:00 - 19.10.2018 20:00","0","3329"
"19.10.2018 20:00 - 19.10.2018 21:00","0","3128"
"19.10.2018 21:00 - 19.10.2018 22:00","0","3640"
"19.10.2018 22:00 - 19.10.2018 23:00","0","3042"
"19.10.2018 23:00 - 20.10.2018 00:00","0","2883"
"20.10.2018 00:00 - 20.10.2018 01:00","0","3720"
"20.10.2018 01:00 - 20.10.2018 02:00","0","3764"
"20.10.2018 02:00 - 20.10.2018 03:00","0","3587"
"20.10.2018 03:00 - 20.10.2018 04:00","0","3701"
"20.10.2018 04:00 - 20.10.2018 05:00","0","3580"
"20.10.2018 05:00 - 20.10.2018 06:00","0","3771"
"20.10.2018 06:00 - 20.10.2018 07:00","0","3944"
"20.10.2018 07:00 - 20.10.2018 08:00","0","3984"
"20.10.2018 08:00 - 20.10.2018 09:00","0","3839"
"20.10.2018 09:00 - 20.10.2018 10:00","0","3518"
"20.10.2018 10:00 - 20.10.2018 11:00","0","2928"
"20.10.2018 11:00 - 20.10.2018 12:00","0","2768"
"20.10.2018 12:00 - 20.10.2018 13:00","0","2472"
"20.10.2018 13:00 - 20.10.2018 14:00","0","2658"
"20.10.2018 14:00 - 20.10.2018 15:00","0","2691"
"20.10.2018 15:00 - 20.10.2018 16:00","0","3183"
"20.10.2018 16:00 - 20.10.2018 17:00","0","3279"
"20.10.2018 17:00 - 20.10.2018 18:00","0","3283"
"20.10.2018 18:00 - 20.10.2018 19:00","0","3599"
"20.10.2018 19:00 - 20.10.2018 20:00","0","3708"
"20.10.2018 20:00 - 20.10.2018 21:00","0","3554"
"20.10.2018 21:00 - 20.10.2018 22:00","0","3528"
"20.10.2018 22:00 - 20.10.2018 23:00","0","3304"
"20.10.2018 23:00 - 21.10.2018 00:00","0","2922"
"21.10.2018 00:00 - 21.10.2018 01:00","0","3338"
"21.10.2018 01:00 - 21.10.2018 02:00","0","3487"
"21.10.2018 02:00 - 21.10.2018 03:00","0","3361"
"21.10.2018 03:00 - 21.10.2018 04:00","0","3246"
"21.10.2018 04:00 - 21.10.2018 05:00","0","3019"
"21.10.2018 05:00 - 21.10.2018 06:00","0","3287"
"21.10.2018 06:00 - 21.10.2018 07:00","0","3610"
"21.10.2018 07:00 - 21.10.2018 08:00","0","3547"
"21.10.2018 08:00 - 21.10.2018 09:00","0","3247"
"21.10.2018 09:00 - 21.10.2018 10:00","0","2697"
"21.10.2018 10:00 - 21.10.2018 11:00","0","2248"
"21.10.2018 11:00 - 21.10.2018 12:00","0","2114"
"21.10.2018 12:00 - 21.10.2018 13:00","0","2158"
"21.10.2018 13:00 - 21.10.2018 14:00","0","2301"
"21.10.2018 14:00 - 21.10.2018 15:00","0","2401"
"21.10.2018 15:00 - 21.10.2018 16:00","0","2185"
"21.10.2018 16:00 - 21.10.2018 17:00","0","1922"
"21.10.2018 17:00 - 21.10.2018 18:00","0","2356"
"21.10.2018 18:00 - 21.10.2018 19:00","0","3014"
"21.10.2018 19:00 - 21.10.2018 20:00","0","3309"
"21.10.2018 20:00 - 21.10.2018 21:00","0","3318"
"21.10.2018 21:00 - 21.10.2018 22:00","0","3095"
"21.10.2018 22:00 - 21.10.2018 23:00","0","3105"
"21.10.2018 23:00 - 22.10.2018 00:00","0","2833"
"22.10.2018 00:00 - 22.10.2018 01:00","0","2614"
"22.10.2018 01:00 - 22.10.2018 02:00","0","2753"
"22.10.2018 02:00 - 22.10.2018 03:00","0","2504"
"22.10.2018 03:00 - 22.10.2018 04:00","0","2156"
"22.10.2018 04:00 - 22.10.2018 05:00","0","1919"
"22.10.2018 05:00 - 22.10.2018 06:00","0","2248"
"22.10.2018 06:00 - 22.10.2018 07:00","0","2701"
"22.10.2018 07:00 - 22.10.2018 08:00","0","3360"
"22.10.2018 08:00 - 22.10.2018 09:00","0","3387"
"22.10.2018 09:00 - 22.10.2018 10:00","0","3335"
"22.10.2018 10:00 - 22.10.2018 11:00","0","3501"
"22.10.2018 11:00 - 22.10.2018 12:00","0","3562"
"22.10.2018 12:00 - 22.10.2018 13:00","0","2302"
"22.10.2018 13:00 - 22.10.2018 14:00","0","2564"
"22.10.2018 14:00 - 22.10.2018 15:00","0","3745"
